"train_bool","path_type","LOS_radius","em2vic_x","em2vic_y","theta_i","current_x","current_y","throttle","mem","step",,,
1,4,10,41.8922,10.2537,4.6726,-0.045959,-0.099398,3,100,-0.01,-0.0001,-0.1,

