"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,-0.031751,-0.0060279,-0.00061136,-0.30129,1.1101,1.007,0,0,
0.2,-0.0010833,-0.0060279,-0.00061136,-0.30129,1.1112,1.007,0.029497,0.034906,
0.4,-0.0011638,-0.0060279,-0.00061136,-0.30129,1.1123,1.007,0.060596,0.072347,
0.6,-0.0012451,-0.0060279,-0.00061136,-0.30129,1.1134,1.007,0.093293,0.11232,
0.8,-0.0013273,-0.0060279,-0.00061136,-0.30129,1.1146,1.007,0.12758,0.1548,
1,-0.0014104,-0.0060279,-0.00061136,-0.30129,1.1158,1.007,0.16346,0.1998,
1.2,-0.0014944,-0.0060279,-0.00061136,-0.30129,1.1171,1.007,0.20091,0.24729,
1.4,-0.0015792,-0.0060279,-0.00061136,-0.30129,1.1184,1.007,0.23993,0.29726,
1.6,-0.001665,-0.0060279,-0.00061136,-0.30129,1.1197,1.007,0.2805,0.34967,
1.8,-0.0017517,-0.0060279,-0.00061136,-0.30129,1.121,1.007,0.32261,0.40452,
2,-0.0018392,-0.0060279,-0.00061136,-0.30129,1.1224,1.007,0.36623,0.46177,
2.2,-0.0019278,-0.0060279,-0.00061136,-0.30129,1.1237,1.007,0.41135,0.52139,
2.4,-0.0020172,-0.0060279,-0.00061136,-0.30129,1.1252,1.007,0.45796,0.58335,
2.6,-0.0021076,-0.0060279,-0.00061136,-0.30129,1.1266,1.007,0.50602,0.64761,
2.8,-0.002199,-0.0060279,-0.00061136,-0.30129,1.1281,1.007,0.55551,0.71414,
3,-0.0022912,-0.0060279,-0.00061136,-0.30129,1.1296,1.007,0.60641,0.7829,
3.2,-0.0023845,-0.0060279,-0.00061136,-0.30129,1.1311,1.007,0.65869,0.85384,
3.4,-0.0024787,-0.0060279,-0.00061136,-0.30129,1.1327,1.007,0.71233,0.92693,
3.6,-0.0025739,-0.0060279,-0.00061136,-0.30129,1.1343,1.007,0.7673,1.0021,
3.8,-0.0026701,-0.0060279,-0.00061136,-0.30129,1.1359,1.007,0.82356,1.0794,
4,-0.0027672,-0.0060279,-0.00061136,-0.30129,1.1375,1.007,0.8811,1.1586,
4.2,-0.0028656,-0.0060279,-0.00061136,-0.30129,1.1391,1.0069,0.93987,1.2398,
4.4,-0.0029647,-0.0060279,-0.00061136,-0.30129,1.1408,1.0069,0.99984,1.3229,
4.6,-0.003065,-0.0060279,-0.00061136,-0.30129,1.1425,1.0069,1.061,1.4079,
4.8,-0.0031663,-0.0060279,-0.00061136,-0.30129,1.1442,1.0069,1.1233,1.4947,
5,-0.0032688,-0.0060279,-0.00061136,-0.30129,1.146,1.0069,1.1867,1.5832,
5.2,-0.0033722,-0.0060279,-0.00061136,-0.30129,1.1478,1.0069,1.2512,1.6734,
5.4,-0.0034768,-0.0060279,-0.00061136,-0.30129,1.1495,1.0069,1.3167,1.7653,
5.6,-0.0035825,-0.0060279,-0.00061136,-0.30129,1.1513,1.0069,1.3833,1.8589,
5.8,-0.0036892,-0.0060279,-0.00061136,-0.30129,1.1532,1.0069,1.4508,1.9539,
6,-0.0037974,-0.0060279,-0.00061136,-0.30129,1.155,1.0069,1.5193,2.0505,
6.2,-0.0039062,-0.0060279,-0.00061136,-0.30129,1.1569,1.0069,1.5887,2.1485,
6.4,-0.0040167,-0.0060279,-0.00061136,-0.30129,1.1588,1.0068,1.659,2.2479,
6.6,-0.0041279,-0.0060279,-0.00061136,-0.30129,1.1607,1.0068,1.7302,2.3487,
6.8,-0.0042407,-0.0060279,-0.00061136,-0.30129,1.1626,1.0068,1.8022,2.4508,
7,-0.0043546,-0.0060279,-0.00061136,-0.30129,1.1645,1.0068,1.875,2.5542,
7.2,-0.0044697,-0.0060279,-0.00061136,-0.30129,1.1664,1.0067,1.9486,2.6588,
7.4,-0.0045859,-0.0060279,-0.00061136,-0.30129,1.1684,1.0067,2.0229,2.7645,
7.6,-0.0047037,-0.0060279,-0.00061136,-0.30129,1.1704,1.0067,2.0979,2.8714,
7.8,-0.0048225,-0.0060279,-0.00061136,-0.30129,1.1724,1.0066,2.1737,2.9794,
8,-0.004943,-0.0060279,-0.00061136,-0.30129,1.1744,1.0066,2.25,3.0884,
8.2,-0.0050644,-0.0060279,-0.00061136,-0.30129,1.1764,1.0065,2.3271,3.1984,
8.4,-0.0051873,-0.0060279,-0.00061136,-0.30129,1.1784,1.0065,2.4047,3.3093,
8.6,-0.0053116,-0.0060279,-0.00061136,-0.30129,1.1804,1.0064,2.4829,3.4212,
8.8,-0.0054374,-0.0060279,-0.00061136,-0.30129,1.1825,1.0063,2.5617,3.534,
9,-0.0055643,-0.0060279,-0.00061136,-0.30129,1.1845,1.0063,2.6411,3.6476,
9.2,-0.005693,-0.0060279,-0.00061136,-0.30129,1.1866,1.0062,2.7209,3.762,
9.4,-0.0058229,-0.0060279,-0.00061136,-0.30129,1.1887,1.0061,2.8013,3.8772,
9.6,-0.0059542,-0.0060279,-0.00061136,-0.30129,1.1908,1.006,2.8821,3.9931,
9.8,-0.0060872,-0.0060279,-0.00061136,-0.30129,1.1929,1.0059,2.9634,4.1098,
10,-0.0062216,-0.0060279,-0.00061136,-0.30129,1.195,1.0058,3.0452,4.2271,
10.2,-0.0063576,-0.0060279,-0.00061136,-0.30129,1.1971,1.0057,3.1273,4.3451,
10.4,-0.0064953,-0.0060279,-0.00061136,-0.30129,1.1993,1.0056,3.2099,4.4637,
10.6,-0.006634,-0.0060279,-0.00061136,-0.30129,1.2014,1.0054,3.2928,4.5829,
