"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.7854,0.65733,0.002121,2.3126,2.9664,2.4193,0,0,
0.2,0.36373,0.65733,0.002121,2.3126,2.967,2.4193,-0.005086,0.007219,
0.4,0.36569,0.65733,0.002121,2.3126,2.9678,2.4194,-0.012421,0.01642,
0.6,0.36768,0.65733,0.002121,2.3126,2.9687,2.4195,-0.022001,0.027598,
0.8,0.36962,0.65733,0.002121,2.3126,2.9698,2.4196,-0.033819,0.040745,
1,0.3715,0.65733,0.002121,2.3126,2.971,2.4199,-0.047867,0.055852,
1.2,0.3733,0.65733,0.002121,2.3126,2.9724,2.4203,-0.064131,0.072904,
1.4,0.37498,0.65733,0.002121,2.3126,2.974,2.4209,-0.082601,0.091882,
1.6,0.37654,0.65733,0.002121,2.3126,2.9757,2.4218,-0.10326,0.11276,
1.8,0.37794,0.65733,0.002121,2.3126,2.9775,2.4229,-0.1261,0.13552,
2,0.37915,0.65733,0.002121,2.3126,2.9795,2.4243,-0.1511,0.16013,
2.2,0.38017,0.65733,0.002121,2.3126,2.9816,2.426,-0.17824,0.18654,
2.4,0.38098,0.65733,0.002121,2.3126,2.9839,2.4281,-0.20751,0.21472,
2.6,0.38155,0.65733,0.002121,2.3126,2.9863,2.4306,-0.2389,0.24463,
2.8,0.38187,0.65733,0.002121,2.3126,2.9888,2.4334,-0.27238,0.27621,
3,0.38193,0.65733,0.002121,2.3126,2.9915,2.4367,-0.30794,0.30942,
3.2,0.38172,0.65733,0.002121,2.3126,2.9942,2.4405,-0.34558,0.34418,
3.4,0.38123,0.65733,0.002121,2.3126,2.9971,2.4446,-0.38526,0.38044,
3.6,0.37941,0.65733,0.002121,2.3126,3.0001,2.4493,-0.42699,0.41813,
3.8,0.37724,0.65733,0.002121,2.3126,3.0032,2.4544,-0.47074,0.45719,
4,0.37485,0.65733,0.002121,2.3126,3.0064,2.46,-0.51651,0.49753,
4.2,0.37223,0.65733,0.002121,2.3126,3.0096,2.466,-0.56428,0.53908,
4.4,0.36937,0.65733,0.002121,2.3126,3.013,2.4724,-0.61403,0.58177,
4.6,0.3663,0.65733,0.002121,2.3126,3.0164,2.4793,-0.66575,0.62551,
4.8,0.36302,0.65733,0.002121,2.3126,3.0199,2.4865,-0.71943,0.67022,
5,0.35955,0.65733,0.002121,2.3126,3.0234,2.4942,-0.77505,0.71582,
5.2,0.3559,0.65733,0.002121,2.3126,3.027,2.5022,-0.83259,0.76223,
5.4,0.35208,0.65733,0.002121,2.3126,3.0306,2.5105,-0.89204,0.80936,
5.6,0.34811,0.65733,0.002121,2.3126,3.0342,2.5192,-0.95337,0.85713,
5.8,0.34401,0.65733,0.002121,2.3126,3.0379,2.5282,-1.0166,0.90546,
6,0.3398,0.65733,0.002121,2.3126,3.0416,2.5374,-1.0816,0.95427,
6.2,0.33548,0.65733,0.002121,2.3126,3.0452,2.5468,-1.1485,1.0035,
6.4,0.33107,0.65733,0.002121,2.3126,3.0489,2.5565,-1.2171,1.053,
6.6,0.32659,0.65733,0.002121,2.3126,3.0526,2.5664,-1.2875,1.1028,
6.8,0.32204,0.65733,0.002121,2.3126,3.0563,2.5764,-1.3597,1.1528,
7,0.31746,0.65733,0.002121,2.3126,3.06,2.5865,-1.4335,1.2028,
7.2,0.31283,0.65733,0.002121,2.3126,3.0636,2.5967,-1.5091,1.2529,
7.4,0.30819,0.65733,0.002121,2.3126,3.0672,2.607,-1.5862,1.303,
7.6,0.30353,0.65733,0.002121,2.3126,3.0708,2.6174,-1.665,1.353,
