"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.19782,0.016644,0.0018379,2.0264,1.3736,1.2768,0,0,
0.2,0.0064266,0.016644,0.0018379,2.0264,1.3757,1.2768,0.026033,0.018904,
0.4,0.0067025,0.016644,0.0018379,2.0264,1.3779,1.2768,0.052935,0.040677,
0.6,0.0069885,0.016644,0.0018379,2.0264,1.3802,1.2768,0.080703,0.065314,
0.8,0.0072786,0.016644,0.0018379,2.0264,1.3825,1.2768,0.10934,0.092804,
1,0.0075732,0.016644,0.0018379,2.0264,1.3848,1.2768,0.13883,0.12313,
1.2,0.0078717,0.016644,0.0018379,2.0264,1.3871,1.2768,0.16917,0.15629,
1.4,0.0081742,0.016644,0.0018379,2.0264,1.3894,1.2768,0.20037,0.19224,
1.6,0.0084805,0.016644,0.0018379,2.0264,1.3918,1.2768,0.23241,0.23098,
1.8,0.0087907,0.016644,0.0018379,2.0264,1.3942,1.2768,0.26527,0.27246,
2,0.0091039,0.016644,0.0018379,2.0264,1.3967,1.2769,0.29897,0.31667,
2.2,0.0094212,0.016644,0.0018379,2.0264,1.3991,1.2769,0.33347,0.36356,
2.4,0.0097408,0.016644,0.0018379,2.0264,1.4016,1.2769,0.36878,0.41309,
2.6,0.010064,0.016644,0.0018379,2.0264,1.4041,1.2769,0.40487,0.46524,
2.8,0.010389,0.016644,0.0018379,2.0264,1.4067,1.2769,0.44174,0.51996,
3,0.010717,0.016644,0.0018379,2.0264,1.4093,1.2769,0.47938,0.5772,
3.2,0.011047,0.016644,0.0018379,2.0264,1.4119,1.277,0.51776,0.63691,
3.4,0.011379,0.016644,0.0018379,2.0264,1.4145,1.277,0.55687,0.69905,
3.6,0.011712,0.016644,0.0018379,2.0264,1.4171,1.277,0.59671,0.76357,
3.8,0.012047,0.016644,0.0018379,2.0264,1.4198,1.2771,0.63724,0.83042,
4,0.012383,0.016644,0.0018379,2.0264,1.4225,1.2772,0.67846,0.89953,
4.2,0.012719,0.016644,0.0018379,2.0264,1.4252,1.2772,0.72034,0.97087,
4.4,0.013055,0.016644,0.0018379,2.0264,1.4279,1.2773,0.76287,1.0444,
4.6,0.013392,0.016644,0.0018379,2.0264,1.4307,1.2774,0.80604,1.12,
4.8,0.013727,0.016644,0.0018379,2.0264,1.4335,1.2776,0.84981,1.1976,
5,0.014064,0.016644,0.0018379,2.0264,1.4363,1.2777,0.89418,1.2773,
5.2,0.014398,0.016644,0.0018379,2.0264,1.4391,1.2779,0.93913,1.3589,
5.4,0.014731,0.016644,0.0018379,2.0264,1.4419,1.2781,0.98462,1.4423,
5.6,0.015061,0.016644,0.0018379,2.0264,1.4447,1.2783,1.0307,1.5276,
5.8,0.015391,0.016644,0.0018379,2.0264,1.4476,1.2785,1.0772,1.6147,
6,0.015717,0.016644,0.0018379,2.0264,1.4505,1.2788,1.1242,1.7035,
6.2,0.01604,0.016644,0.0018379,2.0264,1.4534,1.2791,1.1718,1.7939,
6.4,0.01636,0.016644,0.0018379,2.0264,1.4563,1.2795,1.2197,1.8859,
6.6,0.016677,0.016644,0.0018379,2.0264,1.4592,1.2798,1.2681,1.9795,
6.8,0.016989,0.016644,0.0018379,2.0264,1.4622,1.2803,1.317,2.0746,
7,0.017299,0.016644,0.0018379,2.0264,1.4651,1.2807,1.3662,2.1711,
7.2,0.017604,0.016644,0.0018379,2.0264,1.4681,1.2813,1.4158,2.269,
7.4,0.017905,0.016644,0.0018379,2.0264,1.471,1.2819,1.4657,2.3683,
7.6,0.018198,0.016644,0.0018379,2.0264,1.474,1.2825,1.516,2.4688,
7.8,0.018489,0.016644,0.0018379,2.0264,1.477,1.2832,1.5665,2.5706,
