"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,-0.028344,0.017682,0.0020574,2.0035,0.67203,0.68604,0,0,
0.2,-0.0022739,0.017682,0.0020574,2.0035,0.67106,0.68604,-0.024631,-0.0071627,
0.4,-0.0023323,0.017682,0.0020574,2.0035,0.67008,0.68604,-0.046943,-0.012427,
0.6,-0.0023929,0.017682,0.0020574,2.0035,0.6691,0.68604,-0.06694,-0.015795,
0.8,-0.0024556,0.017682,0.0020574,2.0035,0.66811,0.68604,-0.08463,-0.017275,
1,-0.0025202,0.017682,0.0020574,2.0035,0.66712,0.68604,-0.10002,-0.016875,
1.2,-0.0025869,0.017682,0.0020574,2.0035,0.66613,0.68604,-0.11314,-0.014607,
1.4,-0.0026557,0.017682,0.0020574,2.0035,0.66513,0.68604,-0.12398,-0.010484,
1.6,-0.0027265,0.017682,0.0020574,2.0035,0.66413,0.68604,-0.13258,-0.0045218,
1.8,-0.0027994,0.017682,0.0020574,2.0035,0.66312,0.68604,-0.13896,0.0032606,
2,-0.002874,0.017682,0.0020574,2.0035,0.66211,0.68604,-0.14314,0.012843,
2.2,-0.0029507,0.017682,0.0020574,2.0035,0.6611,0.68604,-0.14514,0.024203,
2.4,-0.0030293,0.017682,0.0020574,2.0035,0.66008,0.68604,-0.14501,0.037316,
2.6,-0.00311,0.017682,0.0020574,2.0035,0.65906,0.68603,-0.14276,0.052156,
2.8,-0.0031924,0.017682,0.0020574,2.0035,0.65804,0.68603,-0.13844,0.068695,
3,-0.003277,0.017682,0.0020574,2.0035,0.65701,0.68603,-0.13209,0.086903,
3.2,-0.0033631,0.017682,0.0020574,2.0035,0.65597,0.68603,-0.12373,0.10675,
3.4,-0.003451,0.017682,0.0020574,2.0035,0.65494,0.68602,-0.1134,0.1282,
3.6,-0.0035413,0.017682,0.0020574,2.0035,0.6539,0.68602,-0.10116,0.15123,
3.8,-0.0036325,0.017682,0.0020574,2.0035,0.65285,0.68602,-0.087036,0.17579,
4,-0.0037262,0.017682,0.0020574,2.0035,0.65181,0.68601,-0.071077,0.20186,
4.2,-0.0038213,0.017682,0.0020574,2.0035,0.65076,0.686,-0.053324,0.22939,
4.4,-0.0039187,0.017682,0.0020574,2.0035,0.6497,0.68599,-0.033825,0.25836,
4.6,-0.0040166,0.017682,0.0020574,2.0035,0.64865,0.68598,-0.012622,0.28872,
4.8,-0.0041173,0.017682,0.0020574,2.0035,0.64759,0.68597,0.010237,0.32043,
5,-0.004219,0.017682,0.0020574,2.0035,0.64653,0.68596,0.034706,0.35346,
5.2,-0.0043223,0.017682,0.0020574,2.0035,0.64546,0.68595,0.060739,0.38777,
5.4,-0.0044275,0.017682,0.0020574,2.0035,0.6444,0.68593,0.088291,0.42332,
5.6,-0.004534,0.017682,0.0020574,2.0035,0.64333,0.68591,0.11731,0.46007,
5.8,-0.0046416,0.017682,0.0020574,2.0035,0.64225,0.68589,0.14776,0.49799,
6,-0.004751,0.017682,0.0020574,2.0035,0.64118,0.68586,0.17959,0.53703,
6.2,-0.0048623,0.017682,0.0020574,2.0035,0.6401,0.68583,0.21276,0.57717,
6.4,-0.0049742,0.017682,0.0020574,2.0035,0.63902,0.6858,0.24721,0.61836,
6.6,-0.0050871,0.017682,0.0020574,2.0035,0.63794,0.68577,0.28291,0.66056,
6.8,-0.0052023,0.017682,0.0020574,2.0035,0.63686,0.68573,0.31981,0.70375,
7,-0.005318,0.017682,0.0020574,2.0035,0.63578,0.68568,0.35788,0.74788,
7.2,-0.0054349,0.017682,0.0020574,2.0035,0.63469,0.68564,0.39706,0.79291,
7.4,-0.0055538,0.017682,0.0020574,2.0035,0.6336,0.68558,0.43731,0.83883,
7.6,-0.0056719,0.017682,0.0020574,2.0035,0.63252,0.68552,0.47861,0.88558,
7.8,-0.0057939,0.017682,0.0020574,2.0035,0.63142,0.68546,0.5209,0.93315,
8,-0.0059142,0.017682,0.0020574,2.0035,0.63033,0.68539,0.56415,0.98149,
8.2,-0.0060366,0.017682,0.0020574,2.0035,0.62924,0.68531,0.60833,1.0306,
8.4,-0.0061592,0.017682,0.0020574,2.0035,0.62815,0.68523,0.65339,1.0804,
8.6,-0.0062841,0.017682,0.0020574,2.0035,0.62705,0.68514,0.6993,1.1309,
8.8,-0.0064079,0.017682,0.0020574,2.0035,0.62596,0.68504,0.74603,1.182,
9,-0.0065345,0.017682,0.0020574,2.0035,0.62487,0.68493,0.79354,1.2338,
9.2,-0.0066595,0.017682,0.0020574,2.0035,0.62377,0.68481,0.84181,1.2862,
9.4,-0.006787,0.017682,0.0020574,2.0035,0.62268,0.68469,0.8908,1.3391,
9.6,-0.006914,0.017682,0.0020574,2.0035,0.62158,0.68456,0.94048,1.3926,
9.8,-0.0070417,0.017682,0.0020574,2.0035,0.62049,0.68441,0.99083,1.4466,
10,-0.0071712,0.017682,0.0020574,2.0035,0.61939,0.68426,1.0418,1.5012,
10.2,-0.0072979,0.017682,0.0020574,2.0035,0.6183,0.68409,1.0934,1.5562,
