"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.047881,0.015516,0.0015505,1.9826,2.5043,2.4803,0,0,
0.2,0.0079122,0.015516,0.0015505,1.9826,2.508,2.4803,0.011092,0.038247,
0.4,0.0080329,0.015516,0.0015505,1.9826,2.5117,2.4803,0.019818,0.078335,
0.6,0.0081598,0.015516,0.0015505,1.9826,2.5155,2.4803,0.026183,0.12026,
0.8,0.0082927,0.015516,0.0015505,1.9826,2.5192,2.4803,0.030195,0.16402,
1,0.008431,0.015516,0.0015505,1.9826,2.523,2.4803,0.031865,0.2096,
1.2,0.0085752,0.015516,0.0015505,1.9826,2.5268,2.4803,0.031208,0.25699,
1.4,0.008725,0.015516,0.0015505,1.9826,2.5305,2.4803,0.028239,0.30617,
1.6,0.00888,0.015516,0.0015505,1.9826,2.5343,2.4803,0.02298,0.35715,
1.8,0.0090406,0.015516,0.0015505,1.9826,2.5381,2.4803,0.015453,0.40988,
2,0.0092059,0.015516,0.0015505,1.9826,2.5419,2.4803,0.0056827,0.46436,
2.2,0.0093762,0.015516,0.0015505,1.9826,2.5457,2.4803,-0.0063019,0.52057,
2.4,0.0095523,0.015516,0.0015505,1.9826,2.5495,2.4803,-0.020471,0.57847,
2.6,0.0097324,0.015516,0.0015505,1.9826,2.5534,2.4804,-0.036792,0.63804,
2.8,0.0099179,0.015516,0.0015505,1.9826,2.5572,2.4804,-0.055229,0.69927,
3,0.010106,0.015516,0.0015505,1.9826,2.561,2.4804,-0.075748,0.76211,
3.2,0.010301,0.015516,0.0015505,1.9826,2.5649,2.4804,-0.098308,0.82654,
3.4,0.010498,0.015516,0.0015505,1.9826,2.5687,2.4805,-0.12287,0.89252,
3.6,0.010701,0.015516,0.0015505,1.9826,2.5726,2.4805,-0.14939,0.96003,
3.8,0.010906,0.015516,0.0015505,1.9826,2.5764,2.4805,-0.17784,1.029,
4,0.011115,0.015516,0.0015505,1.9826,2.5803,2.4806,-0.20815,1.0995,
4.2,0.011328,0.015516,0.0015505,1.9826,2.5842,2.4807,-0.2403,1.1714,
4.4,0.011544,0.015516,0.0015505,1.9826,2.5881,2.4807,-0.27423,1.2446,
4.6,0.011762,0.015516,0.0015505,1.9826,2.5919,2.4808,-0.30991,1.3192,
4.8,0.011984,0.015516,0.0015505,1.9826,2.5958,2.4809,-0.34727,1.3951,
5,0.012209,0.015516,0.0015505,1.9826,2.5997,2.481,-0.38628,1.4723,
5.2,0.012436,0.015516,0.0015505,1.9826,2.6036,2.4812,-0.4269,1.5507,
5.4,0.012663,0.015516,0.0015505,1.9826,2.6076,2.4813,-0.46907,1.6303,
5.6,0.012894,0.015516,0.0015505,1.9826,2.6115,2.4815,-0.51274,1.7111,
5.8,0.013127,0.015516,0.0015505,1.9826,2.6154,2.4817,-0.55788,1.793,
6,0.013362,0.015516,0.0015505,1.9826,2.6193,2.4819,-0.60444,1.8759,
6.2,0.013596,0.015516,0.0015505,1.9826,2.6232,2.4821,-0.65236,1.9599,
6.4,0.013831,0.015516,0.0015505,1.9826,2.6272,2.4824,-0.70162,2.045,
6.6,0.014071,0.015516,0.0015505,1.9826,2.6311,2.4827,-0.75216,2.1309,
6.8,0.014304,0.015516,0.0015505,1.9826,2.635,2.483,-0.80394,2.2179,
7,0.014544,0.015516,0.0015505,1.9826,2.639,2.4834,-0.85692,2.3057,
7.2,0.014783,0.015516,0.0015505,1.9826,2.6429,2.4838,-0.91106,2.3943,
7.4,0.01502,0.015516,0.0015505,1.9826,2.6469,2.4842,-0.96632,2.4838,
7.6,0.015259,0.015516,0.0015505,1.9826,2.6508,2.4847,-1.0227,2.5741,
7.8,0.015494,0.015516,0.0015505,1.9826,2.6547,2.4852,-1.0801,2.6651,
8,0.015731,0.015516,0.0015505,1.9826,2.6587,2.4857,-1.1384,2.7568,
8.2,0.015966,0.015516,0.0015505,1.9826,2.6626,2.4863,-1.1978,2.8492,
8.4,0.0162,0.015516,0.0015505,1.9826,2.6666,2.487,-1.2581,2.9423,
8.6,0.016436,0.015516,0.0015505,1.9826,2.6705,2.4876,-1.3193,3.036,
8.8,0.016665,0.015516,0.0015505,1.9826,2.6744,2.4884,-1.3814,3.1303,
9,0.016897,0.015516,0.0015505,1.9826,2.6784,2.4892,-1.4443,3.2251,
9.2,0.017123,0.015516,0.0015505,1.9826,2.6823,2.49,-1.508,3.3204,
9.4,0.017352,0.015516,0.0015505,1.9826,2.6862,2.4909,-1.5726,3.4163,
9.6,0.017574,0.015516,0.0015505,1.9826,2.6902,2.4919,-1.6378,3.5126,
9.8,0.017796,0.015516,0.0015505,1.9826,2.6941,2.4929,-1.7038,3.6093,
10,0.018014,0.015516,0.0015505,1.9826,2.698,2.494,-1.7705,3.7065,
10.2,0.018234,0.015516,0.0015505,1.9826,2.7019,2.4952,-1.8379,3.804,
10.4,0.018447,0.015516,0.0015505,1.9826,2.7058,2.4964,-1.906,3.9018,
10.6,0.018656,0.015516,0.0015505,1.9826,2.7097,2.4977,-1.9747,4,
10.8,0.018867,0.015516,0.0015505,1.9826,2.7135,2.4991,-2.044,4.0985,
11,0.019074,0.015516,0.0015505,1.9826,2.7174,2.5005,-2.114,4.1973,
11.2,0.019271,0.015516,0.0015505,1.9826,2.7212,2.502,-2.1845,4.2963,
11.4,0.019474,0.015516,0.0015505,1.9826,2.7251,2.5036,-2.2556,4.3955,
11.6,0.019666,0.015516,0.0015505,1.9826,2.7289,2.5053,-2.3272,4.4949,
11.8,0.019861,0.015516,0.0015505,1.9826,2.7327,2.5071,-2.3994,4.5945,
12,0.020047,0.015516,0.0015505,1.9826,2.7365,2.5089,-2.4721,4.6943,
12.2,0.020232,0.015516,0.0015505,1.9826,2.7403,2.5108,-2.5453,4.7942,
12.4,0.020415,0.015516,0.0015505,1.9826,2.744,2.5128,-2.619,4.8942,
12.6,0.020588,0.015516,0.0015505,1.9826,2.7478,2.5149,-2.6931,4.9942,
