"train_bool","path_type","LOS_radius","em2vic_x","em2vic_y","theta_i","current_x","current_y","throttle","mem","step",,,
1,4,10,-44.8412,0.41282,3.4134,-0.086806,-0.10986,3,100,-1e-07,-1e-09,-0.001,

