"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.42234,0.017767,0.0020859,1.996,2.843,2.6335,0,0,
0.2,-0.0015138,0.017767,0.0020859,1.996,2.8399,2.6335,-0.030581,-0.022262,
0.4,-0.0010389,0.017767,0.0020859,1.996,2.837,2.6335,-0.06378,-0.043066,
0.6,-0.00054753,0.017767,0.0020859,1.996,2.8341,2.6335,-0.099593,-0.062414,
0.8,-6.1387e-05,0.017767,0.0020859,1.996,2.8312,2.6335,-0.13801,-0.080312,
1,0.00041938,0.017767,0.0020859,1.996,2.8285,2.6335,-0.17902,-0.096767,
1.2,0.00089469,0.017767,0.0020859,1.996,2.8257,2.6335,-0.22261,-0.11179,
1.4,0.0013646,0.017767,0.0020859,1.996,2.8231,2.6336,-0.26876,-0.12538,
1.6,0.001829,0.017767,0.0020859,1.996,2.8205,2.6336,-0.31744,-0.13757,
1.8,0.0022878,0.017767,0.0020859,1.996,2.818,2.6336,-0.36863,-0.14835,
2,0.0027412,0.017767,0.0020859,1.996,2.8155,2.6336,-0.42231,-0.15775,
2.2,0.0031885,0.017767,0.0020859,1.996,2.8131,2.6336,-0.47844,-0.16579,
2.4,0.0036304,0.017767,0.0020859,1.996,2.8107,2.6336,-0.53698,-0.17249,
2.6,0.0040658,0.017767,0.0020859,1.996,2.8084,2.6336,-0.59791,-0.17786,
2.8,0.0044961,0.017767,0.0020859,1.996,2.8061,2.6336,-0.66118,-0.18192,
3,0.0049197,0.017767,0.0020859,1.996,2.8039,2.6336,-0.72676,-0.1847,
3.2,0.0053371,0.017767,0.0020859,1.996,2.8018,2.6337,-0.79459,-0.18623,
3.4,0.005749,0.017767,0.0020859,1.996,2.7997,2.6337,-0.86464,-0.18652,
3.6,0.0061522,0.017767,0.0020859,1.996,2.7977,2.6337,-0.93686,-0.1856,
3.8,0.00655,0.017767,0.0020859,1.996,2.7957,2.6337,-1.0112,-0.18351,
4,0.0069425,0.017767,0.0020859,1.996,2.7937,2.6337,-1.0876,-0.18026,
4.2,0.007325,0.017767,0.0020859,1.996,2.7918,2.6338,-1.1661,-0.17588,
4.4,0.0077026,0.017767,0.0020859,1.996,2.79,2.6338,-1.2465,-0.17041,
4.6,0.0080715,0.017767,0.0020859,1.996,2.7882,2.6338,-1.3288,-0.16387,
4.8,0.0084329,0.017767,0.0020859,1.996,2.7864,2.6339,-1.413,-0.15629,
5,0.0087872,0.017767,0.0020859,1.996,2.7847,2.6339,-1.4991,-0.14771,
5.2,0.0091331,0.017767,0.0020859,1.996,2.7831,2.634,-1.5869,-0.13814,
5.4,0.0094707,0.017767,0.0020859,1.996,2.7814,2.634,-1.6764,-0.12763,
5.6,0.0097999,0.017767,0.0020859,1.996,2.7798,2.6341,-1.7676,-0.11619,
5.8,0.010122,0.017767,0.0020859,1.996,2.7783,2.6342,-1.8603,-0.10387,
6,0.010434,0.017767,0.0020859,1.996,2.7768,2.6343,-1.9547,-0.090683,
6.2,0.010737,0.017767,0.0020859,1.996,2.7753,2.6344,-2.0505,-0.076669,
6.4,0.011033,0.017767,0.0020859,1.996,2.7738,2.6346,-2.1479,-0.061855,
6.6,0.011318,0.017767,0.0020859,1.996,2.7724,2.6347,-2.2466,-0.046271,
6.8,0.011595,0.017767,0.0020859,1.996,2.771,2.6349,-2.3467,-0.029945,
7,0.011865,0.017767,0.0020859,1.996,2.7697,2.6351,-2.4481,-0.012906,
7.2,0.012119,0.017767,0.0020859,1.996,2.7683,2.6353,-2.5508,0.0048165,
7.4,0.012371,0.017767,0.0020859,1.996,2.767,2.6356,-2.6547,0.023195,
7.6,0.01261,0.017767,0.0020859,1.996,2.7657,2.6358,-2.7598,0.042201,
7.8,0.012841,0.017767,0.0020859,1.996,2.7645,2.6361,-2.866,0.061807,
8,0.013061,0.017767,0.0020859,1.996,2.7633,2.6365,-2.9733,0.081986,
8.2,0.013273,0.017767,0.0020859,1.996,2.762,2.6368,-3.0817,0.10271,
8.4,0.013474,0.017767,0.0020859,1.996,2.7609,2.6372,-3.191,0.12396,
8.6,0.013667,0.017767,0.0020859,1.996,2.7597,2.6377,-3.3014,0.1457,
8.8,0.013851,0.017767,0.0020859,1.996,2.7585,2.6382,-3.4127,0.16791,
9,0.014024,0.017767,0.0020859,1.996,2.7574,2.6387,-3.5249,0.19056,
9.2,0.014189,0.017767,0.0020859,1.996,2.7563,2.6392,-3.6379,0.21364,
9.4,0.014344,0.017767,0.0020859,1.996,2.7551,2.6398,-3.7518,0.23711,
9.6,0.01449,0.017767,0.0020859,1.996,2.754,2.6404,-3.8665,0.26095,
9.8,0.014628,0.017767,0.0020859,1.996,2.753,2.6411,-3.982,0.28515,
10,0.014756,0.017767,0.0020859,1.996,2.7519,2.6418,-4.0982,0.30967,
10.2,0.014874,0.017767,0.0020859,1.996,2.7508,2.6426,-4.2152,0.3345,
10.4,0.014986,0.017767,0.0020859,1.996,2.7497,2.6434,-4.3328,0.35961,
10.6,0.015089,0.017767,0.0020859,1.996,2.7487,2.6443,-4.4511,0.38498,
10.8,0.015182,0.017767,0.0020859,1.996,2.7476,2.6452,-4.57,0.4106,
11,0.015267,0.017767,0.0020859,1.996,2.7466,2.6461,-4.6895,0.43645,
11.2,0.015345,0.017767,0.0020859,1.996,2.7455,2.6471,-4.8096,0.4625,
11.4,0.015414,0.017767,0.0020859,1.996,2.7445,2.6482,-4.9303,0.48873,
11.6,0.015475,0.017767,0.0020859,1.996,2.7434,2.6493,-5.0516,0.51513,
11.8,0.015528,0.017767,0.0020859,1.996,2.7424,2.6504,-5.1733,0.54168,
12,0.015572,0.017767,0.0020859,1.996,2.7413,2.6516,-5.2956,0.56837,
12.2,0.015612,0.017767,0.0020859,1.996,2.7403,2.6528,-5.4183,0.59517,
12.4,0.01564,0.017767,0.0020859,1.996,2.7392,2.6541,-5.5416,0.62207,
12.6,0.015663,0.017767,0.0020859,1.996,2.7381,2.6555,-5.6653,0.64905,
12.8,0.01568,0.017767,0.0020859,1.996,2.7371,2.6569,-5.7894,0.6761,
13,0.015689,0.017767,0.0020859,1.996,2.736,2.6583,-5.9139,0.7032,
13.2,0.015689,0.017767,0.0020859,1.996,2.7349,2.6598,-6.0389,0.73035,
13.4,0.015683,0.017767,0.0020859,1.996,2.7338,2.6613,-6.1643,0.75751,
13.6,0.015672,0.017767,0.0020859,1.996,2.7327,2.6629,-6.29,0.78469,
13.8,0.015652,0.017767,0.0020859,1.996,2.7316,2.6645,-6.4162,0.81187,
14,0.015624,0.017767,0.0020859,1.996,2.7304,2.6661,-6.5427,0.83903,
14.2,0.015594,0.017767,0.0020859,1.996,2.7293,2.6678,-6.6695,0.86617,
14.4,0.015556,0.017767,0.0020859,1.996,2.7281,2.6696,-6.7967,0.89327,
14.6,0.01551,0.017767,0.0020859,1.996,2.727,2.6714,-6.9242,0.92032,
14.8,0.015458,0.017767,0.0020859,1.996,2.7258,2.6732,-7.052,0.94731,
15,0.015401,0.017767,0.0020859,1.996,2.7246,2.675,-7.1802,0.97423,
15.2,0.015335,0.017767,0.0020859,1.996,2.7234,2.6769,-7.3086,1.0011,
15.4,0.015268,0.017767,0.0020859,1.996,2.7221,2.6788,-7.4373,1.0278,
15.6,0.015149,0.017767,0.0020859,1.996,2.7209,2.6808,-7.5664,1.0545,
15.8,0.014988,0.017767,0.0020859,1.996,2.7196,2.6828,-7.6957,1.081,
16,0.014836,0.017767,0.0020859,1.996,2.7183,2.6848,-7.8252,1.1074,
16.2,0.01468,0.017767,0.0020859,1.996,2.717,2.6869,-7.9551,1.1337,
16.4,0.014531,0.017767,0.0020859,1.996,2.7156,2.6889,-8.0852,1.1599,
16.6,0.014383,0.017767,0.0020859,1.996,2.7143,2.691,-8.2155,1.186,
16.8,0.01424,0.017767,0.0020859,1.996,2.7129,2.6931,-8.3461,1.2118,
17,0.014096,0.017767,0.0020859,1.996,2.7115,2.6953,-8.4769,1.2376,
17.2,0.013955,0.017767,0.0020859,1.996,2.7101,2.6974,-8.608,1.2632,
17.4,0.01382,0.017767,0.0020859,1.996,2.7086,2.6996,-8.7393,1.2886,
17.6,0.013682,0.017767,0.0020859,1.996,2.7072,2.7018,-8.8708,1.3138,
17.8,0.013552,0.017767,0.0020859,1.996,2.7057,2.7039,-9.0025,1.3389,
18,0.013412,0.017767,0.0020859,1.996,2.7041,2.7061,-9.1344,1.3638,
18.2,0.013274,0.017767,0.0020859,1.996,2.7026,2.7083,-9.2666,1.3886,
18.4,0.013129,0.017767,0.0020859,1.996,2.701,2.7106,-9.3989,1.4131,
18.6,0.012973,0.017767,0.0020859,1.996,2.6995,2.7128,-9.5314,1.4375,
18.8,0.012817,0.017767,0.0020859,1.996,2.6978,2.715,-9.6642,1.4616,
19,0.012655,0.017767,0.0020859,1.996,2.6962,2.7172,-9.7971,1.4856,
19.2,0.012484,0.017767,0.0020859,1.996,2.6945,2.7194,-9.9301,1.5094,
19.4,0.012308,0.017767,0.0020859,1.996,2.6929,2.7216,-10.0634,1.533,
19.6,0.012127,0.017767,0.0020859,1.996,2.6912,2.7238,-10.1968,1.5563,
19.8,0.011943,0.017767,0.0020862,1.996,2.6894,2.726,-10.3305,1.5795,
20,0.011753,0.017768,0.0020865,1.9959,2.6877,2.7282,-10.4642,1.6025,
20.2,0.011561,0.017768,0.0020868,1.9958,2.6859,2.7304,-10.5982,1.6253,
20.4,0.01136,0.017768,0.002087,1.9957,2.6841,2.7326,-10.7322,1.6479,
20.6,0.011156,0.017768,0.0020873,1.9957,2.6822,2.7348,-10.8665,1.6702,
20.8,0.010943,0.017768,0.0020876,1.9956,2.6804,2.7369,-11.0009,1.6924,
21,0.010731,0.017769,0.0020879,1.9955,2.6785,2.7391,-11.1354,1.7143,
21.2,0.010505,0.017769,0.0020882,1.9954,2.6766,2.7412,-11.2701,1.7361,
21.4,0.010279,0.017769,0.0020884,1.9953,2.6746,2.7433,-11.4049,1.7576,
21.6,0.010048,0.017769,0.0020887,1.9953,2.6727,2.7454,-11.5399,1.779,
21.8,0.0098056,0.01777,0.002089,1.9952,2.6707,2.7475,-11.6749,1.8001,
22,0.0095623,0.01777,0.0020893,1.9951,2.6687,2.7495,-11.8102,1.8211,
22.2,0.0093105,0.01777,0.0020896,1.995,2.6667,2.7516,-11.9455,1.8418,
22.4,0.0090588,0.01777,0.0020898,1.995,2.6646,2.7536,-12.081,1.8623,
22.6,0.0087932,0.017771,0.0020901,1.9949,2.6625,2.7556,-12.2165,1.8827,
22.8,0.0085298,0.017771,0.0020904,1.9948,2.6604,2.7575,-12.3522,1.9028,
23,0.008256,0.017771,0.0020907,1.9947,2.6583,2.7594,-12.4881,1.9228,
23.2,0.007974,0.017771,0.002091,1.9947,2.6562,2.7613,-12.624,1.9425,
23.4,0.0076919,0.017771,0.0020912,1.9946,2.654,2.7632,-12.76,1.9621,
23.6,0.0074031,0.017772,0.0020915,1.9945,2.6518,2.765,-12.8961,1.9815,
23.8,0.0071039,0.017772,0.0020918,1.9944,2.6496,2.7669,-13.0324,2.0007,
24,0.006803,0.017772,0.0020921,1.9943,2.6473,2.7686,-13.1687,2.0197,
24.2,0.0064982,0.017772,0.0020924,1.9943,2.6451,2.7704,-13.3051,2.0385,
24.4,0.0061794,0.017773,0.0020926,1.9942,2.6428,2.7721,-13.4417,2.0572,
24.6,0.0058599,0.017773,0.0020929,1.9941,2.6405,2.7738,-13.5783,2.0756,
24.8,0.0055352,0.017773,0.0020932,1.994,2.6382,2.7754,-13.715,2.0939,
25,0.0052,0.017773,0.0020935,1.994,2.6358,2.777,-13.8518,2.1121,
25.2,0.0048617,0.017773,0.0020938,1.9939,2.6335,2.7786,-13.9886,2.13,
25.4,0.0045171,0.017774,0.002094,1.9938,2.6311,2.7801,-14.1256,2.1479,
25.6,0.0041568,0.017774,0.0020943,1.9937,2.6287,2.7816,-14.2626,2.1655,
25.8,0.0038035,0.017774,0.0020946,1.9936,2.6263,2.7831,-14.3997,2.183,
26,0.0034395,0.017774,0.0020949,1.9936,2.6239,2.7845,-14.5369,2.2004,
26.2,0.003063,0.017775,0.0020952,1.9935,2.6214,2.7859,-14.6741,2.2176,
26.4,0.0026845,0.017775,0.0020954,1.9934,2.6189,2.7873,-14.8114,2.2346,
26.6,0.0022963,0.017775,0.0020957,1.9933,2.6164,2.7886,-14.9488,2.2515,
26.8,0.0019023,0.017775,0.002096,1.9933,2.6139,2.7899,-15.0862,2.2683,
27,0.001498,0.017775,0.0020963,1.9932,2.6114,2.7911,-15.2237,2.285,
27.2,0.0010903,0.017776,0.0020966,1.9931,2.6089,2.7923,-15.3613,2.3015,
27.4,0.00067107,0.017776,0.0020968,1.993,2.6063,2.7935,-15.4989,2.3179,
27.6,0.00024159,0.017776,0.0020971,1.9929,2.6038,2.7946,-15.6365,2.3342,
27.8,-0.00018991,0.017776,0.0020974,1.9929,2.6012,2.7957,-15.7743,2.3503,
28,-0.00063087,0.017777,0.0020977,1.9928,2.5986,2.7968,-15.912,2.3664,
28.2,-0.0010865,0.017777,0.002098,1.9927,2.596,2.7978,-16.0498,2.3823,
28.4,-0.0015425,0.017777,0.0020983,1.9926,2.5934,2.7988,-16.1877,2.3981,
28.6,-0.0020103,0.017777,0.0020985,1.9925,2.5907,2.7998,-16.3256,2.4138,
