"train_bool","path_type","LOS_radius","em2vic_x","em2vic_y","theta_i","current_x","current_y","throttle","mem","step",,,
1,4,10,19.9888,13.8531,0.11763,-0.17248,-0.07216,3,100,-1e-07,-1e-09,-0.001,

