"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,0.13402,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.4982,-2.6307,0,0,
0.2,-0.00063295,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5003,-2.6307,0.028837,-0.0054414,
0.4,-0.00048553,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5024,-2.6307,0.055059,-0.012348,
0.6,-0.00033871,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5045,-2.6307,0.078671,-0.020718,
0.8,-0.00019357,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5066,-2.6307,0.099682,-0.030546,
1,-5.0434e-05,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5086,-2.6307,0.11811,-0.041824,
1.2,9.0931e-05,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5106,-2.6307,0.13396,-0.054544,
1.4,0.00023031,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5125,-2.6307,0.14725,-0.068696,
1.6,0.00036794,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5144,-2.6307,0.15801,-0.084267,
1.8,0.00050369,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5162,-2.6307,0.16627,-0.10124,
2,0.00063737,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.518,-2.6307,0.17205,-0.11961,
2.2,0.00076928,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5198,-2.6307,0.17538,-0.13935,
2.4,0.00089922,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5216,-2.6307,0.1763,-0.16044,
2.6,0.0010274,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5233,-2.6307,0.17483,-0.18286,
2.8,0.0011532,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5249,-2.6307,0.17103,-0.2066,
3,0.0012775,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5266,-2.6307,0.16493,-0.23162,
3.2,0.0013994,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5282,-2.6307,0.15658,-0.25791,
3.4,0.0015196,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5298,-2.6307,0.14601,-0.28544,
3.6,0.0016378,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5313,-2.6307,0.13327,-0.31418,
3.8,0.0017543,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5328,-2.6307,0.11842,-0.34411,
4,0.0018686,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5343,-2.6307,0.1015,-0.3752,
4.2,0.0019808,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5357,-2.6307,0.082551,-0.40742,
4.4,0.0020907,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5371,-2.6307,0.061638,-0.44075,
4.6,0.0021993,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5385,-2.6307,0.038805,-0.47515,
4.8,0.002306,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5399,-2.6307,0.014106,-0.5106,
5,0.0024101,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5412,-2.6307,-0.012408,-0.54707,
5.2,0.0025128,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5425,-2.6307,-0.040685,-0.58452,
5.4,0.002613,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5438,-2.6307,-0.070671,-0.62294,
5.6,0.0027119,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.545,-2.6307,-0.10232,-0.66228,
5.8,0.0028082,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5462,-2.6307,-0.13557,-0.70253,
6,0.0029027,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5474,-2.6307,-0.17037,-0.74364,
6.2,0.0029962,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5486,-2.6307,-0.20668,-0.7856,
6.4,0.0030869,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5498,-2.6307,-0.24444,-0.82838,
6.6,0.003176,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5509,-2.6306,-0.2836,-0.87194,
6.8,0.0032631,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.552,-2.6306,-0.32412,-0.91626,
7,0.0033484,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5531,-2.6306,-0.36593,-0.96131,
7.2,0.0034324,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5542,-2.6306,-0.40901,-1.0071,
7.4,0.0035137,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5553,-2.6306,-0.4533,-1.0535,
7.6,0.0035936,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5563,-2.6306,-0.49875,-1.1006,
7.8,0.0036714,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5573,-2.6305,-0.54531,-1.1483,
8,0.0037488,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5584,-2.6305,-0.59296,-1.1967,
8.2,0.0038228,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5593,-2.6305,-0.64164,-1.2456,
8.4,0.0038958,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5603,-2.6304,-0.69131,-1.295,
8.6,0.0039668,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5613,-2.6304,-0.74193,-1.3451,
8.8,0.0040367,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5622,-2.6304,-0.79347,-1.3956,
9,0.0041049,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5632,-2.6303,-0.84588,-1.4466,
9.2,0.0041707,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5641,-2.6303,-0.89912,-1.4981,
9.4,0.0042352,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.565,-2.6302,-0.95317,-1.5501,
9.6,0.0042989,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5659,-2.6302,-1.008,-1.6024,
9.8,0.0043601,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5668,-2.6301,-1.0635,-1.6552,
10,0.0044197,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5677,-2.6301,-1.1198,-1.7085,
10.2,0.0044782,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5686,-2.63,-1.1767,-1.762,
10.4,0.004535,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5694,-2.6299,-1.2343,-1.816,
10.6,0.0045905,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5703,-2.6299,-1.2925,-1.8703,
10.8,0.0046438,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5712,-2.6298,-1.3512,-1.925,
11,0.0046965,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.572,-2.6297,-1.4106,-1.9799,
11.2,0.0047478,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5728,-2.6296,-1.4704,-2.0352,
11.4,0.0047969,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5737,-2.6295,-1.5308,-2.0908,
11.6,0.0048447,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5745,-2.6294,-1.5916,-2.1467,
11.8,0.0048921,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5753,-2.6293,-1.653,-2.2028,
12,0.0049361,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5761,-2.6292,-1.7147,-2.2592,
12.2,0.0049807,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5769,-2.6291,-1.7769,-2.3158,
12.4,0.0050237,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5777,-2.629,-1.8395,-2.3727,
12.6,0.0050635,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5785,-2.6289,-1.9024,-2.4298,
12.8,0.0051036,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5793,-2.6287,-1.9657,-2.4871,
13,0.0051427,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5801,-2.6286,-2.0294,-2.5447,
13.2,0.00518,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5809,-2.6285,-2.0934,-2.6024,
13.4,0.0052152,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5816,-2.6283,-2.1576,-2.6603,
13.6,0.0052497,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5824,-2.6282,-2.2222,-2.7184,
13.8,0.0052831,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5832,-2.628,-2.2871,-2.7767,
14,0.0053148,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.584,-2.6279,-2.3522,-2.8352,
14.2,0.0053455,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5847,-2.6277,-2.4176,-2.8938,
14.4,0.0053751,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5855,-2.6275,-2.4832,-2.9526,
14.6,0.0054035,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5863,-2.6273,-2.5491,-3.0115,
14.8,0.0054308,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.587,-2.6272,-2.6152,-3.0706,
15,0.0054552,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5878,-2.627,-2.6814,-3.1298,
15.2,0.0054808,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5886,-2.6268,-2.7479,-3.1892,
15.4,0.0055036,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5893,-2.6266,-2.8145,-3.2486,
15.6,0.0055251,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5901,-2.6264,-2.8814,-3.3082,
15.8,0.0055473,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5908,-2.6261,-2.9483,-3.368,
16,0.0055658,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5916,-2.6259,-3.0155,-3.4278,
16.2,0.0055841,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5924,-2.6257,-3.0828,-3.4877,
16.4,0.005601,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5931,-2.6255,-3.1502,-3.5478,
16.6,0.0056173,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5939,-2.6252,-3.2177,-3.608,
16.8,0.0056327,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5947,-2.625,-3.2854,-3.6682,
17,0.0056454,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5954,-2.6248,-3.3532,-3.7286,
17.2,0.0056585,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5962,-2.6245,-3.4211,-3.789,
17.4,0.0056693,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.597,-2.6242,-3.4891,-3.8496,
17.6,0.0056798,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5977,-2.624,-3.5572,-3.9102,
17.8,0.0056884,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5985,-2.6237,-3.6254,-3.9709,
18,0.0056957,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.5993,-2.6235,-3.6937,-4.0317,
18.2,0.0057029,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.6,-2.6232,-3.762,-4.0926,
18.4,0.005708,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.6008,-2.6229,-3.8305,-4.1536,
18.6,0.0057112,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.6016,-2.6226,-3.899,-4.2146,
18.8,0.0057157,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.6024,-2.6223,-3.9675,-4.2757,
19,0.0057163,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.6032,-2.622,-4.0362,-4.3369,
19.2,0.0057176,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.6039,-2.6217,-4.1049,-4.3982,
19.4,0.005717,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.6047,-2.6214,-4.1736,-4.4595,
19.6,0.0057151,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.6055,-2.6211,-4.2424,-4.5209,
19.8,0.0057117,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.6063,-2.6208,-4.3112,-4.5823,
20,0.0057081,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-2.6071,-2.6205,-4.3801,-4.6439,
20.2,0.0057037,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6079,-2.6202,-4.449,-4.7055,
20.4,0.0056963,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6087,-2.6198,-4.518,-4.7671,
20.6,0.0056889,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6095,-2.6195,-4.5869,-4.8288,
20.8,0.0056805,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6103,-2.6192,-4.6559,-4.8906,
21,0.0056707,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6111,-2.6189,-4.725,-4.9525,
21.2,0.0056591,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6119,-2.6185,-4.7941,-5.0143,
21.4,0.005647,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6128,-2.6182,-4.8631,-5.0763,
21.6,0.0056335,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6136,-2.6178,-4.9323,-5.1383,
21.8,0.0056198,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6144,-2.6175,-5.0014,-5.2004,
22,0.0056028,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6152,-2.6171,-5.0705,-5.2625,
22.2,0.0055864,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6161,-2.6168,-5.1397,-5.3247,
22.4,0.0055684,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6169,-2.6164,-5.2088,-5.3869,
22.6,0.0055487,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6177,-2.6161,-5.278,-5.4492,
22.8,0.0055277,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6186,-2.6157,-5.3472,-5.5115,
23,0.0055063,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6194,-2.6154,-5.4164,-5.5739,
23.2,0.0054847,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6203,-2.615,-5.4856,-5.6364,
23.4,0.0054598,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6211,-2.6146,-5.5548,-5.6988,
23.6,0.0054347,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.622,-2.6143,-5.624,-5.7614,
23.8,0.0054086,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6229,-2.6139,-5.6932,-5.824,
24,0.0053813,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6237,-2.6135,-5.7624,-5.8866,
24.2,0.005352,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6246,-2.6132,-5.8316,-5.9493,
24.4,0.0053217,1,1,1,-1,-1,-1,0.0097145,0.0010107,1,-2.6255,-2.6128,-5.9008,-6.012,
