"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,-0.0082248,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.038122,0.046258,0,0,
0.2,0.0022939,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.040488,0.046258,-0.0125,-0.024149,
0.4,0.0023117,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.042851,0.046258,-0.022006,-0.048159,
0.6,0.0023318,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.045211,0.046258,-0.028523,-0.072031,
0.8,0.0023543,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.04757,0.046258,-0.032062,-0.095765,
1,0.0023792,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.049926,0.046258,-0.032636,-0.11936,
1.2,0.0024063,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.052279,0.046258,-0.030264,-0.14282,
1.4,0.0024359,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.054631,0.046258,-0.024968,-0.16615,
1.6,0.0024677,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.05698,0.046258,-0.016771,-0.18934,
1.8,0.002502,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.059326,0.046258,-0.0057043,-0.2124,
2,0.0025385,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.061671,0.046259,0.0082011,-0.23532,
2.2,0.0025772,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.064013,0.046259,0.02491,-0.25812,
2.4,0.0026186,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.066354,0.04626,0.044382,-0.28079,
2.6,0.002662,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.068692,0.046261,0.066579,-0.30333,
2.8,0.0027078,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.071028,0.046262,0.091454,-0.32575,
3,0.0027562,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.073362,0.046264,0.11896,-0.34805,
3.2,0.0028064,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.075695,0.046266,0.14905,-0.37022,
3.4,0.0028593,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.078025,0.046268,0.18168,-0.39228,
3.6,0.0029141,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.080354,0.046271,0.21678,-0.41423,
3.8,0.0029718,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.082681,0.046275,0.25432,-0.43606,
4,0.0030311,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.085006,0.046279,0.29422,-0.45778,
4.2,0.003093,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.087329,0.046284,0.33643,-0.4794,
4.4,0.0031573,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.089651,0.04629,0.3809,-0.50091,
4.6,0.0032233,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.091972,0.046296,0.42757,-0.52231,
4.8,0.0032918,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.09429,0.046304,0.47638,-0.54362,
5,0.0033631,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.096608,0.046313,0.52727,-0.56483,
5.2,0.0034358,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.098923,0.046323,0.58017,-0.58595,
5.4,0.0035114,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.10124,0.046334,0.63503,-0.60698,
5.6,0.0035884,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.10355,0.046347,0.69179,-0.62791,
5.8,0.0036684,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.10586,0.046361,0.75039,-0.64876,
6,0.0037499,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.10817,0.046377,0.81077,-0.66953,
6.2,0.0038338,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.11048,0.046396,0.87287,-0.69022,
6.4,0.0039193,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.11279,0.046416,0.93664,-0.71082,
6.6,0.0040082,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.1151,0.046439,1.002,-0.73136,
6.8,0.0040984,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.11741,0.046464,1.0689,-0.75181,
7,0.0041905,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.11971,0.046491,1.1373,-0.7722,
7.2,0.0042851,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.12202,0.046522,1.2072,-0.79251,
7.4,0.004381,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.12432,0.046556,1.2784,-0.81276,
7.6,0.0044798,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.12662,0.046593,1.351,-0.83294,
7.8,0.0045802,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.12892,0.046633,1.4249,-0.85306,
8,0.0046821,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.13122,0.046678,1.5,-0.87312,
8.2,0.0047876,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.13352,0.046726,1.5762,-0.89312,
8.4,0.0048924,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.13582,0.046779,1.6537,-0.91306,
8.6,0.0050013,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.13812,0.046836,1.7322,-0.93295,
8.8,0.0051113,1,1,1,-1,-1,-1,0.01,0.0010004,1,0.14041,0.046898,1.8117,-0.95278,
