"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,-0.040953,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.56908,-0.52857,0,0,
0.2,-0.003875,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.57243,-0.52857,0.0054124,0.036304,
0.4,-0.0039692,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.57579,-0.52857,0.013413,0.071097,
0.6,-0.004067,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.57917,-0.52857,0.023998,0.10438,
0.8,-0.0041684,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.58255,-0.52857,0.037156,0.13616,
1,-0.0042734,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.58595,-0.52857,0.052878,0.16644,
1.2,-0.0043819,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.58936,-0.52857,0.071146,0.19524,
1.4,-0.004494,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.59278,-0.52857,0.091943,0.22256,
1.6,-0.0046097,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.59622,-0.52858,0.11525,0.24842,
1.8,-0.0047286,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.59967,-0.52858,0.14103,0.27282,
2,-0.0048511,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.60312,-0.52858,0.16927,0.2958,
2.2,-0.0049768,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.6066,-0.52858,0.19993,0.31735,
2.4,-0.0051066,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.61008,-0.52858,0.23298,0.33752,
2.6,-0.0052392,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.61357,-0.52859,0.26839,0.3563,
2.8,-0.0053755,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.61708,-0.52859,0.30611,0.37374,
3,-0.005515,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.62059,-0.5286,0.34611,0.38985,
3.2,-0.0056574,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.62412,-0.52861,0.38834,0.40465,
3.4,-0.0058043,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.62766,-0.52861,0.43276,0.41817,
3.6,-0.0059528,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.63121,-0.52863,0.47932,0.43044,
3.8,-0.0061056,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.63477,-0.52864,0.52798,0.44148,
4,-0.0062614,1,1,1,-1,-1,-1,0.01,0.0010264,1,-0.63834,-0.52866,0.57869,0.45133,
