"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,-0.10134,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9287,-2.8285,0,0,
0.2,-0.0035893,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9311,-2.8285,0.032147,-0.01696,
0.4,-0.0037595,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9334,-2.8285,0.061443,-0.034843,
0.6,-0.0039333,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9358,-2.8285,0.087892,-0.053648,
0.8,-0.0041101,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9382,-2.8285,0.11151,-0.073371,
1,-0.0042896,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9407,-2.8285,0.13229,-0.094008,
1.2,-0.004472,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9432,-2.8285,0.15028,-0.11555,
1.4,-0.0046574,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9457,-2.8285,0.16548,-0.138,
1.6,-0.0048455,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9482,-2.8285,0.17791,-0.16134,
1.8,-0.0050362,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9508,-2.8285,0.18761,-0.18557,
2,-0.0052299,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9534,-2.8285,0.19461,-0.21067,
2.2,-0.0054264,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9561,-2.8285,0.19894,-0.23664,
2.4,-0.0056253,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9587,-2.8285,0.20064,-0.26345,
2.6,-0.005827,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9614,-2.8285,0.19974,-0.29111,
2.8,-0.0060312,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9641,-2.8285,0.19629,-0.31959,
3,-0.0062384,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9668,-2.8285,0.19033,-0.34889,
3.2,-0.0064473,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9696,-2.8285,0.18192,-0.37898,
3.4,-0.0066596,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9724,-2.8286,0.17109,-0.40985,
3.6,-0.0068734,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9752,-2.8286,0.15789,-0.44149,
3.8,-0.0070902,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9781,-2.8286,0.14239,-0.47387,
4,-0.0073091,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9809,-2.8286,0.12463,-0.50698,
4.2,-0.0075303,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9838,-2.8286,0.10466,-0.54081,
4.4,-0.0077542,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9867,-2.8287,0.082546,-0.57532,
4.6,-0.0079792,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9897,-2.8287,0.058337,-0.61052,
4.8,-0.0082069,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9926,-2.8287,0.032091,-0.64637,
5,-0.0084362,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9956,-2.8288,0.0038652,-0.68285,
5.2,-0.0086683,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-2.9986,-2.8288,-0.026285,-0.71996,
5.4,-0.0089014,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-3.0016,-2.8289,-0.058302,-0.75766,
5.6,-0.0091368,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-3.0046,-2.829,-0.092129,-0.79595,
5.8,-0.0093732,1,1,1,-1,-1,-1,0.010005,0.0011169,1,-3.0077,-2.8291,-0.12771,-0.8348,
