"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,-0.10208,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.48826,-0.38727,0,0,
0.2,0.0013961,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.48571,-0.38727,-0.010844,-0.023156,
0.4,0.0012943,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.48319,-0.38727,-0.018913,-0.047445,
0.6,0.0011938,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.48069,-0.38727,-0.024211,-0.072863,
0.8,0.0010959,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.47823,-0.38727,-0.026749,-0.099407,
1,0.0010001,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.47579,-0.38727,-0.026539,-0.12707,
1.2,0.00090662,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.47339,-0.38727,-0.023598,-0.15585,
1.4,0.00081586,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.47102,-0.38728,-0.017946,-0.18574,
1.6,0.00072694,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.46867,-0.38728,-0.0096057,-0.21672,
1.8,0.00064071,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.46636,-0.38728,0.0013951,-0.24878,
2,0.00055684,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.46407,-0.38728,0.015027,-0.28192,
2.2,0.00047504,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.46181,-0.38728,0.031257,-0.31612,
2.4,0.000396,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.45958,-0.38728,0.05005,-0.35137,
2.6,0.00031913,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.45737,-0.38728,0.071367,-0.38764,
2.8,0.00024495,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.45519,-0.38728,0.095167,-0.42493,
3,0.0001726,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.45304,-0.38728,0.12141,-0.46321,
3.2,0.00010323,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.45092,-0.38728,0.15004,-0.50247,
3.4,3.6086e-05,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.44882,-0.38728,0.18103,-0.54269,
3.6,-2.9103e-05,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.44674,-0.38728,0.21431,-0.58384,
3.8,-9.1082e-05,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.44469,-0.38728,0.24984,-0.62591,
4,-0.00015151,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.44266,-0.38728,0.28757,-0.66888,
4.2,-0.00020891,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.44066,-0.38728,0.32744,-0.71272,
4.4,-0.00026474,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.43868,-0.38728,0.36941,-0.75742,
4.6,-0.00031714,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.43672,-0.38728,0.41341,-0.80295,
4.8,-0.00036785,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.43478,-0.38729,0.45939,-0.84928,
5,-0.00041612,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.43287,-0.38729,0.5073,-0.8964,
5.2,-0.00046193,1,1,1,-1,-1,-1,0.0097145,0.0010108,1,-0.43097,-0.38729,0.55708,-0.94429,
