"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,0.31996,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.48012,0.16592,0,0,
0.2,0.0085834,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.48067,0.16592,-0.035614,-0.024664,
0.4,0.010973,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.4813,0.16593,-0.068272,-0.048833,
0.6,0.013376,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.48203,0.16594,-0.09798,-0.072507,
0.8,0.015784,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.48285,0.16595,-0.12475,-0.09569,
1,0.0182,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.48376,0.16596,-0.14859,-0.11838,
1.2,0.020622,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.48476,0.16597,-0.16952,-0.14059,
1.4,0.02305,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.48586,0.16598,-0.18756,-0.16231,
1.6,0.025484,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.48704,0.166,-0.20274,-0.18355,
1.8,0.027924,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.48831,0.16603,-0.21509,-0.20431,
2,0.030368,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.48967,0.16608,-0.22463,-0.22461,
2.2,0.032814,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.49111,0.16615,-0.23141,-0.24444,
2.4,0.035262,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.49265,0.16624,-0.23546,-0.2638,
2.6,0.037709,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.49426,0.16638,-0.23682,-0.28272,
2.8,0.040152,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.49596,0.16657,-0.23554,-0.30118,
3,0.042588,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.49774,0.16684,-0.23165,-0.3192,
3.2,0.045014,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.49959,0.16719,-0.22523,-0.33677,
3.4,0.047425,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.50152,0.16766,-0.2163,-0.35391,
3.6,0.049818,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.50353,0.16826,-0.20493,-0.3706,
3.8,0.052186,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.50561,0.16903,-0.19117,-0.38686,
4,0.054525,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.50775,0.17001,-0.17508,-0.40266,
4.2,0.056828,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.50997,0.17123,-0.15671,-0.41802,
4.4,0.05909,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.51224,0.17272,-0.13614,-0.43292,
4.6,0.061303,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.51457,0.17454,-0.11341,-0.44734,
4.8,0.06346,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.51695,0.17674,-0.0886,-0.46127,
5,0.065554,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.51938,0.17937,-0.061767,-0.47468,
5.2,0.067577,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.52185,0.18247,-0.03298,-0.48754,
5.4,0.069522,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.52436,0.18612,-0.0023062,-0.49982,
5.6,0.07138,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.5269,0.19038,0.030184,-0.51148,
5.8,0.073145,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.52946,0.19529,0.064421,-0.52247,
6,0.073394,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.53203,0.20094,0.10033,-0.53273,
6.2,0.072581,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.53461,0.20736,0.13784,-0.5422,
6.4,0.071738,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.53718,0.21457,0.17686,-0.55081,
6.6,0.070881,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.53973,0.22256,0.21734,-0.5585,
6.8,0.070012,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.54226,0.23132,0.25917,-0.56519,
7,0.069133,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.54476,0.24085,0.30229,-0.57081,
7.2,0.068247,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.54721,0.25114,0.34662,-0.57528,
7.4,0.067354,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.5496,0.26216,0.39206,-0.57854,
7.6,0.066459,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.55193,0.27391,0.43854,-0.5805,
7.8,0.065562,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.55418,0.28637,0.48597,-0.5811,
8,0.064665,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.55634,0.29952,0.53426,-0.58026,
8.2,0.06377,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.5584,0.31334,0.58333,-0.57791,
8.4,0.062877,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.56036,0.3278,0.63309,-0.57399,
8.6,0.061991,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.5622,0.34289,0.68344,-0.56843,
8.8,0.061108,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.56391,0.35857,0.7343,-0.56117,
9,0.060235,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.56548,0.37483,0.78557,-0.55214,
9.2,0.059368,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.56691,0.39164,0.83716,-0.5413,
9.4,0.058512,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.56818,0.40898,0.88898,-0.5286,
9.6,0.057664,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.56929,0.42682,0.94093,-0.51397,
9.8,0.056827,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.57022,0.44512,0.99292,-0.49738,
10,0.056002,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.57097,0.46388,1.0448,-0.4788,
10.2,0.05519,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.57154,0.48305,1.0966,-0.45818,
10.4,0.054388,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.57191,0.50262,1.1482,-0.4355,
10.6,0.053601,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.57208,0.52256,1.1993,-0.41073,
10.8,0.052825,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.57204,0.54284,1.2501,-0.38386,
11,0.052065,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.57179,0.56344,1.3003,-0.35486,
11.2,0.051223,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.57131,0.58433,1.3499,-0.32372,
11.4,0.050238,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.57062,0.60549,1.3988,-0.29045,
11.6,0.049108,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.56969,0.62689,1.4469,-0.25503,
11.8,0.04784,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.56854,0.64849,1.4941,-0.21748,
12,0.046434,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.56715,0.67026,1.5404,-0.1778,
12.2,0.044892,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.56553,0.69215,1.5855,-0.13601,
12.4,0.043214,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.56366,0.71413,1.6296,-0.092136,
12.6,0.041405,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.56156,0.73614,1.6725,-0.046196,
12.8,0.039464,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.55922,0.75813,1.714,0.0017727,
13,0.037394,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.55664,0.78006,1.7543,0.051732,
13.2,0.035196,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.55382,0.80188,1.7932,0.10364,
13.4,0.032869,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.55077,0.82352,1.8306,0.15744,
13.6,0.030415,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.54749,0.84496,1.8666,0.21309,
13.8,0.027834,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.54398,0.86612,1.901,0.27052,
14,0.025126,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.54024,0.88698,1.9339,0.32969,
14.2,0.022289,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.53629,0.90748,1.9652,0.39051,
14.4,0.019322,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.53212,0.92759,1.995,0.45294,
14.6,0.016225,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.52774,0.94726,2.0231,0.5169,
14.8,0.012993,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.52316,0.96647,2.0497,0.58232,
15,0.0096249,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.51838,0.9852,2.0747,0.64913,
15.2,0.0061151,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.51342,1.0034,2.0981,0.71727,
15.4,0.002459,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.50827,1.0211,2.1199,0.78668,
15.6,-0.0013492,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.50294,1.0383,2.1402,0.85727,
15.8,-0.0053169,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.49745,1.055,2.159,0.92901,
16,-0.0094418,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.49179,1.0712,2.1762,1.0018,
16.2,-0.013711,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.48597,1.0869,2.192,1.0756,
16.4,-0.018108,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.48,1.1021,2.2063,1.1504,
16.6,-0.022614,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.47388,1.1167,2.2193,1.2261,
16.8,-0.027208,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.46763,1.1307,2.2308,1.3026,
17,-0.031869,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.46124,1.1441,2.241,1.3799,
17.2,-0.036576,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.45473,1.1567,2.2499,1.458,
17.4,-0.041304,1,1,1,-1,-1,-1,0.011001,0.0072825,1,0.4481,1.1685,2.2576,1.5367,
