"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,0.26168,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4296,2.1708,0,0,
0.2,0.0009433,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4273,2.1708,-0.038896,0.0036958,
0.4,0.0013446,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4251,2.1708,-0.079484,0.0098657,
0.6,0.0017481,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.423,2.1708,-0.12176,0.018505,
0.8,0.0021494,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.421,2.1708,-0.16572,0.029604,
1,0.0025482,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.419,2.1708,-0.21136,0.043153,
1.2,0.0029448,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4171,2.1708,-0.25866,0.059137,
1.4,0.0033389,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4153,2.1708,-0.30762,0.077536,
1.6,0.0037308,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4136,2.1708,-0.35821,0.098332,
1.8,0.00412,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4119,2.1708,-0.41043,0.1215,
2,0.004507,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4104,2.1708,-0.46425,0.14701,
2.2,0.0048917,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4089,2.1708,-0.51966,0.17484,
2.4,0.0052736,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4074,2.1708,-0.57663,0.20495,
2.6,0.0056528,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.406,2.1708,-0.63514,0.23731,
2.8,0.0060301,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4047,2.1708,-0.69516,0.27189,
3,0.0064039,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4035,2.1709,-0.75667,0.30864,
3.2,0.0067754,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4023,2.1709,-0.81965,0.34752,
3.4,0.0071442,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4012,2.1709,-0.88405,0.3885,
3.6,0.0075103,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.4002,2.1709,-0.94986,0.43152,
3.8,0.007873,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.3992,2.1709,-1.017,0.47655,
4,0.008233,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.3983,2.1709,-1.0856,0.52354,
4.2,0.0085901,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.3974,2.171,-1.1554,0.57244,
4.4,0.0089438,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.3966,2.171,-1.2265,0.6232,
4.6,0.0092942,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.3959,2.1711,-1.2989,0.67577,
4.8,0.0096415,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.3952,2.1711,-1.3724,0.73011,
5,0.0099855,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.3945,2.1712,-1.4472,0.78617,
5.2,0.010326,1,1,1,-1,-1,-1,0.0097315,0.0013774,1,2.3939,2.1712,-1.5231,0.84388,
