"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,-0.35801,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-0.98376,-0.62936,0,0,
0.2,-0.0061982,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-0.98616,-0.62936,0.0048418,0.036011,
0.4,-0.0064946,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-0.98866,-0.62937,0.012107,0.070257,
0.6,-0.0068013,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-0.99127,-0.62939,0.02179,0.10274,
0.8,-0.0071098,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-0.99398,-0.6294,0.033884,0.13347,
1,-0.0074202,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-0.99679,-0.62941,0.048376,0.16245,
1.2,-0.0077323,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-0.99971,-0.62942,0.065253,0.1897,
1.4,-0.0080458,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-1.0027,-0.62943,0.084497,0.21522,
1.6,-0.0083609,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-1.0058,-0.62944,0.10609,0.23904,
1.8,-0.008677,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-1.0091,-0.62945,0.13,0.26116,
2,-0.0089944,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-1.0124,-0.62946,0.15621,0.28161,
2.2,-0.0093125,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-1.0158,-0.62948,0.18469,0.30041,
2.4,-0.0096318,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-1.0193,-0.62949,0.2154,0.31757,
2.6,-0.0099515,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-1.0229,-0.62951,0.24832,0.33313,
2.8,-0.010272,1,1,1,-1,-1,-1,0.0096819,0.00049028,1,-1.0266,-0.62954,0.2834,0.34712,
