"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,-0.49475,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7483,-2.2592,0,0,
0.2,-0.0085012,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7504,-2.2592,-0.019594,-0.031408,
0.4,-0.009372,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7527,-2.2592,-0.041092,-0.065131,
0.6,-0.010262,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7552,-2.2592,-0.06449,-0.10116,
0.8,-0.011156,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7577,-2.2592,-0.089783,-0.1395,
1,-0.012054,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7605,-2.2592,-0.11696,-0.18013,
1.2,-0.012957,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7633,-2.2593,-0.14601,-0.22303,
1.4,-0.013864,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7663,-2.2593,-0.17693,-0.2682,
1.6,-0.014775,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7694,-2.2593,-0.20968,-0.31561,
1.8,-0.015689,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7727,-2.2593,-0.24427,-0.36523,
2,-0.016607,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7761,-2.2593,-0.28066,-0.41705,
2.2,-0.017528,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7796,-2.2594,-0.31883,-0.47104,
2.4,-0.018451,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7832,-2.2594,-0.35877,-0.52716,
2.6,-0.019376,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.787,-2.2595,-0.40043,-0.58538,
2.8,-0.020303,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7909,-2.2595,-0.44381,-0.64568,
3,-0.021231,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.795,-2.2596,-0.48886,-0.70801,
3.2,-0.02216,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.7991,-2.2597,-0.53555,-0.77233,
3.4,-0.023087,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.8034,-2.2599,-0.58387,-0.8386,
3.6,-0.024015,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.8078,-2.26,-0.63377,-0.90679,
3.8,-0.02444,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.8123,-2.2603,-0.68522,-0.97685,
4,-0.024551,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.8169,-2.2605,-0.73819,-1.0487,
4.2,-0.024655,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.8217,-2.2608,-0.79264,-1.1224,
4.4,-0.024753,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.8265,-2.2612,-0.84855,-1.1978,
4.6,-0.024844,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.8314,-2.2616,-0.90587,-1.2748,
4.8,-0.02493,1,1,1,-1,-1,-1,0.010022,0.0014606,1,-2.8365,-2.262,-0.96458,-1.3535,
