"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,0.51077,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.22312,-0.72827,0,0,
0.2,0.0030497,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.22634,-0.72827,0.015656,0.029468,
0.4,0.0038389,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.22941,-0.72825,0.033549,0.056942,
0.6,0.0046399,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.23234,-0.72823,0.053675,0.082424,
0.8,0.005438,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.23513,-0.72821,0.076027,0.10592,
1,0.0062331,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.23777,-0.72819,0.10059,0.12745,
1.2,0.0070248,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.24027,-0.72818,0.12736,0.14701,
1.4,0.0078137,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.24263,-0.72816,0.15632,0.16462,
1.6,0.0085993,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.24485,-0.72814,0.18744,0.1803,
1.8,0.0093812,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.24693,-0.72812,0.2207,0.19407,
2,0.01016,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.24887,-0.7281,0.25609,0.20594,
2.2,0.010935,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25068,-0.72808,0.29357,0.21596,
2.4,0.011706,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25235,-0.72806,0.33312,0.22413,
2.6,0.012473,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25389,-0.72803,0.3747,0.23048,
2.8,0.013235,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.2553,-0.72799,0.41829,0.23506,
3,0.013993,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25658,-0.72795,0.46385,0.23788,
3.2,0.014746,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25774,-0.7279,0.51133,0.23898,
3.4,0.015493,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25878,-0.72784,0.56072,0.23839,
3.6,0.016235,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25969,-0.72776,0.61195,0.23616,
3.8,0.016971,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.26049,-0.72767,0.66501,0.23231,
4,0.017541,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.26118,-0.72755,0.71984,0.22689,
4.2,0.017622,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.26175,-0.72741,0.7764,0.21994,
4.4,0.017696,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.26222,-0.72724,0.83466,0.21149,
4.6,0.017767,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.26258,-0.72704,0.89457,0.20158,
4.8,0.017833,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.26284,-0.72682,0.95609,0.19027,
5,0.017894,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.26299,-0.72655,1.0192,0.17758,
5.2,0.017951,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.26306,-0.72626,1.0838,0.16356,
5.4,0.018004,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.26303,-0.72592,1.1499,0.14826,
5.6,0.018052,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.26291,-0.72555,1.2174,0.13171,
5.8,0.018095,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.2627,-0.72513,1.2863,0.11397,
6,0.018134,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.26241,-0.72467,1.3566,0.095064,
6.2,0.018168,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.26204,-0.72417,1.4282,0.075045,
6.4,0.018198,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.2616,-0.72362,1.501,0.053952,
6.6,0.018223,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.26108,-0.72303,1.5751,0.031829,
6.8,0.018244,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.26049,-0.72239,1.6504,0.0087165,
7,0.01826,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25984,-0.72169,1.7269,-0.015344,
7.2,0.018273,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25912,-0.72095,1.8044,-0.040312,
7.4,0.018281,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25834,-0.72015,1.8831,-0.066147,
7.6,0.018285,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.2575,-0.7193,1.9628,-0.09281,
7.8,0.018286,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25661,-0.7184,2.0435,-0.12026,
8,0.018282,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25567,-0.71744,2.1252,-0.14846,
8.2,0.018275,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25468,-0.71643,2.2079,-0.17738,
8.4,0.018265,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25364,-0.71536,2.2915,-0.20697,
8.6,0.018251,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25256,-0.71423,2.376,-0.2372,
8.8,0.018234,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25144,-0.71305,2.4613,-0.26804,
9,0.018214,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.25028,-0.71181,2.5475,-0.29945,
9.2,0.01819,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.24909,-0.71051,2.6344,-0.3314,
9.4,0.018164,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.24787,-0.70916,2.7222,-0.36385,
9.6,0.018136,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.24662,-0.70775,2.8107,-0.39678,
9.8,0.018105,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.24534,-0.70629,2.9,-0.43014,
10,0.018071,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.24403,-0.70477,2.9899,-0.46393,
10.2,0.018036,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.24271,-0.70319,3.0806,-0.49809,
10.4,0.017998,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.24136,-0.70156,3.1719,-0.53261,
10.6,0.017958,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.24,-0.69987,3.2639,-0.56746,
10.8,0.017916,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.23862,-0.69814,3.3565,-0.60262,
11,0.017872,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.23722,-0.69634,3.4497,-0.63804,
11.2,0.017827,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.23582,-0.6945,3.5435,-0.67372,
11.4,0.017781,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.23441,-0.6926,3.6379,-0.70963,
11.6,0.017732,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.23299,-0.69066,3.7328,-0.74574,
11.8,0.017683,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.23156,-0.68866,3.8283,-0.78204,
12,0.017632,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.23013,-0.68661,3.9243,-0.81849,
12.2,0.01758,1,1,1,-1,-1,-1,0.0097318,0.0013804,1,-0.2287,-0.68452,4.0208,-0.85508,
