"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,-0.11375,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.4467,-2.3342,0,0,
0.2,0.0018781,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.4435,-2.3342,-0.03655,0.011564,
0.4,0.0017389,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.4403,-2.3342,-0.075173,0.020963,
0.6,0.0016027,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.4371,-2.3342,-0.11586,0.028201,
0.8,0.0014704,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.434,-2.3342,-0.15862,0.033284,
1,0.0013415,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.4309,-2.3342,-0.20342,0.036223,
1.2,0.0012171,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.4279,-2.3342,-0.25026,0.037032,
1.4,0.0010962,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.4248,-2.3342,-0.29913,0.035725,
1.6,0.0009795,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.4218,-2.3342,-0.35001,0.032321,
1.8,0.00086631,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.4189,-2.3342,-0.40287,0.026841,
2,0.0007571,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.4159,-2.3342,-0.4577,0.019308,
2.2,0.00065198,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.413,-2.3342,-0.51446,0.0097472,
2.4,0.00055093,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.4102,-2.3342,-0.57314,-0.0018125,
2.6,0.00045295,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.4073,-2.3342,-0.63371,-0.015342,
2.8,0.00035939,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.4045,-2.3342,-0.69613,-0.030809,
3,0.00026967,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.4017,-2.3342,-0.76037,-0.048179,
3.2,0.00018412,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.399,-2.3342,-0.8264,-0.067419,
3.4,0.00010137,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.3962,-2.3342,-0.89418,-0.088491,
3.6,2.3462e-05,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.3935,-2.3342,-0.96368,-0.11136,
3.8,-5.0937e-05,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.3909,-2.3342,-1.0349,-0.13598,
4,-0.00012154,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.3882,-2.3342,-1.1077,-0.16231,
4.2,-0.00018832,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.3856,-2.3342,-1.1821,-0.19032,
4.4,-0.0002514,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.383,-2.3342,-1.2581,-0.21996,
4.6,-0.00031069,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.3805,-2.3342,-1.3356,-0.25119,
4.8,-0.00036589,1,1,1,-1,-1,-1,0.0097288,0.0012969,1,-2.3779,-2.3342,-1.4146,-0.28396,
