"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,-0.35691,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68343,-0.33032,0,0,
0.2,-0.0032144,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68251,-0.33032,0.022724,-0.03044,
0.4,-0.0036613,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68168,-0.33033,0.048284,-0.061852,
0.6,-0.0041164,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68097,-0.33034,0.076673,-0.094234,
0.8,-0.0045715,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68035,-0.33035,0.10788,-0.12758,
1,-0.0050266,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.67984,-0.33036,0.1419,-0.1619,
1.2,-0.0054815,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.67943,-0.33037,0.17871,-0.19717,
1.4,-0.0059362,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.67912,-0.33038,0.21828,-0.23338,
1.6,-0.0063906,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.67891,-0.33039,0.26061,-0.27055,
1.8,-0.0068446,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.6788,-0.3304,0.30565,-0.30864,
2,-0.0072981,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.67879,-0.33041,0.35337,-0.34766,
2.2,-0.0077511,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.67887,-0.33043,0.40376,-0.38758,
2.4,-0.0082033,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.67906,-0.33044,0.45676,-0.42841,
2.6,-0.0086547,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.67933,-0.33046,0.51233,-0.47012,
2.8,-0.0091051,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.6797,-0.33047,0.57045,-0.5127,
3,-0.0095545,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68016,-0.33049,0.63106,-0.55613,
3.2,-0.010003,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68071,-0.33052,0.69411,-0.60041,
3.4,-0.010449,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68134,-0.33055,0.75956,-0.64551,
3.6,-0.010894,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68206,-0.33059,0.82736,-0.69142,
3.8,-0.011338,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68287,-0.33064,0.89746,-0.73812,
4,-0.011779,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68376,-0.33069,0.9698,-0.78559,
4.2,-0.012218,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68472,-0.33076,1.0443,-0.83382,
4.4,-0.012656,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68577,-0.33084,1.121,-0.88278,
4.6,-0.01309,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68689,-0.33093,1.1997,-0.93247,
4.8,-0.013522,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68808,-0.33104,1.2805,-0.98285,
5,-0.013951,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.68934,-0.33117,1.3632,-1.0339,
5.2,-0.014377,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.69068,-0.33132,1.4479,-1.0857,
5.4,-0.0148,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.69208,-0.3315,1.5344,-1.138,
5.6,-0.015001,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.69354,-0.3317,1.6226,-1.191,
5.8,-0.015046,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.69507,-0.33193,1.7127,-1.2447,
6,-0.015087,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.69665,-0.33219,1.8044,-1.2989,
6.2,-0.015125,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.69829,-0.33249,1.8977,-1.3537,
6.4,-0.01516,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.69999,-0.33282,1.9926,-1.4091,
6.6,-0.015192,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.70174,-0.33318,2.089,-1.465,
6.8,-0.015221,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.70354,-0.33358,2.1868,-1.5215,
7,-0.015247,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.70539,-0.33401,2.2861,-1.5785,
7.2,-0.015269,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.70729,-0.33449,2.3867,-1.6359,
7.4,-0.015289,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.70923,-0.335,2.4886,-1.6939,
7.6,-0.015306,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.71121,-0.33554,2.5917,-1.7524,
7.8,-0.01532,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.71323,-0.33613,2.6961,-1.8113,
8,-0.015331,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.71528,-0.33676,2.8015,-1.8707,
8.2,-0.01534,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.71738,-0.33742,2.9081,-1.9306,
8.4,-0.015346,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.7195,-0.33813,3.0158,-1.9909,
8.6,-0.01535,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.72166,-0.33888,3.1244,-2.0516,
8.8,-0.015351,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.72384,-0.33967,3.2341,-2.1127,
9,-0.015349,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.72605,-0.3405,3.3446,-2.1742,
9.2,-0.015346,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.72829,-0.34138,3.456,-2.2361,
9.4,-0.015341,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.73055,-0.34229,3.5683,-2.2985,
9.6,-0.015333,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.73283,-0.34325,3.6814,-2.3612,
9.8,-0.015324,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.73513,-0.34424,3.7952,-2.4242,
10,-0.015312,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.73745,-0.34528,3.9097,-2.4877,
10.2,-0.0153,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.73978,-0.34636,4.025,-2.5515,
10.4,-0.015284,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.74213,-0.34749,4.1409,-2.6156,
10.6,-0.015268,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.74449,-0.34865,4.2574,-2.6801,
10.8,-0.01525,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.74686,-0.34985,4.3746,-2.745,
11,-0.015231,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.74924,-0.3511,4.4922,-2.8102,
11.2,-0.01521,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.75163,-0.35238,4.6105,-2.8757,
11.4,-0.015188,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.75403,-0.3537,4.7292,-2.9415,
11.6,-0.015165,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.75643,-0.35506,4.8484,-3.0077,
11.8,-0.015141,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.75884,-0.35646,4.9681,-3.0742,
12,-0.015115,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.76125,-0.3579,5.0882,-3.141,
12.2,-0.015089,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.76366,-0.35937,5.2086,-3.2082,
12.4,-0.015063,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.76607,-0.36088,5.3295,-3.2756,
12.6,-0.015034,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.76848,-0.36242,5.4507,-3.3434,
12.8,-0.015005,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.77089,-0.364,5.5723,-3.4114,
13,-0.014975,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.77329,-0.36562,5.6942,-3.4798,
13.2,-0.014946,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.77569,-0.36726,5.8163,-3.5484,
13.4,-0.014914,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.77809,-0.36894,5.9388,-3.6174,
13.6,-0.014882,1,1,1,-1,-1,-1,0.0097147,0.0010224,1,-0.78047,-0.37065,6.0615,-3.6867,
