"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,0.24553,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.408,-1.6528,0,0,
0.2,0.0023853,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.4055,-1.6528,-0.026453,0.0033298,
0.4,0.0014925,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.4029,-1.6528,-0.053151,0.003672,
0.6,0.00059364,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.4002,-1.6527,-0.080094,0.0010327,
0.8,-0.00031583,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.3974,-1.6527,-0.10728,-0.0045781,
1,-0.0012363,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.3945,-1.6527,-0.13471,-0.013147,
1.2,-0.0021679,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.3916,-1.6527,-0.16238,-0.024655,
1.4,-0.0031113,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.3886,-1.6527,-0.19029,-0.039081,
1.6,-0.0040667,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.3856,-1.6527,-0.21844,-0.0564,
1.8,-0.0050344,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.3824,-1.6527,-0.24682,-0.076583,
2,-0.0060147,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.3792,-1.6527,-0.27544,-0.099599,
2.2,-0.0070074,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.376,-1.6527,-0.30429,-0.12541,
2.4,-0.0080133,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.3726,-1.6527,-0.33336,-0.15398,
2.6,-0.0090326,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.3692,-1.6527,-0.36265,-0.18527,
2.8,-0.010065,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.3658,-1.6527,-0.39217,-0.21923,
3,-0.01111,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.3622,-1.6527,-0.4219,-0.25581,
3.2,-0.012168,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.3587,-1.6527,-0.45184,-0.29498,
3.4,-0.01324,1,1,1,-1,-1,-1,0.0071164,-0.0039223,1.0001,-1.355,-1.6528,-0.48199,-0.33667,
