"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,0.14879,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3453,2.1981,0,0,
0.2,0.0018738,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3455,2.1981,-0.035526,0.038489,
0.4,0.0020635,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3457,2.1981,-0.072811,0.079405,
0.6,0.0022554,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3459,2.1981,-0.11185,0.12274,
0.8,0.0024478,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3462,2.1981,-0.15264,0.16849,
1,0.0026407,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3465,2.1981,-0.19518,0.21665,
1.2,0.0028342,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3469,2.1981,-0.23944,0.26719,
1.4,0.003028,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3473,2.1981,-0.28543,0.3201,
1.6,0.0032224,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3478,2.1981,-0.33311,0.37537,
1.8,0.0034172,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3483,2.1981,-0.38249,0.43295,
2,0.0036123,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3488,2.1981,-0.43353,0.49284,
2.2,0.0038078,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3494,2.1981,-0.48622,0.55501,
2.4,0.0040037,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.35,2.1981,-0.54053,0.61941,
2.6,0.0041998,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3507,2.1981,-0.59645,0.68602,
2.8,0.0043962,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3514,2.1981,-0.65394,0.7548,
3,0.0045929,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3521,2.1982,-0.71297,0.82571,
3.2,0.0047897,1,1,1,-1,-1,-1,0.009714,0.00098518,1,2.3529,2.1982,-0.77353,0.89872,
