"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,0.14436,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.027,0.88543,0,0,
0.2,0.0032502,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0264,0.88543,0.011874,0.032465,
0.4,0.0044525,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0258,0.88543,0.025645,0.06725,
0.6,0.0056518,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0252,0.88543,0.04131,0.10435,
0.8,0.006847,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0246,0.88543,0.058862,0.14376,
1,0.0080381,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0241,0.88544,0.078293,0.18547,
1.2,0.0092254,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0237,0.88544,0.09959,0.22946,
1.4,0.010409,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0233,0.88544,0.12274,0.27572,
1.6,0.011589,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0229,0.88545,0.14773,0.32422,
1.8,0.012766,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0226,0.88545,0.17453,0.37495,
2,0.013939,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0223,0.88546,0.20314,0.42788,
2.2,0.015108,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.022,0.88548,0.23352,0.48298,
2.4,0.016273,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0218,0.8855,0.26565,0.54023,
2.6,0.017433,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0216,0.88553,0.29951,0.59959,
2.8,0.018589,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0215,0.88557,0.33506,0.66102,
3,0.01974,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0214,0.88562,0.37228,0.72449,
3.2,0.020885,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0213,0.8857,0.41113,0.78998,
3.4,0.022023,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0213,0.8858,0.45159,0.85742,
3.6,0.023153,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0213,0.88593,0.49361,0.92679,
3.8,0.024275,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0214,0.88609,0.53716,0.99805,
4,0.025388,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0214,0.8863,0.58221,1.0712,
4.2,0.026489,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0215,0.88656,0.62871,1.1461,
4.4,0.027578,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0217,0.88689,0.67662,1.2227,
4.6,0.028653,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0218,0.88728,0.72591,1.3011,
4.8,0.029713,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.022,0.88776,0.77653,1.3812,
5,0.030756,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0222,0.88833,0.82844,1.4629,
5.2,0.031779,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0225,0.889,0.88159,1.5462,
5.4,0.032782,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0227,0.8898,0.93593,1.631,
5.6,0.033762,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.023,0.89073,0.99143,1.7174,
5.8,0.034717,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0233,0.89181,1.048,1.8052,
6,0.035644,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0236,0.89306,1.1057,1.8945,
6.2,0.036542,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.024,0.89449,1.1643,1.9852,
6.4,0.037408,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0243,0.89611,1.2239,2.0772,
6.6,0.03824,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0247,0.89795,1.2844,2.1706,
6.8,0.039035,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.025,0.90002,1.3458,2.2653,
7,0.03979,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0254,0.90234,1.4079,2.3613,
7.2,0.040503,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0257,0.90492,1.4708,2.4586,
7.4,0.041172,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.026,0.90779,1.5343,2.557,
7.6,0.041795,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0264,0.91095,1.5985,2.6567,
7.8,0.042367,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0267,0.91443,1.6632,2.7576,
8,0.042888,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.027,0.91823,1.7284,2.8597,
8.2,0.043354,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0273,0.92238,1.7941,2.9629,
8.4,0.043764,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0275,0.92688,1.8601,3.0673,
8.6,0.044115,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0277,0.93174,1.9264,3.1728,
8.8,0.044404,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0279,0.93699,1.993,3.2794,
9,0.044629,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0281,0.94261,2.0598,3.3871,
9.2,0.044789,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0282,0.94862,2.1267,3.4959,
9.4,0.044882,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0282,0.95503,2.1936,3.6059,
9.6,0.044905,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0282,0.96183,2.2605,3.7169,
9.8,0.044856,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0281,0.96903,2.3274,3.829,
10,0.044735,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.028,0.97663,2.3941,3.9422,
10.2,0.044539,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0277,0.98462,2.4606,4.0565,
10.4,0.044267,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0274,0.99299,2.5268,4.1718,
10.6,0.043917,1,1,1,-1,-1,-1,0.011079,0.0083262,1,1.0271,1.0017,2.5927,4.2882,

