"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,0.16015,1,1,1,-1,-1,-1,0.009715,0.0010491,1,0.038496,-0.11994,0,0,
0.2,-0.0019303,1,1,1,-1,-1,-1,0.009715,0.0010491,1,0.034735,-0.11994,0.040119,0.039181,
0.4,-0.0017624,1,1,1,-1,-1,-1,0.009715,0.0010491,1,0.031022,-0.11994,0.083214,0.078004,
0.6,-0.0015965,1,1,1,-1,-1,-1,0.009715,0.0010491,1,0.027355,-0.11994,0.12928,0.11647,
0.8,-0.0014339,1,1,1,-1,-1,-1,0.009715,0.0010491,1,0.023736,-0.11994,0.1783,0.15458,
1,-0.001275,1,1,1,-1,-1,-1,0.009715,0.0010491,1,0.020163,-0.11993,0.23028,0.19233,
1.2,-0.0011195,1,1,1,-1,-1,-1,0.009715,0.0010491,1,0.016636,-0.11993,0.28518,0.22973,
1.4,-0.00096788,1,1,1,-1,-1,-1,0.009715,0.0010491,1,0.013155,-0.11993,0.34298,0.26678,
1.6,-0.00081943,1,1,1,-1,-1,-1,0.009715,0.0010491,1,0.0097203,-0.11993,0.40367,0.30348,
1.8,-0.00067517,1,1,1,-1,-1,-1,0.009715,0.0010491,1,0.0063299,-0.11993,0.46721,0.33984,
2,-0.00053411,1,1,1,-1,-1,-1,0.009715,0.0010491,1,0.0029841,-0.11992,0.53358,0.37586,
2.2,-0.00039658,1,1,1,-1,-1,-1,0.009715,0.0010491,1,-0.00031765,-0.11992,0.60272,0.41154,
2.4,-0.00026274,1,1,1,-1,-1,-1,0.009715,0.0010491,1,-0.003576,-0.11992,0.67462,0.4469,
2.6,-0.00013314,1,1,1,-1,-1,-1,0.009715,0.0010491,1,-0.0067922,-0.11992,0.74922,0.48192,
2.8,-6.4239e-06,1,1,1,-1,-1,-1,0.009715,0.0010491,1,-0.0099663,-0.11992,0.82649,0.51663,
3,0.00011662,1,1,1,-1,-1,-1,0.009715,0.0010491,1,-0.013099,-0.11992,0.90637,0.55102,
3.2,0.00023544,1,1,1,-1,-1,-1,0.009715,0.0010491,1,-0.016192,-0.11991,0.98882,0.5851,
3.4,0.00035074,1,1,1,-1,-1,-1,0.009715,0.0010491,1,-0.019245,-0.11991,1.0738,0.61888,
3.6,0.00046316,1,1,1,-1,-1,-1,0.009715,0.0010491,1,-0.022259,-0.11991,1.1612,0.65236,
3.8,0.0005711,1,1,1,-1,-1,-1,0.009715,0.0010491,1,-0.025236,-0.11991,1.2511,0.68555,
4,0.00067567,1,1,1,-1,-1,-1,0.009715,0.0010491,1,-0.028175,-0.11991,1.3433,0.71845,
4.2,0.00077686,1,1,1,-1,-1,-1,0.009715,0.0010491,1,-0.031079,-0.11991,1.4378,0.75108,
4.4,0.00087401,1,1,1,-1,-1,-1,0.009715,0.0010491,1,-0.033947,-0.11991,1.5345,0.78344,
