"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,-0.52312,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.80548,-0.28815,0,0,
0.2,-0.0081045,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.80717,-0.28815,0.014795,0.0089458,
0.4,-0.0088741,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.809,-0.28817,0.032463,0.01704,
0.6,-0.0096626,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.81098,-0.28819,0.053,0.024283,
0.8,-0.010455,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.81311,-0.28821,0.076396,0.030679,
1,-0.01125,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.81539,-0.28823,0.10264,0.036231,
1.2,-0.012048,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.81781,-0.28825,0.1317,0.040945,
1.4,-0.012849,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.82038,-0.28827,0.16358,0.044826,
1.6,-0.013652,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.82309,-0.28829,0.19824,0.047881,
1.8,-0.014458,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.82595,-0.28832,0.23565,0.050119,
2,-0.015267,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.82894,-0.28834,0.27579,0.051548,
2.2,-0.016077,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.83207,-0.28838,0.31861,0.052178,
2.4,-0.016888,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.83535,-0.28842,0.36409,0.05202,
2.6,-0.017701,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.83875,-0.28846,0.41219,0.051085,
2.8,-0.018514,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.84229,-0.28852,0.46285,0.049386,
3,-0.019327,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.84596,-0.2886,0.51604,0.046934,
3.2,-0.02014,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.84975,-0.28869,0.57171,0.043742,
3.4,-0.020952,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.85368,-0.28881,0.62981,0.039823,
3.6,-0.021461,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.85772,-0.28895,0.69028,0.035192,
3.8,-0.02159,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.86189,-0.28913,0.75308,0.029861,
4,-0.021714,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.86617,-0.28933,0.81816,0.023843,
4.2,-0.021832,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.87057,-0.28958,0.88545,0.017153,
4.4,-0.021944,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.87508,-0.28987,0.9549,0.0098028,
4.6,-0.022051,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.8797,-0.2902,1.0264,0.0018065,
4.8,-0.022153,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.88442,-0.29058,1.1,-0.0068234,
5,-0.022248,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.88925,-0.29101,1.1756,-0.016074,
5.2,-0.022338,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.89417,-0.2915,1.2531,-0.025934,
5.4,-0.022422,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.89919,-0.29204,1.3325,-0.03639,
5.6,-0.022499,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.90431,-0.29264,1.4137,-0.047432,
5.8,-0.022572,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.90951,-0.2933,1.4966,-0.059048,
6,-0.022638,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.9148,-0.29403,1.5813,-0.071229,
6.2,-0.022698,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.92017,-0.29483,1.6675,-0.083965,
6.4,-0.022752,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.92562,-0.2957,1.7554,-0.097245,
6.6,-0.022801,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.93115,-0.29664,1.8447,-0.11106,
6.8,-0.022845,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.93675,-0.29766,1.9355,-0.12541,
7,-0.022883,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.94242,-0.29876,2.0277,-0.14028,
7.2,-0.022915,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.94816,-0.29993,2.1213,-0.15566,
7.4,-0.022942,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.95396,-0.30119,2.2162,-0.17155,
7.6,-0.022966,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.95983,-0.30253,2.3123,-0.18794,
7.8,-0.022981,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.96574,-0.30396,2.4096,-0.20483,
8,-0.022995,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.97172,-0.30547,2.508,-0.22222,
8.2,-0.023002,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.97774,-0.30707,2.6075,-0.24009,
8.4,-0.023008,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.98382,-0.30876,2.7081,-0.25846,
8.6,-0.023005,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.98994,-0.31054,2.8097,-0.2773,
8.8,-0.023002,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-0.9961,-0.31241,2.9122,-0.29663,
9,-0.022994,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-1.0023,-0.31436,3.0156,-0.31644,
9.2,-0.02298,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-1.0085,-0.31641,3.1198,-0.33673,
9.4,-0.022967,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-1.0148,-0.31855,3.2249,-0.35749,
9.6,-0.022948,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-1.0211,-0.32078,3.3308,-0.37874,
9.8,-0.022927,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-1.0274,-0.3231,3.4373,-0.40046,
10,-0.022901,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-1.0338,-0.32551,3.5446,-0.42266,
10.2,-0.022874,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-1.0402,-0.32801,3.6525,-0.44534,
10.4,-0.022844,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-1.0466,-0.3306,3.7611,-0.4685,
10.6,-0.022814,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-1.053,-0.33328,3.8702,-0.49214,
10.8,-0.022777,1,1,1,-1,-1,-1,0.010006,0.0011867,1,-1.0595,-0.33605,3.9799,-0.51626,
