"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,0.3368,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.1249,-3.4582,0,0,
0.2,-0.7854,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.1214,2.825,0.033278,0.035682,
0.4,-0.060414,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.1178,2.8249,0.063708,0.072297,
0.6,-0.060137,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.1141,2.8247,0.091295,0.10984,
0.8,-0.059996,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.1103,2.8244,0.11605,0.14832,
1,-0.059848,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.1064,2.8242,0.13799,0.18773,
1.2,-0.05969,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.1024,2.8239,0.15712,0.22806,
1.4,-0.059522,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.0983,2.8237,0.17347,0.26931,
1.6,-0.059341,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.0941,2.8233,0.18707,0.31147,
1.8,-0.059147,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.0898,2.823,0.19795,0.35454,
2,-0.058938,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.0854,2.8225,0.20612,0.39852,
2.2,-0.058713,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.0809,2.822,0.21164,0.44338,
2.4,-0.058472,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.0763,2.8214,0.21454,0.48913,
2.6,-0.058214,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.0717,2.8207,0.21485,0.53576,
2.8,-0.057937,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.0669,2.8198,0.21263,0.58326,
3,-0.057643,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.0621,2.8188,0.20793,0.63164,
3.2,-0.057329,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.0571,2.8177,0.20078,0.68088,
3.4,-0.056997,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.0521,2.8164,0.19125,0.73097,
3.6,-0.056646,1,1,1,-1,-1,-1,0.0099652,0.00048857,1,-3.047,2.8148,0.17938,0.78193,
