"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,0.19787,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2622,-2.4579,0,0,
0.2,0.0011483,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2634,-2.4579,0.0074255,-0.010648,
0.4,0.0014173,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2646,-2.4579,0.012527,-0.02319,
0.6,0.0016882,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2658,-2.4579,0.01531,-0.037622,
0.8,0.0019582,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2668,-2.4579,0.015781,-0.053937,
1,0.0022272,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2679,-2.4578,0.013952,-0.072127,
1.2,0.0024954,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2688,-2.4578,0.0098362,-0.09218,
1.4,0.0027626,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2697,-2.4578,0.0034507,-0.11408,
1.6,0.0030288,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2706,-2.4578,-0.0051848,-0.13782,
1.8,0.003294,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2714,-2.4578,-0.016048,-0.16337,
2,0.0035585,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2721,-2.4578,-0.029114,-0.19072,
2.2,0.0038215,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2728,-2.4578,-0.044355,-0.21984,
2.4,0.0040836,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2734,-2.4578,-0.061742,-0.25071,
2.6,0.0043448,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.274,-2.4578,-0.081241,-0.2833,
2.8,0.0046047,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2745,-2.4578,-0.10282,-0.31758,
3,0.0048634,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.275,-2.4578,-0.12644,-0.35353,
3.2,0.0051209,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2754,-2.4578,-0.15207,-0.39111,
3.4,0.0053771,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2758,-2.4578,-0.17966,-0.4303,
3.6,0.0056322,1,1,1,-1,-1,-1,0.010005,0.0011659,1,-2.2761,-2.4578,-0.20918,-0.47105,
