"train_bool","path_type","LOS_radius","em2vic_x","em2vic_y","theta_i","current_x","current_y","throttle","mem","step",
1,4,10,-34.0022,-41.0823,-2.4579,0.042941,-0.048505,3,100,1e-09,

