"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,0.39988,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.4274,-2.8197,0,0,
0.2,0.012757,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.4256,-2.8197,0.0008631,0.025187,
0.4,0.016181,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.4236,-2.8197,-0.0011175,0.049425,
0.6,0.019634,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.4216,-2.8197,-0.0059359,0.072717,
0.8,0.023104,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.4194,-2.8197,-0.013583,0.095066,
1,0.026593,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.4171,-2.8197,-0.024045,0.11648,
1.2,0.030101,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.4147,-2.8196,-0.037304,0.13695,
1.4,0.033625,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.4121,-2.8196,-0.053342,0.1565,
1.6,0.037166,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.4095,-2.8196,-0.072132,0.17513,
1.8,0.040722,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.4067,-2.8195,-0.093648,0.19285,
2,0.044289,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.4039,-2.8194,-0.11786,0.20967,
2.2,0.047865,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.4009,-2.8193,-0.14473,0.22559,
2.4,0.051445,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3978,-2.8191,-0.17422,0.24064,
2.6,0.055024,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3947,-2.8188,-0.2063,0.25481,
2.8,0.058597,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3914,-2.8184,-0.24092,0.26812,
3,0.062155,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.388,-2.8178,-0.27803,0.28057,
3.2,0.065692,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3846,-2.8171,-0.31758,0.29218,
3.4,0.069196,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.381,-2.8161,-0.35953,0.30294,
3.6,0.07266,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3773,-2.8148,-0.40381,0.31285,
3.8,0.076071,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3736,-2.8132,-0.45036,0.32191,
4,0.079418,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3698,-2.8111,-0.49913,0.33012,
4.2,0.082686,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3659,-2.8085,-0.55005,0.33745,
4.4,0.085863,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3619,-2.8053,-0.60305,0.34389,
4.6,0.088349,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3579,-2.8015,-0.65806,0.3494,
4.8,0.087617,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3538,-2.7969,-0.715,0.35396,
5,0.086811,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3497,-2.7914,-0.77378,0.35751,
5.2,0.085964,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3455,-2.785,-0.83433,0.35999,
5.4,0.085082,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3413,-2.7778,-0.89656,0.36136,
5.6,0.084167,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3371,-2.7697,-0.96037,0.36156,
5.8,0.083221,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3329,-2.7607,-1.0257,0.36051,
6,0.082248,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3287,-2.7508,-1.0924,0.35816,
6.2,0.081252,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3245,-2.74,-1.1604,0.35443,
6.4,0.080234,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3203,-2.7283,-1.2296,0.34925,
6.6,0.079199,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3162,-2.7157,-1.2998,0.34254,
6.8,0.07815,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3121,-2.7022,-1.3711,0.33425,
7,0.077089,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3081,-2.6878,-1.4432,0.32428,
7.2,0.076019,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3042,-2.6726,-1.5161,0.31258,
7.4,0.074943,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.3004,-2.6565,-1.5896,0.29906,
7.6,0.073864,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2967,-2.6396,-1.6637,0.28367,
7.8,0.072784,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2931,-2.6219,-1.7381,0.26633,
8,0.071704,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2896,-2.6034,-1.8128,0.24699,
8.2,0.070629,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2863,-2.5841,-1.8877,0.22558,
8.4,0.069559,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2831,-2.5641,-1.9626,0.20206,
8.6,0.068496,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2801,-2.5435,-2.0373,0.17637,
8.8,0.067441,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2773,-2.5221,-2.1119,0.14848,
9,0.066395,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2747,-2.5002,-2.1861,0.11835,
9.2,0.065364,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2723,-2.4776,-2.2597,0.085934,
9.4,0.064342,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2701,-2.4544,-2.3328,0.051225,
9.6,0.063336,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2682,-2.4307,-2.4051,0.0142,
9.8,0.062343,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2665,-2.4066,-2.4765,-0.025153,
10,0.061367,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.265,-2.3819,-2.5469,-0.066836,
10.2,0.060407,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2637,-2.3568,-2.6161,-0.11085,
10.4,0.059464,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2628,-2.3312,-2.6841,-0.15718,
10.6,0.058537,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2621,-2.3053,-2.7507,-0.2058,
10.8,0.057627,1,1,1,-1,-1,-1,0.011079,0.0083262,1,-2.2617,-2.2791,-2.8157,-0.25671,
