"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,-0.076757,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.2127,-2.1369,0,0,
0.2,0.0030869,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.2087,-2.1369,-0.038406,0.015657,
0.4,0.0030098,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.2047,-2.1369,-0.078419,0.028784,
0.6,0.0029377,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.2008,-2.1369,-0.12004,0.039385,
0.8,0.002871,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.1968,-2.1369,-0.16325,0.047471,
1,0.0028096,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.1929,-2.1369,-0.20806,0.053051,
1.2,0.0027539,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.189,-2.1369,-0.25445,0.056143,
1.4,0.0027033,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.1851,-2.1369,-0.30241,0.056763,
1.6,0.0026581,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.1813,-2.1369,-0.35193,0.054933,
1.8,0.0026186,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.1774,-2.1369,-0.40299,0.050677,
2,0.0025842,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.1736,-2.1369,-0.45557,0.044024,
2.2,0.002555,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.1698,-2.1369,-0.50966,0.035002,
2.4,0.0025317,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.166,-2.1369,-0.56523,0.023644,
2.6,0.0025134,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.1623,-2.1369,-0.62227,0.0099849,
2.8,0.002501,1,1,1,-1,-1,-1,0.01002,0.0013973,1,-2.1586,-2.1369,-0.68074,-0.0059375,
