"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,0.039954,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.645,2.6051,0,0,
0.2,0.0015291,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6465,2.6051,-0.017882,0.02736,
0.4,0.0013833,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6481,2.6051,-0.03834,0.056252,
0.6,0.0012315,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6497,2.6051,-0.06137,0.086673,
0.8,0.0010735,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6513,2.6051,-0.086962,0.11862,
1,0.0009093,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6529,2.6051,-0.11511,0.15208,
1.2,0.00073874,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6545,2.6051,-0.14578,0.18705,
1.4,0.00056192,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6561,2.6051,-0.17898,0.22351,
1.6,0.00037839,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6577,2.6051,-0.21467,0.26146,
1.8,0.00018863,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6594,2.6051,-0.25283,0.30088,
2,-7.9106e-06,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.661,2.6051,-0.29343,0.34175,
2.2,-0.00021087,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6627,2.6051,-0.33644,0.38405,
2.4,-0.00042067,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6644,2.6051,-0.38184,0.42777,
2.6,-0.00063698,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6661,2.6051,-0.42957,0.47288,
2.8,-0.00086023,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6678,2.6051,-0.47962,0.51937,
3,-0.0010904,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6695,2.6051,-0.53192,0.5672,
3.2,-0.0013273,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6712,2.6051,-0.58645,0.61635,
3.4,-0.001571,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.673,2.6051,-0.64316,0.6668,
3.6,-0.0018218,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6747,2.6051,-0.70201,0.71851,
3.8,-0.0020794,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6764,2.6051,-0.76294,0.77147,
4,-0.002344,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6782,2.6051,-0.82591,0.82564,
4.2,-0.0026156,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.68,2.6051,-0.89087,0.88099,
4.4,-0.0028946,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6818,2.6051,-0.95777,0.9375,
4.6,-0.00318,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6836,2.6051,-1.0266,0.99514,
4.8,-0.0034729,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6854,2.6051,-1.0972,1.0539,
5,-0.0037723,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6872,2.6051,-1.1696,1.1137,
5.2,-0.0040788,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.689,2.6051,-1.2438,1.1745,
5.4,-0.0043932,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6908,2.6051,-1.3196,1.2363,
5.6,-0.0047128,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6926,2.6051,-1.3971,1.2991,
5.8,-0.0050408,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6945,2.6051,-1.4762,1.3628,
6,-0.0053749,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6963,2.6051,-1.5567,1.4275,
6.2,-0.0057157,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.6982,2.6051,-1.6388,1.493,
6.4,-0.0060642,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7,2.605,-1.7223,1.5594,
6.6,-0.0064179,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7019,2.605,-1.8072,1.6266,
6.8,-0.0067799,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7038,2.605,-1.8934,1.6946,
7,-0.0071468,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7057,2.6049,-1.9809,1.7634,
7.2,-0.0075217,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7075,2.6048,-2.0696,1.8329,
7.4,-0.0079018,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7094,2.6048,-2.1596,1.9032,
7.6,-0.0082889,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7113,2.6047,-2.2506,1.9741,
7.8,-0.0086824,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7132,2.6046,-2.3428,2.0457,
8,-0.0090821,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7152,2.6045,-2.436,2.1179,
8.2,-0.0094875,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7171,2.6044,-2.5303,2.1907,
8.4,-0.0098983,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.719,2.6042,-2.6255,2.2641,
8.6,-0.010317,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7209,2.6041,-2.7216,2.3381,
8.8,-0.01074,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7229,2.6039,-2.8186,2.4127,
9,-0.011169,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7248,2.6037,-2.9165,2.4878,
9.2,-0.011604,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7268,2.6034,-3.0152,2.5634,
9.4,-0.012045,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7287,2.6032,-3.1147,2.6395,
9.6,-0.012491,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7307,2.6029,-3.215,2.716,
9.8,-0.012943,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7327,2.6025,-3.3159,2.793,
10,-0.013401,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7346,2.6022,-3.4175,2.8705,
10.2,-0.013863,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7366,2.6017,-3.5198,2.9484,
10.4,-0.014332,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7386,2.6013,-3.6226,3.0267,
10.6,-0.014806,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7406,2.6008,-3.7261,3.1055,
10.8,-0.015286,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7426,2.6002,-3.8301,3.1846,
11,-0.01577,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7446,2.5996,-3.9346,3.2641,
11.2,-0.016261,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7467,2.5989,-4.0396,3.344,
11.4,-0.016757,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7487,2.5982,-4.1451,3.4242,
11.6,-0.017258,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7508,2.5973,-4.251,3.5048,
11.8,-0.017766,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7528,2.5964,-4.3574,3.5858,
12,-0.018279,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7549,2.5955,-4.4641,3.6671,
12.2,-0.018797,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.757,2.5944,-4.5712,3.7487,
12.4,-0.019322,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7591,2.5933,-4.6786,3.8307,
12.6,-0.019853,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7612,2.592,-4.7863,3.9131,
12.8,-0.020391,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7634,2.5907,-4.8943,3.9957,
13,-0.020934,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7655,2.5893,-5.0026,4.0788,
13.2,-0.021484,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7677,2.5877,-5.1111,4.1621,
13.4,-0.022041,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7699,2.586,-5.2199,4.2458,
13.6,-0.022605,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7721,2.5842,-5.3288,4.3298,
13.8,-0.023178,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7743,2.5823,-5.4379,4.4142,
14,-0.023756,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7766,2.5802,-5.5472,4.4989,
14.2,-0.024343,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7789,2.578,-5.6565,4.584,
14.4,-0.024938,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7812,2.5757,-5.766,4.6695,
14.6,-0.025541,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7835,2.5732,-5.8756,4.7553,
14.8,-0.026154,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7859,2.5705,-5.9853,4.8415,
15,-0.026776,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7883,2.5676,-6.095,4.9281,
15.2,-0.027408,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7908,2.5646,-6.2047,5.0151,
15.4,-0.028048,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7933,2.5613,-6.3144,5.1025,
15.6,-0.028702,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7958,2.5579,-6.424,5.1904,
15.8,-0.029363,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.7984,2.5543,-6.5337,5.2786,
16,-0.030039,1,1,1,-1,-1,-1,0.0071161,-0.0039291,1.0001,2.801,2.5504,-6.6432,5.3674,
