"t","u","wt1","wt2","wt3","wt4","wt5","wt6","wt7","wt8","wt9","r","y","em_x","em_y",
0,0.10085,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.55453,0.45479,0,0,
0.2,0.0023179,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.55559,0.45479,0.018772,-0.00083536,
0.4,0.0024987,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.55668,0.45479,0.040237,-0.00035395,
0.6,0.002682,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.5578,0.45479,0.06439,0.0014416,
0.8,0.002867,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.55894,0.45479,0.091221,0.0045468,
1,0.0030539,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.56012,0.45479,0.12072,0.0089556,
1.2,0.0032425,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.56133,0.45479,0.15287,0.01466,
1.4,0.0034328,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.56257,0.45479,0.18764,0.021651,
1.6,0.0036249,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.56383,0.45479,0.22503,0.029917,
1.8,0.0038186,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.56513,0.45479,0.26499,0.039445,
2,0.0040141,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.56645,0.45479,0.30751,0.050221,
2.2,0.0042113,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.5678,0.4548,0.35255,0.06223,
2.4,0.0044101,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.56918,0.4548,0.40008,0.075455,
2.6,0.0046106,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.57059,0.4548,0.45005,0.089877,
2.8,0.0048127,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.57202,0.45481,0.50244,0.10548,
3,0.0050164,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.57348,0.45481,0.55719,0.12224,
3.2,0.0052216,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.57496,0.45482,0.61426,0.14013,
3.4,0.0054283,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.57647,0.45482,0.67362,0.15914,
3.6,0.0056368,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.578,0.45483,0.7352,0.17924,
3.8,0.0058465,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.57956,0.45485,0.79897,0.20041,
4,0.0060578,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.58114,0.45486,0.86486,0.22262,
4.2,0.0062702,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.58275,0.45488,0.93284,0.24585,
4.4,0.0064842,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.58438,0.4549,1.0028,0.27007,
4.6,0.0066995,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.58603,0.45492,1.0748,0.29526,
4.8,0.006916,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.5877,0.45495,1.1487,0.3214,
5,0.0071339,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.58939,0.45498,1.2245,0.34844,
5.2,0.0073527,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.5911,0.45502,1.3021,0.37638,
5.4,0.0075728,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.59283,0.45507,1.3814,0.40519,
5.6,0.007794,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.59458,0.45512,1.4625,0.43483,
5.8,0.0080161,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.59634,0.45518,1.5452,0.46528,
6,0.0082391,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.59813,0.45525,1.6295,0.49652,
6.2,0.0084631,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.59993,0.45533,1.7153,0.52853,
6.4,0.0086881,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.60175,0.45542,1.8027,0.56127,
6.6,0.0089138,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.60358,0.45552,1.8914,0.59473,
6.8,0.0091405,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.60543,0.45564,1.9816,0.62887,
7,0.009367,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.60729,0.45576,2.0731,0.66369,
7.2,0.0095949,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.60916,0.4559,2.1659,0.69915,
7.4,0.0098233,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.61105,0.45606,2.26,0.73523,
7.6,0.010052,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.61295,0.45624,2.3552,0.77191,
7.8,0.010281,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.61486,0.45643,2.4516,0.80917,
8,0.01051,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.61678,0.45664,2.549,0.847,
8.2,0.01074,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.61871,0.45688,2.6476,0.88536,
8.4,0.01097,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.62065,0.45713,2.7471,0.92425,
8.6,0.011199,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.6226,0.45741,2.8476,0.96364,
8.8,0.01143,1,1,1,-1,-1,-1,0.0097317,0.0013845,1,0.62455,0.45771,2.9491,1.0035,
