"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.19751,0.7,0.001,1.0001,-1.2615,-2.5782,0,0,
0.2,0.19707,0.7,0.001,1.0001,-1.2644,-2.5782,0.020911,0.03161,
0.4,0.19667,0.7,0.001,1.0001,-1.2671,-2.5782,0.039288,0.061619,
0.6,0.1963,0.7,0.001,1.0001,-1.2695,-2.5781,0.055136,0.09003,
0.8,0.19597,0.7,0.001,1.0001,-1.2715,-2.578,0.068463,0.11685,
1,0.19565,0.7,0.001,1.0001,-1.2733,-2.5777,0.079284,0.14208,
1.2,0.19534,0.7,0.001,1.0001,-1.2748,-2.5771,0.087615,0.16573,
1.4,0.19502,0.7,0.001,1.0001,-1.2761,-2.5762,0.09348,0.1878,
1.6,0.19467,0.7,0.001,1.0001,-1.277,-2.5748,0.096906,0.20829,
1.8,0.19427,0.7,0.001,1.0001,-1.2777,-2.5728,0.097929,0.22721,
2,0.1938,0.7,0.001,1.0001,-1.2781,-2.5701,0.096592,0.24455,
2.2,0.19324,0.7,0.001,1.0001,-1.2782,-2.5665,0.092945,0.26028,
2.4,0.19256,0.7,0.001,1.0001,-1.2781,-2.5618,0.087049,0.27441,
2.6,0.19173,0.7,0.001,1.0001,-1.2777,-2.5559,0.078973,0.28688,
2.8,0.19073,0.7,0.001,1.0001,-1.2771,-2.5486,0.0688,0.29766,
3,0.18954,0.7,0.001,1.0001,-1.2762,-2.5398,0.056623,0.30671,
3.2,0.18811,0.7,0.001,1.0001,-1.2751,-2.5292,0.042551,0.31394,
3.4,0.18644,0.7,0.001,1.0001,-1.2737,-2.5166,0.026706,0.31929,
3.6,0.18449,0.7,0.001,1.0001,-1.2722,-2.5021,0.0092269,0.32265,
3.8,0.18224,0.7,0.001,1.0001,-1.2704,-2.4853,-0.009729,0.32394,
4,0.17967,0.7,0.001,1.0001,-1.2684,-2.4662,-0.029987,0.32302,
4.2,0.17676,0.7,0.001,1.0001,-1.2663,-2.4447,-0.051351,0.31979,
4.4,0.17349,0.7,0.001,1.0001,-1.264,-2.4206,-0.073605,0.3141,
4.6,0.16986,0.7,0.001,1.0001,-1.2616,-2.394,-0.096512,0.30582,
4.8,0.16585,0.7,0.001,1.0001,-1.259,-2.3647,-0.11981,0.29483,
5,0.16147,0.7,0.001,1.0001,-1.2564,-2.3328,-0.14322,0.28098,
5.2,0.1567,0.7,0.001,1.0001,-1.2536,-2.2983,-0.16644,0.26415,
5.4,0.15156,0.7,0.001,1.0001,-1.2509,-2.2613,-0.18915,0.24425,
5.6,0.14606,0.7,0.001,1.0001,-1.2481,-2.2218,-0.211,0.22118,
5.8,0.14021,0.7,0.001,1.0001,-1.2453,-2.1801,-0.23165,0.19488,
6,0.13404,0.7,0.001,1.0001,-1.2426,-2.1362,-0.25074,0.16532,
6.2,0.12755,0.7,0.001,1.0001,-1.24,-2.0903,-0.26789,0.1325,
6.4,0.12078,0.7,0.001,1.0001,-1.2375,-2.0427,-0.28273,0.096438,
6.6,0.11377,0.7,0.001,1.0001,-1.2351,-1.9936,-0.29492,0.05722,
6.8,0.10653,0.7,0.001,1.0001,-1.2329,-1.9432,-0.3041,0.01495,
7,0.099112,0.7,0.001,1.0001,-1.231,-1.8918,-0.30995,-0.030225,
7.2,0.091542,0.7,0.001,1.0001,-1.2293,-1.8396,-0.31217,-0.078125,
7.4,0.083859,0.7,0.001,1.0001,-1.228,-1.787,-0.31047,-0.12854,
7.6,0.076096,0.7,0.001,1.0001,-1.2269,-1.7342,-0.30464,-0.18123,
