"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.13853,0.69999,0.00099952,1.0001,-0.42897,-1.3525,0,0,
0.2,0.13846,0.69999,0.00099952,1.0001,-0.42945,-1.3525,-0.032742,0.02029,
0.4,0.13842,0.69999,0.00099952,1.0001,-0.4297,-1.3525,-0.064835,0.037654,
0.6,0.13842,0.69999,0.00099952,1.0001,-0.4297,-1.3525,-0.096279,0.052098,
0.8,0.13844,0.69999,0.00099952,1.0001,-0.42947,-1.3524,-0.12708,0.063631,
1,0.13849,0.69999,0.00099952,1.0001,-0.429,-1.3522,-0.15723,0.072267,
1.2,0.13855,0.69999,0.00099952,1.0001,-0.4283,-1.352,-0.18674,0.078024,
1.4,0.13862,0.69999,0.00099952,1.0001,-0.42736,-1.3515,-0.21561,0.080925,
1.6,0.13869,0.69999,0.00099952,1.0001,-0.42619,-1.3508,-0.24384,0.080995,
1.8,0.13875,0.69999,0.00099952,1.0001,-0.4248,-1.3498,-0.27142,0.078265,
2,0.13878,0.69999,0.00099952,1.0001,-0.42318,-1.3484,-0.29834,0.07277,
2.2,0.13878,0.69999,0.00099952,1.0001,-0.42134,-1.3465,-0.3246,0.064548,
2.4,0.13872,0.69999,0.00099952,1.0001,-0.41928,-1.3441,-0.35018,0.053644,
2.6,0.1386,0.69999,0.00099952,1.0001,-0.41702,-1.341,-0.37505,0.040105,
2.8,0.1384,0.69999,0.00099952,1.0001,-0.41455,-1.3372,-0.39918,0.023984,
3,0.13811,0.69999,0.00099952,1.0001,-0.41188,-1.3326,-0.42254,0.0053378,
3.2,0.1377,0.69999,0.00099952,1.0001,-0.40902,-1.327,-0.44507,-0.01577,
3.4,0.13717,0.69999,0.00099952,1.0001,-0.40598,-1.3204,-0.46673,-0.039271,
3.6,0.13649,0.69999,0.00099952,1.0001,-0.40277,-1.3127,-0.48743,-0.065093,
3.8,0.13565,0.69999,0.00099952,1.0001,-0.3994,-1.3037,-0.50711,-0.093156,
4,0.13464,0.69999,0.00099952,1.0001,-0.39588,-1.2934,-0.52568,-0.12337,
4.2,0.13343,0.69999,0.00099952,1.0001,-0.39222,-1.2818,-0.54302,-0.15565,
4.4,0.13203,0.69999,0.00099952,1.0001,-0.38844,-1.2687,-0.55905,-0.18989,
4.6,0.13042,0.69999,0.00099952,1.0001,-0.38454,-1.254,-0.57362,-0.22599,
4.8,0.12858,0.69999,0.00099952,1.0001,-0.38056,-1.2378,-0.58662,-0.26382,
5,0.12651,0.69999,0.00099952,1.0001,-0.3765,-1.2199,-0.59791,-0.30325,
