"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.55302,0.69999,0.0009997,1.0002,0.28626,-0.038834,0,0,
0.2,0.22294,0.69999,0.0009997,1.0002,0.28316,-0.038828,-0.033574,0.022356,
0.4,0.2212,0.69999,0.0009997,1.0002,0.28017,-0.038794,-0.064153,0.044595,
0.6,0.21947,0.69999,0.0009997,1.0002,0.27726,-0.038706,-0.091742,0.066719,
0.8,0.21765,0.69999,0.0009997,1.0002,0.27446,-0.038502,-0.11635,0.088729,
1,0.21568,0.69999,0.0009997,1.0002,0.27175,-0.038098,-0.138,0.11063,
1.2,0.21345,0.69999,0.0009997,1.0002,0.26913,-0.037393,-0.15669,0.13242,
1.4,0.21087,0.69999,0.0009997,1.0002,0.2666,-0.036269,-0.17246,0.15413,
1.6,0.20783,0.69999,0.0009997,1.0002,0.26416,-0.034596,-0.18533,0.17575,
1.8,0.20422,0.69999,0.0009997,1.0002,0.26181,-0.032237,-0.19533,0.19733,
2,0.19995,0.69999,0.0009997,1.0002,0.25954,-0.029053,-0.20248,0.21888,
2.2,0.19491,0.69999,0.0009997,1.0002,0.25734,-0.024908,-0.20682,0.24047,
2.4,0.18902,0.69999,0.0009997,1.0002,0.25522,-0.019677,-0.2084,0.26213,
2.6,0.18222,0.69999,0.0009997,1.0002,0.25316,-0.013252,-0.20724,0.28395,
2.8,0.17445,0.69999,0.0009997,1.0002,0.25115,-0.0055508,-0.2034,0.30599,
3,0.16572,0.69999,0.0009997,1.0002,0.24919,0.0034779,-0.19692,0.32836,
3.2,0.15603,0.69999,0.0009997,1.0002,0.24726,0.013847,-0.18786,0.35115,
3.4,0.14544,0.69999,0.0009997,1.0002,0.24534,0.025529,-0.17627,0.37449,
3.6,0.13403,0.69999,0.0009997,1.0002,0.24344,0.038454,-0.16221,0.39847,
3.8,0.12191,0.69999,0.0009997,1.0002,0.24153,0.052508,-0.14575,0.42323,
4,0.1092,0.69999,0.0009997,1.0002,0.23959,0.067541,-0.12697,0.44888,
4.2,0.096066,0.69999,0.0009997,1.0002,0.23763,0.083376,-0.10592,0.47553,
4.4,0.082644,0.69999,0.0009997,1.0002,0.23562,0.099811,-0.082711,0.5033,
4.6,0.069087,0.69999,0.0009997,1.0002,0.23355,0.11664,-0.057408,0.53228,
