"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.15633,0.7,0.0010004,0.84318,-2.4133,-3.4555,0,0,
0.2,0.15643,0.7,0.0010004,0.84318,-2.4127,2.8276,-0.025727,-0.014138,
0.4,0.15657,0.7,0.0010004,0.84318,-2.4118,2.8276,-0.054304,-0.027351,
0.6,0.15674,0.7,0.0010004,0.84318,-2.4106,2.8277,-0.085727,-0.03964,
0.8,0.15694,0.7,0.0010004,0.84318,-2.4091,2.8278,-0.11999,-0.051009,
1,0.15716,0.7,0.0010004,0.84318,-2.4075,2.828,-0.15707,-0.061464,
1.2,0.1574,0.7,0.0010004,0.84318,-2.4055,2.8283,-0.19696,-0.071013,
1.4,0.15764,0.7,0.0010004,0.84318,-2.4033,2.8289,-0.23964,-0.079667,
1.6,0.15787,0.7,0.0010004,0.84318,-2.4009,2.8298,-0.28508,-0.087444,
1.8,0.15808,0.7,0.0010004,0.84318,-2.3982,2.8311,-0.33327,-0.094364,
2,0.15825,0.7,0.0010004,0.84318,-2.3953,2.8329,-0.38417,-0.10046,
2.2,0.15836,0.7,0.0010004,0.84318,-2.3921,2.8353,-0.43777,-0.10575,
2.4,0.15841,0.7,0.0010004,0.84318,-2.3887,2.8385,-0.49403,-0.1103,
2.6,0.15836,0.7,0.0010004,0.84318,-2.385,2.8424,-0.55294,-0.11415,
2.8,0.1582,0.7,0.0010004,0.84318,-2.3812,2.8473,-0.61445,-0.11737,
3,0.15791,0.7,0.0010004,0.84318,-2.3771,2.8533,-0.67855,-0.12004,
3.2,0.15747,0.7,0.0010004,0.84318,-2.3728,2.8605,-0.74521,-0.12225,
3.4,0.15686,0.7,0.0010004,0.84318,-2.3684,2.8691,-0.81441,-0.12409,
3.6,0.15605,0.7,0.0010004,0.84318,-2.3637,2.8791,-0.88611,-0.1257,
3.8,0.15503,0.7,0.0010004,0.84318,-2.3589,2.8908,-0.96031,-0.1272,
4,0.15378,0.7,0.0010004,0.84318,-2.3539,2.9041,-1.037,-0.12875,
4.2,0.15228,0.7,0.0010004,0.84318,-2.3487,2.9193,-1.1161,-0.13053,
4.4,0.15051,0.7,0.0010004,0.84318,-2.3435,2.9363,-1.1976,-0.1327,
4.6,0.14847,0.7,0.0010004,0.84318,-2.3381,2.9553,-1.2814,-0.13548,
4.8,0.14613,0.7,0.0010004,0.84318,-2.3326,2.9764,-1.3676,-0.13909,
5,0.14349,0.7,0.0010004,0.84318,-2.327,2.9995,-1.4561,-0.14374,
5.2,0.14055,0.7,0.0010004,0.84318,-2.3214,3.0248,-1.5468,-0.14969,
