"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.036234,0.7,0.0010005,0.84311,-2.2625,-2.5041,0,0,
0.2,0.036266,0.7,0.0010005,0.84311,-2.2623,-2.5041,0.011241,0.016941,
0.4,0.036309,0.7,0.0010005,0.84311,-2.262,-2.5041,0.020072,0.032098,
0.6,0.036362,0.7,0.0010005,0.84311,-2.2617,-2.5041,0.0265,0.045474,
0.8,0.036426,0.7,0.0010005,0.84311,-2.2612,-2.5041,0.030532,0.057076,
1,0.036499,0.7,0.0010005,0.84311,-2.2607,-2.5041,0.032179,0.066912,
1.2,0.036582,0.7,0.0010005,0.84311,-2.2602,-2.504,0.031457,0.074991,
1.4,0.036673,0.7,0.0010005,0.84311,-2.2595,-2.504,0.028381,0.081328,
1.6,0.036773,0.7,0.0010005,0.84311,-2.2588,-2.504,0.022974,0.085935,
1.8,0.036879,0.7,0.0010005,0.84311,-2.258,-2.5039,0.015259,0.088831,
2,0.036991,0.7,0.0010005,0.84311,-2.2572,-2.5038,0.005262,0.090034,
2.2,0.037108,0.7,0.0010005,0.84311,-2.2563,-2.5037,-0.0069874,0.089563,
2.4,0.037229,0.7,0.0010005,0.84311,-2.2553,-2.5035,-0.021457,0.08744,
2.6,0.037352,0.7,0.0010005,0.84311,-2.2543,-2.5033,-0.038112,0.083687,
2.8,0.037477,0.7,0.0010005,0.84311,-2.2531,-2.503,-0.056916,0.078329,
3,0.037602,0.7,0.0010005,0.84311,-2.252,-2.5027,-0.077828,0.071391,
3.2,0.037725,0.7,0.0010005,0.84311,-2.2508,-2.5023,-0.10081,0.062896,
3.4,0.037845,0.7,0.0010005,0.84311,-2.2495,-2.5018,-0.12581,0.052873,
3.6,0.03796,0.7,0.0010005,0.84311,-2.2481,-2.5012,-0.15279,0.041347,
3.8,0.03807,0.7,0.0010005,0.84311,-2.2467,-2.5005,-0.1817,0.028344,
4,0.038171,0.7,0.0010005,0.84311,-2.2453,-2.4997,-0.21248,0.013892,
4.2,0.038263,0.7,0.0010005,0.84311,-2.2438,-2.4989,-0.2451,-0.0019843,
4.4,0.038343,0.7,0.0010005,0.84311,-2.2422,-2.4978,-0.27949,-0.019257,
4.6,0.03841,0.7,0.0010005,0.84311,-2.2406,-2.4967,-0.3156,-0.037902,
4.8,0.038463,0.7,0.0010005,0.84311,-2.239,-2.4954,-0.35337,-0.057893,
