"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.7854,0.69999,0.00099957,1.0001,3.0246,1.7412,0,0,
0.2,0.7854,0.69999,0.00099957,1.0001,3.0215,1.7412,-0.0078292,-0.030134,
0.4,0.7854,0.69999,0.00099957,1.0001,3.0187,1.7414,-0.016167,-0.057314,
0.6,0.7854,0.69999,0.00099957,1.0001,3.0162,1.7419,-0.025015,-0.081546,
0.8,0.7854,0.69999,0.00099957,1.0001,3.014,1.7433,-0.034379,-0.10284,
1,0.7854,0.69999,0.00099957,1.0001,3.012,1.7463,-0.044279,-0.12122,
1.2,0.7854,0.69999,0.00099957,1.0001,3.0104,1.7516,-0.054755,-0.1367,
1.4,0.7854,0.69999,0.00099957,1.0001,3.009,1.7603,-0.065882,-0.14933,
1.6,0.7854,0.69999,0.00099957,1.0001,3.0079,1.7735,-0.077779,-0.15915,
1.8,0.7854,0.69999,0.00099957,1.0001,3.007,1.7924,-0.090629,-0.16623,
2,0.7854,0.69999,0.00099957,1.0001,3.0064,1.8186,-0.10469,-0.17067,
2.2,0.78163,0.69999,0.00099957,1.0001,3.006,1.8534,-0.1203,-0.17262,
2.4,0.73985,0.69999,0.00099957,1.0001,3.0059,1.8985,-0.13792,-0.17227,
2.6,0.68863,0.69999,0.00099957,1.0001,3.0059,1.9553,-0.15811,-0.16991,
2.8,0.62786,0.69999,0.00099957,1.0001,3.006,2.0245,-0.18149,-0.16598,
3,0.55783,0.69999,0.00099957,1.0001,3.0061,2.1066,-0.20877,-0.16102,
3.2,0.47964,0.69999,0.00099957,1.0001,3.0063,2.2009,-0.24061,-0.15578,
3.4,0.39515,0.69999,0.00099957,1.0001,3.0063,2.306,-0.2776,-0.15119,
3.6,0.30686,0.69999,0.00099957,1.0001,3.0061,2.4195,-0.32014,-0.14828,
3.8,0.2175,0.69999,0.00099957,1.0001,3.0056,2.5384,-0.36836,-0.14818,
4,0.12944,0.69999,0.00099957,1.0001,3.0046,2.6595,-0.42212,-0.15197,
4.2,0.04426,0.69999,0.00099957,1.0001,3.003,2.7799,-0.48102,-0.16058,
4.4,-0.037635,0.69999,0.00099957,1.0001,3.0009,2.8976,-0.54444,-0.17478,
4.6,-0.11682,0.69999,0.00099957,1.0001,2.9981,3.0119,-0.61167,-0.19516,
