"train_bool","path_type","LOS_radius","em2vic_x","em2vic_y","theta_i","current_x","current_y","throttle","mem","step",,,
1,4,10,-40.7648,-49.218,-2.5041,0.062229,0.089169,3,100,1e-07,1e-09,0.001,

