"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,-0.7854,0.69999,0.00099956,1.0001,-1.6153,-0.72963,0,0,
0.2,-0.61664,0.69999,0.00099956,1.0001,-1.6123,-0.72964,-0.030833,-0.017474,
0.4,-0.61565,0.69999,0.00099956,1.0001,-1.6096,-0.72974,-0.059433,-0.036947,
0.6,-0.61437,0.69999,0.00099956,1.0001,-1.607,-0.73016,-0.085803,-0.058416,
0.8,-0.61241,0.69999,0.00099956,1.0001,-1.6047,-0.73126,-0.10996,-0.081878,
1,-0.60927,0.69999,0.00099956,1.0001,-1.6026,-0.73354,-0.13192,-0.10734,
1.2,-0.60439,0.69999,0.00099956,1.0001,-1.6008,-0.73762,-0.15171,-0.13481,
1.4,-0.59715,0.69999,0.00099956,1.0001,-1.5992,-0.74425,-0.16941,-0.16432,
1.6,-0.58689,0.69999,0.00099956,1.0001,-1.5977,-0.75421,-0.18509,-0.19592,
1.8,-0.57294,0.69999,0.00099956,1.0001,-1.5965,-0.76838,-0.19887,-0.2297,
2,-0.55466,0.69999,0.00099956,1.0001,-1.5955,-0.78761,-0.21092,-0.26577,
2.2,-0.53128,0.69999,0.00099956,1.0001,-1.5946,-0.81273,-0.22145,-0.3043,
2.4,-0.50213,0.69999,0.00099956,1.0001,-1.5938,-0.84442,-0.23075,-0.34546,
2.6,-0.46759,0.69999,0.00099956,1.0001,-1.5932,-0.88318,-0.23916,-0.38947,
2.8,-0.42777,0.69999,0.00099956,1.0001,-1.5926,-0.92919,-0.2471,-0.43656,
3,-0.38309,0.69999,0.00099956,1.0001,-1.592,-0.98232,-0.25507,-0.48696,
3.2,-0.33428,0.69999,0.00099956,1.0001,-1.5914,-1.042,-0.26362,-0.54086,
3.4,-0.28238,0.69999,0.00099956,1.0001,-1.5907,-1.1073,-0.27335,-0.59837,
3.6,-0.22856,0.69999,0.00099956,1.0001,-1.5898,-1.1769,-0.28487,-0.65954,
3.8,-0.17407,0.69999,0.00099956,1.0001,-1.5887,-1.2493,-0.29877,-0.72432,
4,-0.11998,0.69999,0.00099956,1.0001,-1.5873,-1.323,-0.31559,-0.79258,
4.2,-0.067125,0.69999,0.00099956,1.0001,-1.5856,-1.3965,-0.33577,-0.86407,
4.4,-0.015936,0.69999,0.00099956,1.0001,-1.5836,-1.4688,-0.35969,-0.93851,
4.6,0.033587,0.69999,0.00099956,1.0001,-1.5811,-1.5393,-0.38761,-1.0156,
4.8,0.0817,0.69999,0.00099956,1.0001,-1.5783,-1.6076,-0.41975,-1.0949,
5,0.12805,0.69999,0.00099956,1.0001,-1.575,-1.6733,-0.45625,-1.1762,
5.2,0.17134,0.69999,0.00099956,1.0001,-1.5713,-1.7356,-0.49716,-1.259,
5.4,0.20987,0.69999,0.00099956,1.0001,-1.5671,-1.7928,-0.54241,-1.3431,
5.6,0.2417,0.69999,0.00099956,1.0001,-1.5626,-1.8429,-0.59173,-1.4282,
5.8,0.26502,0.69999,0.00099956,1.0001,-1.5576,-1.8837,-0.64471,-1.5143,
6,0.27837,0.69999,0.00099956,1.0001,-1.5524,-1.913,-0.70069,-1.6012,
6.2,0.28101,0.69999,0.00099956,1.0001,-1.547,-1.9292,-0.75887,-1.6892,
6.4,0.273,0.69999,0.00099956,1.0001,-1.5414,-1.9314,-0.81829,-1.7785,
6.6,0.25527,0.69999,0.00099956,1.0001,-1.5359,-1.9197,-0.87792,-1.8695,
6.8,0.22947,0.69999,0.00099956,1.0001,-1.5304,-1.8953,-0.93671,-1.9624,
7,0.1977,0.69999,0.00099956,1.0001,-1.5251,-1.86,-0.99364,-2.0575,
7.2,0.16217,0.69999,0.00099956,1.0001,-1.5201,-1.8162,-1.0478,-2.1549,
7.4,0.12491,0.69999,0.00099956,1.0001,-1.5155,-1.7667,-1.0985,-2.2546,
7.6,0.087501,0.69999,0.00099956,1.0001,-1.5113,-1.714,-1.145,-2.3565,
7.8,0.05097,0.69999,0.00099956,1.0001,-1.5075,-1.6601,-1.1872,-2.4603,
8,0.015803,0.69999,0.00099956,1.0001,-1.5042,-1.6066,-1.2247,-2.5658,
8.2,-0.018025,0.69999,0.00099956,1.0001,-1.5014,-1.5543,-1.2575,-2.6727,
8.4,-0.050816,0.69999,0.00099956,1.0001,-1.499,-1.5036,-1.2856,-2.7806,
8.6,-0.08233,0.69999,0.00099956,1.0001,-1.4972,-1.4547,-1.3091,-2.8892,
8.8,-0.11148,0.69999,0.00099956,1.0001,-1.4957,-1.4086,-1.328,-2.9984,
9,-0.13687,0.69999,0.00099956,1.0001,-1.4948,-1.3664,-1.3427,-3.108,
9.2,-0.15704,0.69999,0.00099956,1.0001,-1.4942,-1.3298,-1.3535,-3.2177,
9.4,-0.17076,0.69999,0.00099956,1.0001,-1.4939,-1.3004,-1.3609,-3.3276,
9.6,-0.17727,0.69999,0.00099956,1.0001,-1.4939,-1.2796,-1.3658,-3.4376,
9.8,-0.17641,0.69999,0.00099956,1.0001,-1.4941,-1.2682,-1.3689,-3.548,
10,-0.1687,0.69999,0.00099956,1.0001,-1.4944,-1.2663,-1.3712,-3.659,
10.2,-0.15518,0.69999,0.00099956,1.0001,-1.4946,-1.2734,-1.3735,-3.7709,
10.4,-0.13723,0.69999,0.00099956,1.0001,-1.4948,-1.2882,-1.3766,-3.8837,
10.6,-0.11631,0.69999,0.00099956,1.0001,-1.4949,-1.3093,-1.3813,-3.9978,
10.8,-0.093754,0.69999,0.00099956,1.0001,-1.4947,-1.3349,-1.3881,-4.1131,
11,-0.07063,0.69999,0.00099956,1.0001,-1.4943,-1.3633,-1.3975,-4.2296,
11.2,-0.047693,0.69999,0.00099956,1.0001,-1.4936,-1.3931,-1.4097,-4.3474,
11.4,-0.025367,0.69999,0.00099956,1.0001,-1.4926,-1.4232,-1.4248,-4.4664,
11.6,-0.0037988,0.69999,0.00099956,1.0001,-1.4913,-1.453,-1.443,-4.5863,
11.8,0.017101,0.69999,0.00099956,1.0001,-1.4897,-1.4819,-1.4641,-4.7071,
12,0.037465,0.69999,0.00099956,1.0001,-1.4878,-1.51,-1.4882,-4.8288,
12.2,0.057045,0.69999,0.00099956,1.0001,-1.4857,-1.5369,-1.5151,-4.951,
12.4,0.075223,0.69999,0.00099956,1.0001,-1.4832,-1.5622,-1.5449,-5.0739,
12.6,0.091259,0.69999,0.00099956,1.0001,-1.4805,-1.5852,-1.5771,-5.1972,
12.8,0.10441,0.69999,0.00099956,1.0001,-1.4776,-1.6051,-1.6117,-5.3209,
13,0.11402,0.69999,0.00099956,1.0001,-1.4745,-1.6209,-1.6483,-5.4449,
13.2,0.11965,0.69999,0.00099956,1.0001,-1.4712,-1.632,-1.6863,-5.5692,
13.4,0.12114,0.69999,0.00099956,1.0001,-1.4678,-1.6379,-1.7252,-5.6939,
13.6,0.11864,0.69999,0.00099956,1.0001,-1.4644,-1.6383,-1.7645,-5.8189,
13.8,0.11256,0.69999,0.00099956,1.0001,-1.461,-1.6335,-1.8036,-5.9442,
14,0.10353,0.69999,0.00099956,1.0001,-1.4577,-1.624,-1.842,-6.0699,
14.2,0.092258,0.69999,0.00099956,1.0001,-1.4545,-1.6104,-1.879,-6.1959,
14.4,0.079454,0.69999,0.00099956,1.0001,-1.4515,-1.5937,-1.9145,-6.3223,
14.6,0.06577,0.69999,0.00099956,1.0001,-1.4487,-1.5747,-1.9479,-6.449,
14.8,0.051715,0.69999,0.00099956,1.0001,-1.4461,-1.5542,-1.9792,-6.576,
15,0.037681,0.69999,0.00099956,1.0001,-1.4437,-1.533,-2.0081,-6.7032,
15.2,0.023919,0.69999,0.00099956,1.0001,-1.4416,-1.5117,-2.0347,-6.8305,
15.4,0.010543,0.69999,0.00099956,1.0001,-1.4397,-1.4906,-2.0589,-6.9579,
15.6,-0.0024274,0.69999,0.00099956,1.0001,-1.4381,-1.47,-2.0808,-7.0854,
15.8,-0.015061,0.69999,0.00099956,1.0001,-1.4367,-1.4501,-2.1004,-7.2128,
16,-0.027368,0.69999,0.00099956,1.0001,-1.4355,-1.4307,-2.1178,-7.3401,
16.2,-0.039179,0.69999,0.00099956,1.0001,-1.4345,-1.4121,-2.1331,-7.4674,
