"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,-0.7854,0.7,0.001,0.84339,-0.48753,1.0293,0,0,
0.2,-0.7854,0.7,0.001,0.84339,-0.48817,1.0293,-0.0070523,0.010939,
0.4,-0.7854,0.7,0.001,0.84339,-0.4891,1.0292,-0.012559,0.024447,
0.6,-0.7854,0.7,0.001,0.84339,-0.49034,1.0287,-0.016523,0.040517,
0.8,-0.7854,0.7,0.001,0.84339,-0.49187,1.0273,-0.01894,0.059137,
1,-0.7854,0.7,0.001,0.84339,-0.4937,1.0243,-0.0198,0.080282,
1.2,-0.7854,0.7,0.001,0.84339,-0.49582,1.019,-0.019073,0.10392,
1.4,-0.7854,0.7,0.001,0.84339,-0.49823,1.0103,-0.016704,0.12998,
1.6,-0.7854,0.7,0.001,0.84339,-0.50093,0.99708,-0.012599,0.15837,
1.8,-0.7854,0.7,0.001,0.84339,-0.50392,0.97813,-0.0066141,0.18898,
2,-0.7854,0.7,0.001,0.84339,-0.50718,0.952,0.0014545,0.2216,
2.2,-0.7854,0.7,0.001,0.84339,-0.51071,0.91718,0.011879,0.25599,
2.4,-0.7854,0.7,0.001,0.84339,-0.51448,0.87204,0.025005,0.29179,
2.6,-0.7854,0.7,0.001,0.84339,-0.51849,0.81488,0.041248,0.32852,
2.8,-0.7854,0.7,0.001,0.84339,-0.52269,0.7439,0.061076,0.36554,
3,-0.76955,0.7,0.001,0.84339,-0.52704,0.65723,0.084981,0.402,
3.2,-0.68513,0.7,0.001,0.84339,-0.53145,0.55313,0.11341,0.43679,
3.4,-0.5876,0.7,0.001,0.84339,-0.53581,0.4311,0.14668,0.46852,
3.6,-0.4795,0.7,0.001,0.84339,-0.54,0.29258,0.18477,0.49559,
3.8,-0.36436,0.7,0.001,0.84339,-0.54383,0.14074,0.22728,0.51634,
4,-0.2465,0.7,0.001,0.84339,-0.54713,-0.019809,0.27325,0.52925,
4.2,-0.12998,0.7,0.001,0.84339,-0.54973,-0.18384,0.32134,0.53316,
4.4,-0.017412,0.7,0.001,0.84339,-0.5515,-0.34676,0.36993,0.52744,
4.6,0.090782,0.7,0.001,0.84339,-0.55236,-0.50577,0.41732,0.51196,
4.8,0.1951,0.7,0.001,0.84339,-0.55224,-0.65961,0.46191,0.48701,
5,0.29314,0.7,0.001,0.84339,-0.55114,-0.80599,0.50227,0.45319,
5.2,0.37926,0.7,0.001,0.84339,-0.5491,-0.94008,0.53736,0.4115,
5.4,0.4472,0.7,0.001,0.84339,-0.5462,-1.0553,0.56677,0.36318,
5.6,0.49157,0.7,0.001,0.84339,-0.5426,-1.1446,0.59091,0.30965,
5.8,0.50889,0.7,0.001,0.84339,-0.53846,-1.202,0.61101,0.25222,
6,0.4982,0.7,0.001,0.84339,-0.53398,-1.2238,0.62906,0.19205,
6.2,0.46107,0.7,0.001,0.84339,-0.52937,-1.209,0.64746,0.13018,
6.4,0.40152,0.7,0.001,0.84339,-0.52485,-1.1599,0.66877,0.067656,
6.6,0.32569,0.7,0.001,0.84339,-0.52062,-1.0819,0.69535,0.0057109,
6.8,0.24072,0.7,0.001,0.84339,-0.5169,-0.98244,0.72897,-0.054195,
7,0.1533,0.7,0.001,0.84339,-0.51387,-0.87025,0.77065,-0.11049,
7.2,0.068056,0.7,0.001,0.84339,-0.51169,-0.75301,0.82057,-0.16169,
7.4,-0.013119,0.7,0.001,0.84339,-0.51042,-0.63621,0.87829,-0.2066,
7.6,-0.090917,0.7,0.001,0.84339,-0.51012,-0.52235,0.94297,-0.24433,
7.8,-0.16525,0.7,0.001,0.84339,-0.51079,-0.41286,1.0136,-0.27426,
8,-0.23242,0.7,0.001,0.84339,-0.5124,-0.31089,1.0892,-0.29609,
8.2,-0.28673,0.7,0.001,0.84339,-0.51488,-0.22177,1.1686,-0.31009,
8.4,-0.32279,0.7,0.001,0.84339,-0.5181,-0.15181,1.2507,-0.31725,
8.6,-0.33708,0.7,0.001,0.84339,-0.52185,-0.10658,1.3347,-0.31932,
8.8,-0.32894,0.7,0.001,0.84339,-0.52592,-0.089437,1.4201,-0.3186,
9,-0.30065,0.7,0.001,0.84339,-0.53005,-0.10058,1.5065,-0.31771,
9.2,-0.25684,0.7,0.001,0.84339,-0.534,-0.13702,1.5937,-0.31921,
9.4,-0.20324,0.7,0.001,0.84339,-0.53756,-0.19328,1.6811,-0.3253,
9.6,-0.14533,0.7,0.001,0.84339,-0.54056,-0.26277,1.7682,-0.33759,
