"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,-0.019908,0.68878,0.016441,-10.8128,2.0328,2.1323,0,0,
0.2,-0.019686,0.68878,0.016441,-10.8128,2.0339,2.1323,0.00089115,0.023214,
0.4,-0.019469,0.68878,0.016441,-10.8128,2.035,2.1323,0.00018616,0.048966,
0.6,-0.019258,0.68878,0.016441,-10.8128,2.036,2.1323,-0.0021117,0.07725,
0.8,-0.019052,0.68878,0.016441,-10.8128,2.037,2.1323,-0.0059972,0.10806,
1,-0.018853,0.68878,0.016441,-10.8128,2.038,2.1323,-0.011463,0.14138,
1.2,-0.01866,0.68878,0.016441,-10.8128,2.039,2.1323,-0.018499,0.17719,
1.4,-0.018472,0.68878,0.016441,-10.8128,2.0399,2.1323,-0.027094,0.21549,
1.6,-0.018289,0.68878,0.016441,-10.8128,2.0409,2.1323,-0.037235,0.25624,
1.8,-0.018113,0.68878,0.016441,-10.8128,2.0417,2.1323,-0.048905,0.29942,
2,-0.017942,0.68878,0.016441,-10.8128,2.0426,2.1323,-0.062089,0.34501,
2.2,-0.017776,0.68878,0.016441,-10.8128,2.0434,2.1323,-0.076767,0.39298,
2.4,-0.017616,0.68878,0.016441,-10.8128,2.0442,2.1323,-0.092918,0.44328,
2.6,-0.017461,0.68878,0.016441,-10.8128,2.045,2.1323,-0.11052,0.4959,
2.8,-0.017311,0.68878,0.016441,-10.8128,2.0457,2.1323,-0.12955,0.55078,
3,-0.017166,0.68878,0.016441,-10.8128,2.0464,2.1323,-0.14998,0.6079,
3.2,-0.017026,0.68878,0.016441,-10.8128,2.0471,2.1323,-0.17179,0.66721,
3.4,-0.016891,0.68878,0.016441,-10.8128,2.0478,2.1322,-0.19495,0.72866,
3.6,-0.016761,0.68878,0.016441,-10.8128,2.0484,2.1322,-0.21943,0.79221,
3.8,-0.016635,0.68878,0.016441,-10.8128,2.0491,2.1322,-0.24521,0.85783,
4,-0.016514,0.68878,0.016441,-10.8128,2.0496,2.1322,-0.27225,0.92545,
4.2,-0.016397,0.68878,0.016441,-10.8128,2.0502,2.1322,-0.30052,0.99503,
4.4,-0.016284,0.68878,0.016441,-10.8128,2.0508,2.1322,-0.32999,1.0665,
4.6,-0.016176,0.68878,0.016441,-10.8128,2.0513,2.1322,-0.36063,1.1399,
4.8,-0.016072,0.68878,0.016441,-10.8128,2.0518,2.1322,-0.39241,1.215,
5,-0.015971,0.68878,0.016441,-10.8128,2.0523,2.1321,-0.42529,1.292,
5.2,-0.015875,0.68878,0.016441,-10.8128,2.0527,2.1321,-0.45926,1.3706,
5.4,-0.015782,0.68878,0.016441,-10.8128,2.0532,2.1321,-0.49426,1.4509,
5.6,-0.015693,0.68878,0.016441,-10.8128,2.0536,2.1321,-0.53027,1.5328,
5.8,-0.015607,0.68878,0.016441,-10.8128,2.054,2.1321,-0.56727,1.6163,
6,-0.015525,0.68878,0.016441,-10.8128,2.0544,2.132,-0.60521,1.7013,
6.2,-0.015445,0.68878,0.016441,-10.8128,2.0548,2.132,-0.64407,1.7877,
6.4,-0.015369,0.68878,0.016441,-10.8128,2.0552,2.132,-0.68381,1.8756,
6.6,-0.015296,0.68878,0.016441,-10.8128,2.0555,2.132,-0.7244,1.9648,
6.8,-0.015226,0.68878,0.016441,-10.8128,2.0558,2.132,-0.76582,2.0553,
7,-0.015158,0.68878,0.016441,-10.8128,2.0561,2.1319,-0.80804,2.1471,
7.2,-0.015094,0.68878,0.016441,-10.8128,2.0564,2.1319,-0.85102,2.2401,
7.4,-0.015032,0.68878,0.016441,-10.8128,2.0567,2.1319,-0.89473,2.3343,
7.6,-0.014972,0.68878,0.016441,-10.8128,2.057,2.1318,-0.93916,2.4296,
7.8,-0.014915,0.68878,0.016441,-10.8128,2.0572,2.1318,-0.98426,2.5261,
8,-0.014859,0.68878,0.016441,-10.8128,2.0575,2.1318,-1.03,2.6235,
8.2,-0.014807,0.68878,0.016441,-10.8128,2.0577,2.1318,-1.0764,2.722,
8.4,-0.014756,0.68878,0.016441,-10.8128,2.058,2.1317,-1.1234,2.8214,
8.6,-0.014707,0.68878,0.016441,-10.8128,2.0582,2.1317,-1.171,2.9218,
8.8,-0.01466,0.68878,0.016441,-10.8128,2.0584,2.1317,-1.2191,3.023,
9,-0.014615,0.68878,0.016441,-10.8128,2.0586,2.1316,-1.2678,3.1251,
9.2,-0.014572,0.68878,0.016441,-10.8128,2.0588,2.1316,-1.3169,3.228,
9.4,-0.014531,0.68878,0.016441,-10.8128,2.0589,2.1316,-1.3666,3.3317,
9.6,-0.014491,0.68878,0.016441,-10.8128,2.0591,2.1316,-1.4167,3.4362,
9.8,-0.014452,0.68878,0.016441,-10.8128,2.0593,2.1315,-1.4673,3.5414,
10,-0.014415,0.68878,0.016441,-10.8128,2.0594,2.1315,-1.5183,3.6472,
10.2,-0.01438,0.68878,0.016441,-10.8128,2.0596,2.1315,-1.5697,3.7537,
10.4,-0.014345,0.68878,0.016441,-10.8128,2.0597,2.1314,-1.6215,3.8609,
10.6,-0.014312,0.68878,0.016441,-10.8128,2.0598,2.1314,-1.6737,3.9686,
10.8,-0.014281,0.68878,0.016441,-10.8128,2.06,2.1314,-1.7262,4.0769,
11,-0.01425,0.68878,0.016441,-10.8128,2.0601,2.1313,-1.7791,4.1858,
11.2,-0.014221,0.68878,0.016441,-10.8128,2.0602,2.1313,-1.8323,4.2952,
11.4,-0.014192,0.68878,0.016441,-10.8128,2.0603,2.1313,-1.8858,4.4051,
11.6,-0.014165,0.68878,0.016441,-10.8128,2.0604,2.1312,-1.9396,4.5154,
11.8,-0.014138,0.68878,0.016441,-10.8128,2.0605,2.1312,-1.9937,4.6262,
12,-0.014112,0.68878,0.016441,-10.8128,2.0606,2.1312,-2.048,4.7375,
12.2,-0.014087,0.68878,0.016441,-10.8128,2.0607,2.1311,-2.1026,4.8492,
12.4,-0.014063,0.68878,0.016441,-10.8128,2.0608,2.1311,-2.1575,4.9612,
12.6,-0.01404,0.68878,0.016441,-10.8128,2.0608,2.131,-2.2125,5.0737,
12.8,-0.014018,0.68878,0.016441,-10.8128,2.0609,2.131,-2.2678,5.1865,
13,-0.013996,0.68878,0.016441,-10.8128,2.061,2.131,-2.3234,5.2996,
13.2,-0.013974,0.68878,0.016441,-10.8128,2.0611,2.1309,-2.3791,5.4131,
13.4,-0.013954,0.68878,0.016441,-10.8128,2.0611,2.1309,-2.435,5.5269,
13.6,-0.013934,0.68878,0.016441,-10.8128,2.0612,2.1309,-2.4911,5.6409,
13.8,-0.013914,0.68878,0.016441,-10.8128,2.0613,2.1308,-2.5473,5.7553,
14,-0.013895,0.68878,0.016441,-10.8128,2.0613,2.1308,-2.6037,5.8699,
14.2,-0.013877,0.68878,0.016441,-10.8128,2.0614,2.1308,-2.6603,5.9848,
14.4,-0.013859,0.68878,0.016441,-10.8128,2.0614,2.1307,-2.717,6.0999,
14.6,-0.013841,0.68878,0.016441,-10.8128,2.0615,2.1307,-2.7739,6.2153,
14.8,-0.013824,0.68878,0.016441,-10.8128,2.0615,2.1306,-2.8309,6.3309,
15,-0.013807,0.68878,0.016441,-10.8128,2.0616,2.1306,-2.888,6.4467,
15.2,-0.013791,0.68878,0.016441,-10.8128,2.0616,2.1306,-2.9453,6.5627,
15.4,-0.013775,0.68878,0.016441,-10.8128,2.0617,2.1305,-3.0026,6.6789,
15.6,-0.013759,0.68878,0.016441,-10.8128,2.0617,2.1305,-3.0601,6.7952,
15.8,-0.013743,0.68878,0.016441,-10.8128,2.0617,2.1305,-3.1177,6.9118,
16,-0.013728,0.68878,0.016441,-10.8128,2.0618,2.1304,-3.1754,7.0285,
16.2,-0.013713,0.68878,0.016441,-10.8128,2.0618,2.1304,-3.2331,7.1453,
16.4,-0.013698,0.68878,0.016441,-10.8128,2.0619,2.1304,-3.291,7.2623,
16.6,-0.013684,0.68878,0.016441,-10.8128,2.0619,2.1303,-3.3489,7.3795,
16.8,-0.01367,0.68878,0.016441,-10.8128,2.0619,2.1303,-3.4069,7.4968,
17,-0.013656,0.68878,0.016441,-10.8128,2.062,2.1302,-3.465,7.6142,
17.2,-0.013642,0.68878,0.016441,-10.8128,2.062,2.1302,-3.5232,7.7317,
17.4,-0.013628,0.68878,0.016441,-10.8128,2.062,2.1302,-3.5814,7.8494,
17.6,-0.013615,0.68878,0.016441,-10.8128,2.0621,2.1301,-3.6397,7.9671,
17.8,-0.013601,0.68878,0.016441,-10.8128,2.0621,2.1301,-3.6981,8.085,
18,-0.013588,0.68878,0.016441,-10.8128,2.0621,2.1301,-3.7565,8.203,
18.2,-0.013575,0.68878,0.016441,-10.8128,2.0621,2.13,-3.815,8.321,
18.4,-0.013562,0.68878,0.016441,-10.8128,2.0622,2.13,-3.8735,8.4392,
18.6,-0.013549,0.68878,0.016441,-10.8128,2.0622,2.1299,-3.9321,8.5574,
18.8,-0.013536,0.68878,0.016441,-10.8128,2.0622,2.1299,-3.9907,8.6758,
19,-0.013523,0.68878,0.016441,-10.8128,2.0622,2.1299,-4.0493,8.7942,
19.2,-0.013511,0.68878,0.016441,-10.8128,2.0623,2.1298,-4.108,8.9126,
19.4,-0.013498,0.68878,0.016441,-10.8128,2.0623,2.1298,-4.1668,9.0312,
19.6,-0.013486,0.68878,0.016441,-10.8128,2.0623,2.1298,-4.2256,9.1498,
19.8,-0.013473,0.68878,0.01644,-10.8128,2.0623,2.1297,-4.2844,9.2685,
20,-0.013461,0.68878,0.016439,-10.8128,2.0624,2.1297,-4.3432,9.3872,
20.2,-0.013449,0.68878,0.016439,-10.8127,2.0624,2.1296,-4.4021,9.506,
20.4,-0.013437,0.68878,0.016438,-10.8127,2.0624,2.1296,-4.461,9.6249,
20.6,-0.013424,0.68878,0.016437,-10.8126,2.0624,2.1296,-4.5199,9.7438,
20.8,-0.013412,0.68877,0.016436,-10.8126,2.0625,2.1295,-4.5789,9.8627,
21,-0.0134,0.68877,0.016435,-10.8125,2.0625,2.1295,-4.6379,9.9817,
21.2,-0.013388,0.68877,0.016435,-10.8125,2.0625,2.1295,-4.6969,10.1008,
21.4,-0.013376,0.68877,0.016434,-10.8124,2.0625,2.1294,-4.7559,10.2198,
21.6,-0.013364,0.68877,0.016433,-10.8124,2.0626,2.1294,-4.815,10.339,
21.8,-0.013351,0.68877,0.016432,-10.8123,2.0626,2.1293,-4.8741,10.4581,
22,-0.013339,0.68877,0.016431,-10.8123,2.0626,2.1293,-4.9331,10.5774,
22.2,-0.013327,0.68876,0.016431,-10.8123,2.0626,2.1293,-4.9923,10.6966,
22.4,-0.013315,0.68876,0.01643,-10.8122,2.0627,2.1292,-5.0514,10.8159,
22.6,-0.013303,0.68876,0.016429,-10.8122,2.0627,2.1292,-5.1105,10.9352,
22.8,-0.013291,0.68876,0.016428,-10.8121,2.0627,2.1292,-5.1697,11.0545,
23,-0.013279,0.68876,0.016427,-10.8121,2.0627,2.1291,-5.2288,11.1739,
23.2,-0.013267,0.68876,0.016427,-10.812,2.0628,2.1291,-5.288,11.2933,
23.4,-0.013254,0.68876,0.016426,-10.812,2.0628,2.1291,-5.3472,11.4127,
23.6,-0.013242,0.68875,0.016425,-10.8119,2.0628,2.129,-5.4064,11.5322,
23.8,-0.01323,0.68875,0.016424,-10.8119,2.0628,2.129,-5.4656,11.6516,
24,-0.013218,0.68875,0.016424,-10.8118,2.0629,2.1289,-5.5248,11.7711,
24.2,-0.013205,0.68875,0.016423,-10.8118,2.0629,2.1289,-5.5841,11.8907,
24.4,-0.013193,0.68875,0.016422,-10.8118,2.0629,2.1289,-5.6433,12.0102,
24.6,-0.013181,0.68875,0.016421,-10.8117,2.0629,2.1288,-5.7026,12.1298,
24.8,-0.013168,0.68875,0.01642,-10.8117,2.063,2.1288,-5.7618,12.2493,
25,-0.013156,0.68875,0.01642,-10.8116,2.063,2.1288,-5.8211,12.3689,
25.2,-0.013143,0.68874,0.016419,-10.8116,2.063,2.1287,-5.8803,12.4885,
25.4,-0.013131,0.68874,0.016418,-10.8115,2.063,2.1287,-5.9396,12.6082,
25.6,-0.013118,0.68874,0.016417,-10.8115,2.0631,2.1287,-5.9989,12.7278,
25.8,-0.013106,0.68874,0.016417,-10.8114,2.0631,2.1286,-6.0582,12.8475,
26,-0.013093,0.68874,0.016416,-10.8114,2.0631,2.1286,-6.1174,12.9672,
26.2,-0.013081,0.68874,0.016415,-10.8114,2.0631,2.1285,-6.1767,13.0869,
26.4,-0.013068,0.68874,0.016414,-10.8113,2.0632,2.1285,-6.236,13.2066,
26.6,-0.013055,0.68874,0.016414,-10.8113,2.0632,2.1285,-6.2953,13.3263,
26.8,-0.013042,0.68873,0.016413,-10.8112,2.0632,2.1284,-6.3546,13.446,
27,-0.01303,0.68873,0.016412,-10.8112,2.0633,2.1284,-6.4139,13.5658,
27.2,-0.013017,0.68873,0.016411,-10.8111,2.0633,2.1284,-6.4732,13.6855,
27.4,-0.013004,0.68873,0.016411,-10.8111,2.0633,2.1283,-6.5325,13.8053,
27.6,-0.012991,0.68873,0.01641,-10.8111,2.0633,2.1283,-6.5918,13.925,
27.8,-0.012978,0.68873,0.016409,-10.811,2.0634,2.1283,-6.6511,14.0448,
28,-0.012965,0.68873,0.016409,-10.811,2.0634,2.1282,-6.7105,14.1646,
28.2,-0.012951,0.68873,0.016409,-10.811,2.0634,2.1282,-6.7698,14.2844,
28.4,-0.012938,0.68873,0.016409,-10.811,2.0635,2.1282,-6.8291,14.4042,
28.6,-0.012925,0.68873,0.016409,-10.811,2.0635,2.1281,-6.8884,14.5241,
28.8,-0.012912,0.68873,0.016409,-10.811,2.0635,2.1281,-6.9477,14.6439,
29,-0.012898,0.68873,0.016409,-10.811,2.0636,2.128,-7.007,14.7637,
29.2,-0.012885,0.68873,0.016409,-10.811,2.0636,2.128,-7.0663,14.8836,
29.4,-0.012871,0.68873,0.016409,-10.811,2.0636,2.128,-7.1256,15.0034,
29.6,-0.012858,0.68873,0.016409,-10.811,2.0637,2.1279,-7.1849,15.1233,
29.8,-0.012844,0.68873,0.016409,-10.811,2.0637,2.1279,-7.2443,15.2432,
30,-0.012831,0.68873,0.016409,-10.811,2.0637,2.1279,-7.3036,15.363,
30.2,-0.012817,0.68873,0.016409,-10.811,2.0638,2.1278,-7.3629,15.4829,
30.4,-0.012803,0.68873,0.016409,-10.811,2.0638,2.1278,-7.4222,15.6028,
30.6,-0.012789,0.68873,0.016409,-10.811,2.0638,2.1278,-7.4815,15.7227,
30.8,-0.012776,0.68873,0.016409,-10.811,2.0639,2.1277,-7.5408,15.8426,
31,-0.012762,0.68873,0.016409,-10.811,2.0639,2.1277,-7.6001,15.9625,
31.2,-0.012748,0.68873,0.016409,-10.811,2.0639,2.1277,-7.6594,16.0824,
31.4,-0.012734,0.68873,0.016409,-10.811,2.064,2.1276,-7.7187,16.2023,
31.6,-0.01272,0.68873,0.016409,-10.811,2.064,2.1276,-7.778,16.3222,
31.8,-0.012706,0.68873,0.016409,-10.811,2.064,2.1276,-7.8373,16.4421,
