"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,-0.29936,0.69021,0.014173,-8.8232,2.0016,3.4984,0,0,
0.2,0.2994,0.69021,0.014173,-8.8232,2.0014,-2.7848,0.00045857,-0.0061307,
0.4,0.2995,0.69021,0.014173,-8.8232,2.0009,-2.7848,-0.0018917,-0.013308,
0.6,0.29968,0.69021,0.014173,-8.8232,2.0001,-2.7847,-0.007045,-0.021531,
0.8,0.29992,0.69021,0.014173,-8.8232,1.999,-2.7846,-0.014992,-0.030797,
1,0.30024,0.69021,0.014173,-8.8232,1.9976,-2.7844,-0.025718,-0.041101,
1.2,0.30064,0.69021,0.014173,-8.8232,1.9959,-2.7841,-0.039207,-0.052439,
1.4,0.30112,0.69021,0.014173,-8.8232,1.9939,-2.7837,-0.055436,-0.064809,
1.6,0.30169,0.69021,0.014173,-8.8232,1.9916,-2.7831,-0.07438,-0.078205,
1.8,0.30235,0.69021,0.014173,-8.8232,1.9891,-2.7824,-0.09601,-0.092624,
2,0.30311,0.69021,0.014173,-8.8232,1.9862,-2.7814,-0.12029,-0.10806,
2.2,0.30397,0.69021,0.014173,-8.8232,1.9831,-2.7803,-0.14719,-0.12452,
2.4,0.30493,0.69021,0.014173,-8.8232,1.9797,-2.7789,-0.17666,-0.14199,
2.6,0.30599,0.69021,0.014173,-8.8232,1.976,-2.7772,-0.20866,-0.16048,
2.8,0.30717,0.69021,0.014173,-8.8232,1.972,-2.7753,-0.24315,-0.17999,
3,0.30845,0.69021,0.014173,-8.8232,1.9678,-2.7731,-0.28006,-0.20052,
3.2,0.30986,0.69021,0.014173,-8.8232,1.9633,-2.7706,-0.31935,-0.22208,
3.4,0.31137,0.69021,0.014173,-8.8232,1.9586,-2.7677,-0.36096,-0.24467,
3.6,0.31301,0.69021,0.014173,-8.8232,1.9536,-2.7645,-0.40483,-0.2683,
3.8,0.31478,0.69021,0.014173,-8.8232,1.9484,-2.7609,-0.45089,-0.29299,
4,0.31667,0.69021,0.014173,-8.8232,1.943,-2.7569,-0.49908,-0.31875,
4.2,0.31868,0.69021,0.014173,-8.8232,1.9373,-2.7525,-0.54933,-0.34558,
4.4,0.32083,0.69021,0.014173,-8.8232,1.9313,-2.7477,-0.60157,-0.37352,
4.6,0.32311,0.69021,0.014173,-8.8232,1.9252,-2.7424,-0.65573,-0.40258,
4.8,0.32553,0.69021,0.014173,-8.8232,1.9188,-2.7367,-0.71173,-0.43279,
5,0.32809,0.69021,0.014173,-8.8232,1.9122,-2.7305,-0.76948,-0.46417,
5.2,0.33078,0.69021,0.014173,-8.8232,1.9054,-2.7238,-0.82893,-0.49674,
5.4,0.33362,0.69021,0.014173,-8.8232,1.8984,-2.7166,-0.88997,-0.53054,
5.6,0.33661,0.69021,0.014173,-8.8232,1.8913,-2.7089,-0.95253,-0.5656,
5.8,0.33974,0.69021,0.014173,-8.8232,1.8839,-2.7006,-1.0165,-0.60195,
6,0.34303,0.69021,0.014173,-8.8232,1.8763,-2.6917,-1.0818,-0.63963,
6.2,0.34646,0.69021,0.014173,-8.8232,1.8686,-2.6823,-1.1484,-0.67869,
6.4,0.35006,0.69021,0.014173,-8.8232,1.8606,-2.6723,-1.2162,-0.71915,
6.6,0.35381,0.69021,0.014173,-8.8232,1.8526,-2.6616,-1.285,-0.76107,
6.8,0.35772,0.69021,0.014173,-8.8232,1.8443,-2.6503,-1.3548,-0.80449,
7,0.3618,0.69021,0.014173,-8.8232,1.8359,-2.6383,-1.4254,-0.84945,
7.2,0.36604,0.69021,0.014173,-8.8232,1.8273,-2.6256,-1.4968,-0.89601,
7.4,0.37046,0.69021,0.014173,-8.8232,1.8186,-2.6123,-1.5689,-0.94421,
7.6,0.37504,0.69021,0.014173,-8.8232,1.8098,-2.5982,-1.6415,-0.9941,
7.8,0.3798,0.69021,0.014173,-8.8232,1.8008,-2.5833,-1.7146,-1.0457,
8,0.38474,0.69021,0.014173,-8.8232,1.7917,-2.5677,-1.788,-1.0992,
8.2,0.38986,0.69021,0.014173,-8.8232,1.7825,-2.5513,-1.8616,-1.1545,
8.4,0.39517,0.69021,0.014173,-8.8232,1.7732,-2.5341,-1.9354,-1.2116,
8.6,0.40066,0.69021,0.014173,-8.8232,1.7638,-2.5161,-2.0091,-1.2708,
8.8,0.40635,0.69021,0.014173,-8.8232,1.7543,-2.4972,-2.0826,-1.3319,
9,0.41223,0.69021,0.014173,-8.8232,1.7447,-2.4774,-2.1558,-1.3951,
9.2,0.41831,0.69021,0.014173,-8.8232,1.735,-2.4566,-2.2287,-1.4605,
9.4,0.42459,0.69021,0.014173,-8.8232,1.7253,-2.435,-2.3009,-1.528,
9.6,0.43107,0.69021,0.014173,-8.8232,1.7155,-2.4124,-2.3724,-1.5976,
9.8,0.43776,0.69021,0.014173,-8.8232,1.7056,-2.3887,-2.4431,-1.6696,
10,0.44467,0.69021,0.014173,-8.8232,1.6958,-2.3641,-2.5127,-1.7438,
10.2,0.45178,0.69021,0.014173,-8.8232,1.6859,-2.3384,-2.5811,-1.8204,
10.4,0.45912,0.69021,0.014173,-8.8232,1.676,-2.3116,-2.6481,-1.8993,
10.6,0.46667,0.69021,0.014173,-8.8232,1.6661,-2.2837,-2.7135,-1.9806,
10.8,0.47445,0.69021,0.014173,-8.8232,1.6563,-2.2547,-2.7772,-2.0643,
11,0.48245,0.69021,0.014173,-8.8232,1.6465,-2.2245,-2.839,-2.1504,
11.2,0.49068,0.69021,0.014173,-8.8232,1.6367,-2.1931,-2.8986,-2.2389,
11.4,0.49914,0.69021,0.014173,-8.8232,1.6271,-2.1604,-2.9559,-2.3299,
11.6,0.50783,0.69021,0.014173,-8.8232,1.6175,-2.1265,-3.0106,-2.4232,
11.8,0.51675,0.69021,0.014173,-8.8232,1.6081,-2.0914,-3.0625,-2.5189,
12,0.5259,0.69021,0.014173,-8.8232,1.5988,-2.0549,-3.1114,-2.6169,
12.2,0.53528,0.69021,0.014173,-8.8232,1.5898,-2.017,-3.1571,-2.7172,
12.4,0.5449,0.69021,0.014173,-8.8232,1.5809,-1.9778,-3.1993,-2.8196,
12.6,0.55474,0.69021,0.014173,-8.8232,1.5723,-1.9372,-3.2377,-2.9242,
12.8,0.56481,0.69021,0.014173,-8.8232,1.5639,-1.8952,-3.2722,-3.0307,
13,0.57511,0.69021,0.014173,-8.8232,1.5559,-1.8518,-3.3024,-3.139,
13.2,0.58563,0.69021,0.014173,-8.8232,1.5482,-1.8068,-3.3282,-3.2491,
13.4,0.59638,0.69021,0.014173,-8.8232,1.5408,-1.7605,-3.3492,-3.3606,
13.6,0.60733,0.69021,0.014173,-8.8232,1.5339,-1.7126,-3.3653,-3.4735,
13.8,0.61849,0.69021,0.014173,-8.8232,1.5275,-1.6632,-3.3762,-3.5874,
14,0.62678,0.69021,0.014173,-8.8232,1.5215,-1.6124,-3.3816,-3.7021,
14.2,0.61526,0.69021,0.014173,-8.8232,1.5161,-1.5602,-3.3815,-3.8174,
14.4,0.60385,0.69021,0.014173,-8.8232,1.5113,-1.508,-3.3756,-3.9329,
14.6,0.59274,0.69021,0.014173,-8.8232,1.507,-1.4567,-3.364,-4.0483,
14.8,0.58194,0.69021,0.014173,-8.8232,1.5033,-1.4064,-3.3468,-4.1634,
15,0.57147,0.69021,0.014173,-8.8232,1.5002,-1.3571,-3.3241,-4.2777,
15.2,0.56132,0.69021,0.014173,-8.8232,1.4977,-1.3089,-3.2961,-4.3912,
15.4,0.55149,0.69021,0.014173,-8.8232,1.4958,-1.2616,-3.2629,-4.5035,
