"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.7854,0.69207,0.014288,-8.798,0.022595,0.93956,0,0,
0.2,-0.63713,0.69207,0.014288,-8.798,0.019674,0.93957,-0.002941,0.029147,
0.4,-0.65075,0.69207,0.014288,-8.798,0.016516,0.93953,-0.004113,0.060713,
0.6,-0.66535,0.69207,0.014288,-8.798,0.01312,0.93936,-0.0035188,0.094695,
0.8,-0.68069,0.69207,0.014288,-8.798,0.009487,0.93896,-0.0011625,0.13108,
1,-0.69686,0.69207,0.014288,-8.798,0.0056192,0.93826,0.0029518,0.16986,
1.2,-0.71385,0.69207,0.014288,-8.798,0.001518,0.93715,0.008821,0.21101,
1.4,-0.73163,0.69207,0.014288,-8.798,-0.0028142,0.93553,0.016444,0.2545,
1.6,-0.75015,0.69207,0.014288,-8.798,-0.0073739,0.93328,0.025821,0.3003,
1.8,-0.76935,0.69207,0.014288,-8.798,-0.012158,0.9303,0.036959,0.34838,
2,-0.7854,0.69207,0.014288,-8.798,-0.017161,0.92647,0.049868,0.39868,
2.2,-0.7854,0.69207,0.014288,-8.798,-0.022378,0.9217,0.064563,0.45115,
2.4,-0.7854,0.69207,0.014288,-8.798,-0.027803,0.91595,0.081066,0.50572,
2.6,-0.7854,0.69207,0.014288,-8.798,-0.033428,0.90916,0.099404,0.56232,
2.8,-0.7854,0.69207,0.014288,-8.798,-0.039246,0.90129,0.11961,0.62087,
3,-0.7854,0.69207,0.014288,-8.798,-0.045247,0.89226,0.14171,0.68127,
3.2,-0.7854,0.69207,0.014288,-8.798,-0.051425,0.88203,0.16576,0.74343,
3.4,-0.7854,0.69207,0.014288,-8.798,-0.05776,0.87053,0.19181,0.80723,
3.6,-0.7854,0.69207,0.014288,-8.798,-0.063683,0.85774,0.21989,0.87255,
3.8,-0.7854,0.69207,0.014288,-8.798,-0.071157,0.8436,0.25008,0.93926,
4,-0.7854,0.69207,0.014288,-8.798,-0.076812,0.82808,0.28244,1.0072,
4.2,-0.7854,0.69207,0.014288,-8.798,-0.084496,0.81115,0.31702,1.0763,
4.4,-0.7854,0.69207,0.014288,-8.798,-0.090409,0.7928,0.35388,1.1463,
4.6,-0.7854,0.69207,0.014288,-8.798,-0.098489,0.77299,0.39311,1.2171,
4.8,-0.7854,0.69207,0.014288,-8.798,-0.10558,0.75171,0.43475,1.2884,
5,-0.7854,0.69207,0.014288,-8.798,-0.11272,0.72895,0.47887,1.3602,
5.2,-0.7854,0.69207,0.014288,-8.798,-0.11988,0.70472,0.52553,1.4321,
5.4,-0.7854,0.69207,0.014288,-8.798,-0.12703,0.67899,0.57478,1.504,
5.6,-0.7854,0.69207,0.014288,-8.798,-0.13416,0.65179,0.62668,1.5757,
5.8,-0.7854,0.69207,0.014288,-8.798,-0.14125,0.62311,0.68125,1.6469,
6,-0.7854,0.69207,0.014288,-8.798,-0.14826,0.59297,0.73853,1.7174,
6.2,-0.7854,0.69207,0.014288,-8.798,-0.15518,0.56137,0.79854,1.7869,
6.4,-0.7854,0.69207,0.014288,-8.798,-0.16198,0.52834,0.86128,1.8552,
