"train_bool","path_type","LOS_radius","em2vic_x","em2vic_y","theta_i","current_x","current_y","throttle","mem","step",,,
1,4,10,-34.2387,47.0593,3.636,-0.0058497,0.12011,3,100,-0.0001,-1e-06,-0.1,

