"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,-0.33249,0.7732,0.023151,0.43297,-1.9812,-1.7107,0,0,
0.2,-0.22134,0.7732,0.023151,0.43297,-1.9809,-1.7107,-0.019238,-0.037929,
0.4,-0.22748,0.7732,0.023151,0.43297,-1.9808,-1.7107,-0.038893,-0.078826,
0.6,-0.23366,0.7732,0.023151,0.43297,-1.9807,-1.7108,-0.058966,-0.12269,
0.8,-0.23987,0.7732,0.023151,0.43297,-1.9807,-1.7108,-0.079456,-0.1695,
1,-0.24608,0.7732,0.023151,0.43297,-1.9807,-1.711,-0.10036,-0.21925,
1.2,-0.25228,0.7732,0.023151,0.43297,-1.9809,-1.7112,-0.12168,-0.27192,
1.4,-0.25846,0.7732,0.023151,0.43297,-1.9811,-1.7115,-0.14341,-0.32749,
1.6,-0.26458,0.7732,0.023151,0.43297,-1.9814,-1.7119,-0.16556,-0.38593,
1.8,-0.27063,0.7732,0.023151,0.43297,-1.9818,-1.7125,-0.18813,-0.44721,
2,-0.27658,0.7732,0.023151,0.43297,-1.9822,-1.7132,-0.21111,-0.51131,
2.2,-0.2824,0.7732,0.023151,0.43297,-1.9828,-1.7142,-0.23451,-0.57818,
2.4,-0.28807,0.7732,0.023151,0.43297,-1.9833,-1.7154,-0.25835,-0.64778,
2.6,-0.29355,0.7732,0.023151,0.43297,-1.984,-1.7168,-0.28262,-0.72008,
2.8,-0.29881,0.7732,0.023151,0.43297,-1.9847,-1.7186,-0.30735,-0.79502,
3,-0.30382,0.7732,0.023151,0.43297,-1.9855,-1.7207,-0.33254,-0.87255,
3.2,-0.30855,0.7732,0.023151,0.43297,-1.9864,-1.7231,-0.35821,-0.95263,
3.4,-0.31297,0.7732,0.023151,0.43297,-1.9872,-1.7259,-0.38438,-1.0352,
3.6,-0.31705,0.7732,0.023151,0.43297,-1.9882,-1.7291,-0.41108,-1.1202,
3.8,-0.32076,0.7732,0.023151,0.43297,-1.9892,-1.7328,-0.43833,-1.2076,
4,-0.32407,0.7732,0.023151,0.43297,-1.9902,-1.7369,-0.46617,-1.2972,
4.2,-0.32696,0.7732,0.023151,0.43297,-1.9913,-1.7415,-0.49463,-1.3892,
4.4,-0.32941,0.7732,0.023151,0.43297,-1.9923,-1.7465,-0.52374,-1.4833,
4.6,-0.33139,0.7732,0.023151,0.43297,-1.9935,-1.752,-0.55355,-1.5795,
4.8,-0.3329,0.7732,0.023151,0.43297,-1.9946,-1.758,-0.58409,-1.6777,
5,-0.33392,0.7732,0.023151,0.43297,-1.9957,-1.7645,-0.61542,-1.778,
5.2,-0.33444,0.7732,0.023151,0.43297,-1.9968,-1.7714,-0.64756,-1.8801,
5.4,-0.33447,0.7732,0.023151,0.43297,-1.9979,-1.7788,-0.68057,-1.984,
5.6,-0.33399,0.7732,0.023151,0.43297,-1.9991,-1.7866,-0.7145,-2.0897,
5.8,-0.33302,0.7732,0.023151,0.43297,-2.0001,-1.7949,-0.74938,-2.1971,
6,-0.33156,0.7732,0.023151,0.43297,-2.0012,-1.8035,-0.78527,-2.306,
6.2,-0.32963,0.7732,0.023151,0.43297,-2.0022,-1.8125,-0.8222,-2.4165,
6.4,-0.32723,0.7732,0.023151,0.43297,-2.0032,-1.8218,-0.86021,-2.5285,
6.6,-0.32439,0.7732,0.023151,0.43297,-2.0041,-1.8314,-0.89934,-2.6418,
6.8,-0.32112,0.7732,0.023151,0.43297,-2.005,-1.8412,-0.93962,-2.7564,
7,-0.31746,0.7732,0.023151,0.43297,-2.0058,-1.8513,-0.98109,-2.8722,
7.2,-0.31342,0.7732,0.023151,0.43297,-2.0066,-1.8615,-1.0238,-2.9892,
7.4,-0.30902,0.7732,0.023151,0.43297,-2.0073,-1.8718,-1.0677,-3.1073,
7.6,-0.3043,0.7732,0.023151,0.43297,-2.0079,-1.8822,-1.1128,-3.2264,
7.8,-0.29928,0.7732,0.023151,0.43297,-2.0084,-1.8926,-1.1592,-3.3464,
8,-0.294,0.7732,0.023151,0.43297,-2.0089,-1.903,-1.2069,-3.4673,
8.2,-0.28847,0.7732,0.023151,0.43297,-2.0092,-1.9134,-1.2559,-3.589,
8.4,-0.28272,0.7732,0.023151,0.43297,-2.0095,-1.9237,-1.3061,-3.7115,
8.6,-0.27678,0.7732,0.023151,0.43297,-2.0097,-1.9338,-1.3575,-3.8347,
8.8,-0.27068,0.7732,0.023151,0.43297,-2.0098,-1.9439,-1.4103,-3.9585,
9,-0.26444,0.7732,0.023151,0.43297,-2.0098,-1.9537,-1.4642,-4.0829,
9.2,-0.25809,0.7732,0.023151,0.43297,-2.0098,-1.9633,-1.5194,-4.2079,
9.4,-0.25163,0.7732,0.023151,0.43297,-2.0096,-1.9727,-1.5758,-4.3334,
9.6,-0.24511,0.7732,0.023151,0.43297,-2.0093,-1.9818,-1.6333,-4.4593,
9.8,-0.23852,0.7732,0.023151,0.43297,-2.009,-1.9906,-1.692,-4.5857,
10,-0.2319,0.7732,0.023151,0.43297,-2.0086,-1.9991,-1.7518,-4.7124,
10.2,-0.22525,0.7732,0.023151,0.43297,-2.0081,-2.0074,-1.8127,-4.8395,
10.4,-0.2186,0.7732,0.023151,0.43297,-2.0075,-2.0153,-1.8746,-4.9669,
10.6,-0.21195,0.7732,0.023151,0.43297,-2.0068,-2.0229,-1.9376,-5.0947,
10.8,-0.20531,0.7732,0.023151,0.43297,-2.006,-2.0301,-2.0015,-5.2227,
11,-0.19869,0.7732,0.023151,0.43297,-2.0052,-2.037,-2.0663,-5.351,
11.2,-0.19211,0.7732,0.023151,0.43297,-2.0043,-2.0436,-2.1321,-5.4795,
11.4,-0.18557,0.7732,0.023151,0.43297,-2.0033,-2.0499,-2.1987,-5.6082,
11.6,-0.17908,0.7732,0.023151,0.43297,-2.0023,-2.0558,-2.2661,-5.7371,
11.8,-0.17263,0.7732,0.023151,0.43297,-2.0012,-2.0613,-2.3343,-5.8663,
12,-0.16625,0.7732,0.023151,0.43297,-2,-2.0666,-2.4032,-5.9956,
12.2,-0.15992,0.7732,0.023151,0.43297,-1.9988,-2.0715,-2.4729,-6.1251,
12.4,-0.15366,0.7732,0.023151,0.43297,-1.9975,-2.0761,-2.5432,-6.2547,
12.6,-0.14745,0.7732,0.023151,0.43297,-1.9962,-2.0805,-2.6142,-6.3845,
12.8,-0.14132,0.7732,0.023151,0.43297,-1.9948,-2.0845,-2.6857,-6.5145,
13,-0.13525,0.7732,0.023151,0.43297,-1.9934,-2.0882,-2.7578,-6.6446,
13.2,-0.12924,0.7732,0.023151,0.43297,-1.992,-2.0917,-2.8304,-6.7748,
13.4,-0.1233,0.7732,0.023151,0.43297,-1.9904,-2.0948,-2.9036,-6.9052,
13.6,-0.11743,0.7732,0.023151,0.43297,-1.9889,-2.0978,-2.9771,-7.0357,
13.8,-0.11162,0.7732,0.023151,0.43297,-1.9873,-2.1004,-3.0512,-7.1664,
14,-0.10586,0.7732,0.023151,0.43297,-1.9857,-2.1029,-3.1256,-7.2972,
14.2,-0.10017,0.7732,0.023151,0.43297,-1.9841,-2.1051,-3.2004,-7.4281,
14.4,-0.094534,0.7732,0.023151,0.43297,-1.9824,-2.1071,-3.2755,-7.5591,
14.6,-0.088952,0.7732,0.023151,0.43297,-1.9807,-2.1089,-3.3509,-7.6903,
14.8,-0.08342,0.7732,0.023151,0.43297,-1.979,-2.1105,-3.4267,-7.8216,
15,-0.077936,0.7732,0.023151,0.43297,-1.9773,-2.1119,-3.5027,-7.953,
15.2,-0.072496,0.7732,0.023151,0.43297,-1.9756,-2.1132,-3.579,-8.0845,
15.4,-0.067097,0.7732,0.023151,0.43297,-1.9738,-2.1143,-3.6554,-8.2162,
15.6,-0.061734,0.7732,0.023151,0.43297,-1.972,-2.1152,-3.7321,-8.348,
15.8,-0.056402,0.7732,0.023151,0.43297,-1.9702,-2.116,-3.809,-8.4799,
16,-0.051099,0.7732,0.023151,0.43297,-1.9684,-2.1167,-3.8861,-8.6119,
16.2,-0.045818,0.7732,0.023151,0.43297,-1.9666,-2.1173,-3.9633,-8.744,
16.4,-0.040555,0.7732,0.023151,0.43297,-1.9648,-2.1178,-4.0406,-8.8763,
16.6,-0.035305,0.7732,0.023151,0.43297,-1.963,-2.1181,-4.1181,-9.0087,
16.8,-0.030062,0.7732,0.023151,0.43297,-1.9612,-2.1184,-4.1957,-9.1412,
17,-0.024819,0.7732,0.023151,0.43297,-1.9593,-2.1186,-4.2734,-9.2738,
17.2,-0.019572,0.7732,0.023151,0.43297,-1.9575,-2.1188,-4.3512,-9.4065,
17.4,-0.014313,0.7732,0.023151,0.43297,-1.9557,-2.1189,-4.429,-9.5393,
17.6,-0.0090343,0.7732,0.023151,0.43297,-1.9538,-2.1189,-4.5069,-9.6723,
17.8,-0.0037303,0.7732,0.023151,0.43297,-1.952,-2.119,-4.585,-9.8053,
18,0.0016087,0.7732,0.023151,0.43297,-1.9501,-2.119,-4.663,-9.9384,
18.2,0.0069891,0.7732,0.023151,0.43297,-1.9483,-2.119,-4.7411,-10.0716,
18.4,0.012409,0.7732,0.023151,0.43297,-1.9464,-2.119,-4.8193,-10.205,
18.6,0.017855,0.7732,0.023151,0.43297,-1.9446,-2.119,-4.8975,-10.3384,
18.8,0.023318,0.7732,0.023151,0.43297,-1.9427,-2.1189,-4.9758,-10.4718,
19,0.028785,0.7732,0.023151,0.43297,-1.9409,-2.1188,-5.0541,-10.6054,
19.2,0.034247,0.7732,0.023151,0.43297,-1.939,-2.1187,-5.1325,-10.739,
19.4,0.039691,0.7732,0.023151,0.43297,-1.9372,-2.1185,-5.2108,-10.8727,
19.6,0.045105,0.7732,0.023151,0.43297,-1.9353,-2.1182,-5.2892,-11.0065,
19.8,0.050477,0.77319,0.02315,0.43222,-1.9335,-2.1178,-5.3676,-11.1404,
20,0.055799,0.77319,0.023149,0.43233,-1.9316,-2.1174,-5.446,-11.2744,
20.2,0.061056,0.77318,0.023148,0.43245,-1.9298,-2.1168,-5.5244,-11.4084,
20.4,0.066235,0.77318,0.023146,0.43256,-1.9279,-2.1161,-5.6027,-11.5426,
20.6,0.071323,0.77317,0.023145,0.43268,-1.9261,-2.1152,-5.681,-11.6768,
20.8,0.076312,0.77316,0.023144,0.43279,-1.9243,-2.1143,-5.7593,-11.8112,
