"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,-0.7854,0.72528,0.015741,0.5673,-2.4547,-1.2404,0,0,
0.2,-0.7854,0.72528,0.015741,0.5673,-2.4525,-1.2404,-0.037219,-0.0022266,
0.4,-0.7854,0.72528,0.015741,0.5673,-2.4506,-1.2405,-0.073467,-0.0072887,
0.6,-0.7854,0.72528,0.015741,0.5673,-2.4489,-1.2407,-0.10874,-0.015181,
0.8,-0.7854,0.72528,0.015741,0.5673,-2.4476,-1.2411,-0.14306,-0.025895,
1,-0.7854,0.72528,0.015741,0.5673,-2.4465,-1.242,-0.17642,-0.039419,
1.2,-0.7854,0.72528,0.015741,0.5673,-2.4457,-1.2432,-0.20884,-0.05574,
1.4,-0.7854,0.72528,0.015741,0.5673,-2.4452,-1.245,-0.24035,-0.074841,
1.6,-0.7854,0.72528,0.015741,0.5673,-2.4449,-1.2474,-0.27097,-0.096707,
1.8,-0.7854,0.72528,0.015741,0.5673,-2.445,-1.2505,-0.30074,-0.12132,
2,-0.7854,0.72528,0.015741,0.5673,-2.4452,-1.2545,-0.3297,-0.14866,
2.2,-0.7854,0.72528,0.015741,0.5673,-2.4458,-1.2593,-0.35791,-0.1787,
2.4,-0.7854,0.72528,0.015741,0.5673,-2.4466,-1.265,-0.38544,-0.21143,
2.6,-0.7854,0.72528,0.015741,0.5673,-2.4476,-1.2718,-0.41236,-0.24683,
2.8,-0.7854,0.72528,0.015741,0.5673,-2.4489,-1.2797,-0.43875,-0.28487,
3,-0.7854,0.72528,0.015741,0.5673,-2.4504,-1.2887,-0.4647,-0.32553,
3.2,-0.7854,0.72528,0.015741,0.5673,-2.4521,-1.299,-0.49034,-0.3688,
3.4,-0.7854,0.72528,0.015741,0.5673,-2.454,-1.3105,-0.51577,-0.41463,
3.6,-0.7854,0.72528,0.015741,0.5673,-2.4561,-1.3233,-0.54113,-0.46302,
3.8,-0.7854,0.72528,0.015741,0.5673,-2.4585,-1.3374,-0.56654,-0.51393,
4,-0.7854,0.72528,0.015741,0.5673,-2.461,-1.3529,-0.59217,-0.56733,
4.2,-0.7854,0.72528,0.015741,0.5673,-2.4636,-1.3698,-0.61818,-0.62318,
4.4,-0.7854,0.72528,0.015741,0.5673,-2.4665,-1.3882,-0.64472,-0.68144,
4.6,-0.7854,0.72528,0.015741,0.5673,-2.4694,-1.408,-0.67199,-0.74208,
4.8,-0.7854,0.72528,0.015741,0.5673,-2.4725,-1.4293,-0.70016,-0.80503,
5,-0.7854,0.72528,0.015741,0.5673,-2.4757,-1.452,-0.72944,-0.87024,
5.2,-0.7854,0.72528,0.015741,0.5673,-2.479,-1.4763,-0.76001,-0.93764,
5.4,-0.7854,0.72528,0.015741,0.5673,-2.4823,-1.502,-0.79209,-1.0071,
5.6,-0.7854,0.72528,0.015741,0.5673,-2.4857,-1.5292,-0.82588,-1.0787,
5.8,-0.7854,0.72528,0.015741,0.5673,-2.4891,-1.5579,-0.86161,-1.1521,
6,-0.7854,0.72528,0.015741,0.5673,-2.4925,-1.588,-0.89947,-1.2274,
6.2,-0.77697,0.72528,0.015741,0.5673,-2.4959,-1.6196,-0.93968,-1.3043,
6.4,-0.75483,0.72528,0.015741,0.5673,-2.4993,-1.6525,-0.98246,-1.3828,
6.6,-0.73228,0.72528,0.015741,0.5673,-2.5026,-1.6862,-1.028,-1.4627,
6.8,-0.7095,0.72528,0.015741,0.5673,-2.5058,-1.7203,-1.0764,-1.5438,
7,-0.68657,0.72528,0.015741,0.5673,-2.5089,-1.7548,-1.1278,-1.626,
7.2,-0.6636,0.72528,0.015741,0.5673,-2.5118,-1.7893,-1.1823,-1.709,
7.4,-0.6407,0.72528,0.015741,0.5673,-2.5147,-1.8236,-1.2399,-1.7928,
7.6,-0.61801,0.72528,0.015741,0.5673,-2.5173,-1.8577,-1.3007,-1.8771,
7.8,-0.59561,0.72528,0.015741,0.5673,-2.5198,-1.8913,-1.3647,-1.9619,
8,-0.57362,0.72528,0.015741,0.5673,-2.5222,-1.9243,-1.4319,-2.0468,
8.2,-0.5521,0.72528,0.015741,0.5673,-2.5243,-1.9565,-1.5023,-2.1319,
8.4,-0.53114,0.72528,0.015741,0.5673,-2.5262,-1.9879,-1.5758,-2.2169,
8.6,-0.51078,0.72528,0.015741,0.5673,-2.5279,-2.0183,-1.6523,-2.3018,
8.8,-0.49107,0.72528,0.015741,0.5673,-2.5294,-2.0476,-1.7318,-2.3865,
9,-0.47204,0.72528,0.015741,0.5673,-2.5307,-2.0758,-1.8141,-2.4707,
9.2,-0.4537,0.72528,0.015741,0.5673,-2.5318,-2.1029,-1.8992,-2.5546,
9.4,-0.43607,0.72528,0.015741,0.5673,-2.5327,-2.1289,-1.987,-2.6379,
9.6,-0.41915,0.72528,0.015741,0.5673,-2.5334,-2.1536,-2.0773,-2.7207,
9.8,-0.40292,0.72528,0.015741,0.5673,-2.5338,-2.1772,-2.1701,-2.8029,
10,-0.38739,0.72528,0.015741,0.5673,-2.5341,-2.1997,-2.2652,-2.8845,
10.2,-0.37252,0.72528,0.015741,0.5673,-2.5342,-2.221,-2.3625,-2.9654,
10.4,-0.35831,0.72528,0.015741,0.5673,-2.5341,-2.2412,-2.4619,-3.0457,
10.6,-0.34473,0.72528,0.015741,0.5673,-2.5338,-2.2604,-2.5633,-3.1253,
10.8,-0.33174,0.72528,0.015741,0.5673,-2.5334,-2.2785,-2.6666,-3.2041,
11,-0.31934,0.72528,0.015741,0.5673,-2.5327,-2.2956,-2.7717,-3.2824,
11.2,-0.30749,0.72528,0.015741,0.5673,-2.532,-2.3118,-2.8785,-3.3599,
11.4,-0.29617,0.72528,0.015741,0.5673,-2.531,-2.327,-2.9868,-3.4368,
11.6,-0.28534,0.72528,0.015741,0.5673,-2.53,-2.3415,-3.0967,-3.513,
11.8,-0.27499,0.72528,0.015741,0.5673,-2.5287,-2.355,-3.208,-3.5886,
12,-0.26509,0.72528,0.015741,0.5673,-2.5274,-2.3678,-3.3207,-3.6635,
12.2,-0.25561,0.72528,0.015741,0.5673,-2.5259,-2.3799,-3.4346,-3.7379,
12.4,-0.24653,0.72528,0.015741,0.5673,-2.5243,-2.3913,-3.5497,-3.8117,
12.6,-0.23783,0.72528,0.015741,0.5673,-2.5226,-2.402,-3.666,-3.8849,
12.8,-0.22949,0.72528,0.015741,0.5673,-2.5208,-2.4121,-3.7833,-3.9576,
13,-0.22149,0.72528,0.015741,0.5673,-2.5188,-2.4216,-3.9016,-4.0298,
13.2,-0.21381,0.72528,0.015741,0.5673,-2.5168,-2.4305,-4.0208,-4.1014,
13.4,-0.20643,0.72528,0.015741,0.5673,-2.5147,-2.4389,-4.141,-4.1726,
13.6,-0.19933,0.72528,0.015741,0.5673,-2.5125,-2.4468,-4.2619,-4.2434,
13.8,-0.1925,0.72528,0.015741,0.5673,-2.5102,-2.4542,-4.3837,-4.3137,
14,-0.18592,0.72528,0.015741,0.5673,-2.5078,-2.4612,-4.5062,-4.3837,
14.2,-0.17958,0.72528,0.015741,0.5673,-2.5054,-2.4678,-4.6294,-4.4532,
14.4,-0.17347,0.72528,0.015741,0.5673,-2.5029,-2.474,-4.7533,-4.5223,
14.6,-0.16756,0.72528,0.015741,0.5673,-2.5003,-2.4798,-4.8778,-4.5912,
14.8,-0.16186,0.72528,0.015741,0.5673,-2.4977,-2.4852,-5.0028,-4.6596,
15,-0.15635,0.72528,0.015741,0.5673,-2.495,-2.4903,-5.1284,-4.7278,
15.2,-0.15097,0.72528,0.015741,0.5673,-2.4922,-2.4951,-5.2546,-4.7957,
15.4,-0.14565,0.72528,0.015741,0.5673,-2.4894,-2.4996,-5.3812,-4.8633,
