"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.11386,0.72195,0.014795,0.61355,-2.6531,-3.2224,0,0,
0.2,0.11395,0.72195,0.014795,0.61355,-2.6527,3.0608,-0.0075616,0.00074977,
0.4,0.11407,0.72195,0.014795,0.61355,-2.6521,3.0608,-0.018111,0.0017416,
0.6,0.11421,0.72195,0.014795,0.61355,-2.6514,3.0608,-0.031642,0.0029749,
0.8,0.11439,0.72195,0.014795,0.61355,-2.6504,3.0608,-0.048145,0.0044488,
1,0.1146,0.72195,0.014795,0.61355,-2.6494,3.0608,-0.067606,0.006162,
1.2,0.11483,0.72195,0.014795,0.61355,-2.6482,3.0609,-0.090007,0.0081126,
1.4,0.1151,0.72195,0.014795,0.61355,-2.6468,3.0609,-0.11533,0.010298,
1.6,0.11539,0.72195,0.014795,0.61355,-2.6452,3.061,-0.14354,0.012716,
1.8,0.1157,0.72195,0.014795,0.61355,-2.6435,3.0611,-0.17462,0.015363,
2,0.11604,0.72195,0.014795,0.61355,-2.6417,3.0613,-0.20853,0.018235,
2.2,0.1164,0.72195,0.014795,0.61355,-2.6397,3.0615,-0.24523,0.021327,
2.4,0.11679,0.72195,0.014795,0.61355,-2.6376,3.0617,-0.2847,0.024634,
2.6,0.11719,0.72195,0.014795,0.61355,-2.6353,3.0619,-0.32689,0.028151,
2.8,0.11762,0.72195,0.014795,0.61355,-2.6328,3.0622,-0.37174,0.03187,
3,0.11807,0.72195,0.014795,0.61355,-2.6303,3.0626,-0.41923,0.035785,
3.2,0.11853,0.72195,0.014795,0.61355,-2.6276,3.063,-0.4693,0.039889,
3.4,0.11901,0.72195,0.014795,0.61355,-2.6247,3.0634,-0.52189,0.044172,
3.6,0.1195,0.72195,0.014795,0.61355,-2.6217,3.0639,-0.57697,0.048627,
3.8,0.12001,0.72195,0.014795,0.61355,-2.6186,3.0645,-0.63447,0.053243,
4,0.12054,0.72195,0.014795,0.61355,-2.6154,3.0651,-0.69433,0.05801,
4.2,0.12107,0.72195,0.014795,0.61355,-2.612,3.0658,-0.75651,0.062919,
4.4,0.12161,0.72195,0.014795,0.61355,-2.6086,3.0666,-0.82094,0.067958,
4.6,0.12217,0.72195,0.014795,0.61355,-2.605,3.0674,-0.88757,0.073115,
4.8,0.12273,0.72195,0.014795,0.61355,-2.6013,3.0683,-0.95634,0.078378,
5,0.1233,0.72195,0.014795,0.61355,-2.5975,3.0692,-1.0272,0.083735,
