"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.18968,0.74627,0.019406,0.47504,-2.8283,-3.7766,0,0,
0.2,0.18946,0.74627,0.019406,0.47504,-2.8293,2.5065,-0.0020324,-0.011951,
0.4,0.1893,0.74627,0.019406,0.47504,-2.8302,2.5065,-0.0064781,-0.022123,
0.6,0.18917,0.74627,0.019406,0.47504,-2.8307,2.5066,-0.013332,-0.030521,
0.8,0.1891,0.74627,0.019406,0.47504,-2.8311,2.5066,-0.022587,-0.037151,
1,0.18906,0.74627,0.019406,0.47504,-2.8312,2.5067,-0.034231,-0.042021,
1.2,0.18906,0.74627,0.019406,0.47504,-2.8311,2.5068,-0.048251,-0.045143,
1.4,0.1891,0.74627,0.019406,0.47504,-2.8307,2.507,-0.06463,-0.046531,
1.6,0.18917,0.74627,0.019406,0.47504,-2.8301,2.5072,-0.083349,-0.046201,
1.8,0.18928,0.74627,0.019406,0.47504,-2.8292,2.5075,-0.10439,-0.044173,
2,0.18942,0.74627,0.019406,0.47504,-2.8282,2.5079,-0.12772,-0.04047,
2.2,0.18958,0.74627,0.019406,0.47504,-2.8269,2.5084,-0.15332,-0.035115,
2.4,0.18977,0.74627,0.019406,0.47504,-2.8253,2.509,-0.18116,-0.028136,
2.6,0.18999,0.74627,0.019406,0.47504,-2.8236,2.5096,-0.21121,-0.019563,
2.8,0.19022,0.74627,0.019406,0.47504,-2.8216,2.5104,-0.24345,-0.0094275,
3,0.19048,0.74627,0.019406,0.47504,-2.8195,2.5113,-0.27783,0.002236,
3.2,0.19075,0.74627,0.019406,0.47504,-2.8171,2.5123,-0.31432,0.015391,
3.4,0.19104,0.74627,0.019406,0.47504,-2.8145,2.5135,-0.3529,0.029998,
3.6,0.19134,0.74627,0.019406,0.47504,-2.8117,2.5148,-0.39352,0.046018,
3.8,0.19165,0.74627,0.019406,0.47504,-2.8088,2.5162,-0.43614,0.063407,
4,0.19197,0.74627,0.019406,0.47504,-2.8056,2.5177,-0.48073,0.082122,
4.2,0.19229,0.74627,0.019406,0.47504,-2.8023,2.5194,-0.52726,0.10212,
4.4,0.19262,0.74627,0.019406,0.47504,-2.7988,2.5213,-0.57568,0.12334,
4.6,0.19296,0.74627,0.019406,0.47504,-2.7951,2.5233,-0.62596,0.14576,
4.8,0.19329,0.74627,0.019406,0.47504,-2.7912,2.5255,-0.67806,0.1693,
5,0.19363,0.74627,0.019406,0.47504,-2.7872,2.5278,-0.73194,0.19394,
