"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.03619,0.77286,0.023125,0.43729,-0.78985,-0.9708,0,0,
0.2,0.03614,0.77286,0.023125,0.43729,-0.7901,-0.9708,0.015871,-0.0125,
0.4,0.036102,0.77286,0.023125,0.43729,-0.79029,-0.9708,0.033434,-0.027473,
0.6,0.036073,0.77286,0.023125,0.43729,-0.79043,-0.9708,0.052686,-0.044916,
0.8,0.036056,0.77286,0.023125,0.43729,-0.79052,-0.9708,0.073622,-0.06482,
1,0.036049,0.77286,0.023125,0.43729,-0.79055,-0.9708,0.096233,-0.087172,
1.2,0.036052,0.77286,0.023125,0.43729,-0.79053,-0.97079,0.12051,-0.11196,
1.4,0.036065,0.77286,0.023125,0.43729,-0.79046,-0.97078,0.14644,-0.13916,
1.6,0.036089,0.77286,0.023125,0.43729,-0.79033,-0.97078,0.17401,-0.16876,
1.8,0.036122,0.77286,0.023125,0.43729,-0.79015,-0.97076,0.2032,-0.20073,
2,0.036165,0.77286,0.023125,0.43729,-0.78993,-0.97075,0.234,-0.23505,
2.2,0.036217,0.77286,0.023125,0.43729,-0.78965,-0.97073,0.26638,-0.27168,
2.4,0.036278,0.77286,0.023125,0.43729,-0.78932,-0.97071,0.30033,-0.31059,
2.6,0.036349,0.77286,0.023125,0.43729,-0.78894,-0.97069,0.33581,-0.35176,
2.8,0.036428,0.77286,0.023125,0.43729,-0.78852,-0.97066,0.37281,-0.39514,
3,0.036516,0.77286,0.023125,0.43729,-0.78804,-0.97062,0.4113,-0.44069,
3.2,0.036612,0.77286,0.023125,0.43729,-0.78752,-0.97058,0.45126,-0.48837,
3.4,0.036716,0.77286,0.023125,0.43729,-0.78696,-0.97054,0.49264,-0.53815,
3.6,0.036828,0.77286,0.023125,0.43729,-0.78635,-0.97049,0.53543,-0.58997,
3.8,0.036948,0.77286,0.023125,0.43729,-0.7857,-0.97044,0.5796,-0.6438,
4,0.037075,0.77286,0.023125,0.43729,-0.785,-0.97038,0.62511,-0.69958,
4.2,0.037209,0.77286,0.023125,0.43729,-0.78427,-0.97031,0.67192,-0.75728,
4.4,0.03735,0.77286,0.023125,0.43729,-0.78349,-0.97024,0.72002,-0.81683,
4.6,0.037497,0.77286,0.023125,0.43729,-0.78268,-0.97016,0.76937,-0.8782,
4.8,0.037651,0.77286,0.023125,0.43729,-0.78182,-0.97008,0.81993,-0.94132,
5,0.037811,0.77286,0.023125,0.43729,-0.78093,-0.96999,0.87167,-1.0062,
5.2,0.037976,0.77286,0.023125,0.43729,-0.78001,-0.96989,0.92456,-1.0727,
5.4,0.038147,0.77286,0.023125,0.43729,-0.77905,-0.96979,0.97856,-1.1408,
5.6,0.038324,0.77286,0.023125,0.43729,-0.77806,-0.96967,1.0336,-1.2105,
5.8,0.038505,0.77286,0.023125,0.43729,-0.77703,-0.96956,1.0898,-1.2817,
6,0.038691,0.77286,0.023125,0.43729,-0.77597,-0.96943,1.1469,-1.3543,
6.2,0.038882,0.77286,0.023125,0.43729,-0.77489,-0.9693,1.205,-1.4284,
6.4,0.039077,0.77286,0.023125,0.43729,-0.77377,-0.96916,1.2641,-1.5038,
6.6,0.039276,0.77286,0.023125,0.43729,-0.77263,-0.96901,1.3241,-1.5806,
6.8,0.039478,0.77286,0.023125,0.43729,-0.77146,-0.96885,1.385,-1.6586,
7,0.039685,0.77286,0.023125,0.43729,-0.77027,-0.96869,1.4468,-1.7379,
7.2,0.039894,0.77286,0.023125,0.43729,-0.76905,-0.96852,1.5093,-1.8183,
7.4,0.040107,0.77286,0.023125,0.43729,-0.76781,-0.96834,1.5727,-1.8999,
7.6,0.040322,0.77286,0.023125,0.43729,-0.76654,-0.96816,1.6368,-1.9826,
7.8,0.040541,0.77286,0.023125,0.43729,-0.76526,-0.96796,1.7017,-2.0663,
8,0.040761,0.77286,0.023125,0.43729,-0.76395,-0.96776,1.7673,-2.151,
8.2,0.040984,0.77286,0.023125,0.43729,-0.76263,-0.96755,1.8336,-2.2367,
8.4,0.041209,0.77286,0.023125,0.43729,-0.76129,-0.96733,1.9006,-2.3233,
