"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,-0.7854,0.70907,0.012615,0.72159,2.2651,3.0623,0,0,
0.2,-0.58602,0.70907,0.012615,0.72159,2.2646,3.0622,-0.011059,0.0055446,
0.4,-0.59668,0.70907,0.012615,0.72159,2.2639,3.0622,-0.025107,0.011327,
0.6,-0.60738,0.70907,0.012615,0.72159,2.263,3.062,-0.042137,0.017347,
0.8,-0.61804,0.70907,0.012615,0.72159,2.2619,3.0617,-0.062138,0.023607,
1,-0.62861,0.70907,0.012615,0.72159,2.2605,3.0611,-0.085098,0.030109,
1.2,-0.63901,0.70907,0.012615,0.72159,2.259,3.0601,-0.111,0.036861,
1.4,-0.64918,0.70907,0.012615,0.72159,2.2572,3.0586,-0.13981,0.043873,
1.6,-0.65905,0.70907,0.012615,0.72159,2.2552,3.0567,-0.17152,0.05116,
1.8,-0.66853,0.70907,0.012615,0.72159,2.2531,3.0541,-0.20608,0.058746,
2,-0.67757,0.70907,0.012615,0.72159,2.2507,3.0507,-0.24347,0.066659,
2.2,-0.68608,0.70907,0.012615,0.72159,2.2481,3.0466,-0.28364,0.074936,
2.4,-0.68904,0.70907,0.012615,0.72159,2.2454,3.0416,-0.32655,0.083622,
2.6,-0.68632,0.70907,0.012615,0.72159,2.2425,3.0356,-0.37215,0.092772,
2.8,-0.68303,0.70907,0.012615,0.72159,2.2394,3.0287,-0.4204,0.10245,
3,-0.67914,0.70907,0.012615,0.72159,2.2361,3.0208,-0.47123,0.11272,
3.2,-0.67462,0.70907,0.012615,0.72159,2.2327,3.0119,-0.52459,0.12365,
3.4,-0.66945,0.70907,0.012615,0.72159,2.2292,3.0019,-0.5804,0.13535,
3.6,-0.66362,0.70907,0.012615,0.72159,2.2255,2.9909,-0.63861,0.14788,
3.8,-0.65713,0.70907,0.012615,0.72159,2.2217,2.9789,-0.69912,0.16135,
4,-0.64998,0.70907,0.012615,0.72159,2.2178,2.9659,-0.76188,0.17586,
4.2,-0.64219,0.70907,0.012615,0.72159,2.2138,2.9519,-0.82678,0.19151,
4.4,-0.63378,0.70907,0.012615,0.72159,2.2098,2.9368,-0.89374,0.2084,
4.6,-0.62477,0.70907,0.012615,0.72159,2.2056,2.9209,-0.96267,0.22665,
4.8,-0.61519,0.70907,0.012615,0.72159,2.2014,2.904,-1.0335,0.24636,
5,-0.60508,0.70907,0.012615,0.72159,2.1972,2.8864,-1.106,0.26762,
5.2,-0.59449,0.70907,0.012615,0.72159,2.193,2.8679,-1.1802,0.29055,
5.4,-0.58346,0.70907,0.012615,0.72159,2.1887,2.8488,-1.256,0.31524,
5.6,-0.57203,0.70907,0.012615,0.72159,2.1845,2.8291,-1.3332,0.34178,
