"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.60814,0.71445,0.014278,0.57002,0.33287,-0.13538,0,0,
0.2,0.349,0.71445,0.014278,0.57002,0.33371,-0.13537,0.0025461,-0.0080578,
0.4,0.35646,0.71445,0.014278,0.57002,0.33469,-0.13535,0.0080624,-0.01652,
0.6,0.36398,0.71445,0.014278,0.57002,0.33581,-0.13528,0.016543,-0.025386,
0.8,0.37154,0.71445,0.014278,0.57002,0.33706,-0.13512,0.027978,-0.034652,
1,0.37909,0.71445,0.014278,0.57002,0.33844,-0.13485,0.042354,-0.044316,
1.2,0.38661,0.71445,0.014278,0.57002,0.33996,-0.1344,0.059653,-0.054371,
1.4,0.39405,0.71445,0.014278,0.57002,0.3416,-0.13374,0.079855,-0.064809,
1.6,0.40139,0.71445,0.014278,0.57002,0.34338,-0.13282,0.10294,-0.075617,
1.8,0.40858,0.71445,0.014278,0.57002,0.34528,-0.1316,0.12887,-0.086781,
2,0.41557,0.71445,0.014278,0.57002,0.34731,-0.13001,0.15762,-0.09828,
2.2,0.42232,0.71445,0.014278,0.57002,0.34946,-0.12801,0.18917,-0.11009,
2.4,0.4288,0.71445,0.014278,0.57002,0.35172,-0.12554,0.22347,-0.12218,
2.6,0.43494,0.71445,0.014278,0.57002,0.3541,-0.12256,0.26048,-0.13452,
2.8,0.44071,0.71445,0.014278,0.57002,0.35658,-0.11901,0.30017,-0.14707,
3,0.44606,0.71445,0.014278,0.57002,0.35916,-0.11485,0.3425,-0.15977,
3.2,0.45095,0.71445,0.014278,0.57002,0.36184,-0.11003,0.38742,-0.17258,
3.4,0.45534,0.71445,0.014278,0.57002,0.36461,-0.10452,0.43488,-0.18543,
3.6,0.4592,0.71445,0.014278,0.57002,0.36746,-0.098283,0.48485,-0.19827,
3.8,0.46249,0.71445,0.014278,0.57002,0.37038,-0.091286,0.53726,-0.21101,
4,0.46517,0.71445,0.014278,0.57002,0.37336,-0.08351,0.59207,-0.22357,
4.2,0.46208,0.71445,0.014278,0.57002,0.37639,-0.07494,0.64923,-0.23589,
4.4,0.45727,0.71445,0.014278,0.57002,0.37947,-0.065665,0.70868,-0.24785,
4.6,0.45212,0.71445,0.014278,0.57002,0.38258,-0.05579,0.77035,-0.2594,
4.8,0.44661,0.71445,0.014278,0.57002,0.38571,-0.045367,0.83421,-0.27043,
5,0.44076,0.71445,0.014278,0.57002,0.38886,-0.034434,0.90017,-0.28088,
5.2,0.4346,0.71445,0.014278,0.57002,0.39201,-0.023031,0.96817,-0.29066,
5.4,0.42815,0.71445,0.014278,0.57002,0.39516,-0.0112,1.0382,-0.29969,
5.6,0.42144,0.71445,0.014278,0.57002,0.39829,0.001013,1.1101,-0.30791,
5.8,0.41449,0.71445,0.014278,0.57002,0.4014,0.01356,1.1838,-0.31524,
6,0.40734,0.71445,0.014278,0.57002,0.40447,0.026391,1.2593,-0.3216,
6.2,0.40002,0.71445,0.014278,0.57002,0.40751,0.039457,1.3365,-0.32695,
6.4,0.39255,0.71445,0.014278,0.57002,0.4105,0.052708,1.4153,-0.33122,
6.6,0.38497,0.71445,0.014278,0.57002,0.41343,0.066095,1.4957,-0.33436,
6.8,0.37731,0.71445,0.014278,0.57002,0.4163,0.079571,1.5775,-0.33632,
7,0.36959,0.71445,0.014278,0.57002,0.4191,0.093088,1.6608,-0.33706,
7.2,0.36184,0.71445,0.014278,0.57002,0.42183,0.1066,1.7454,-0.33655,
7.4,0.35408,0.71445,0.014278,0.57002,0.42447,0.12007,1.8312,-0.33475,
7.6,0.34635,0.71445,0.014278,0.57002,0.42703,0.13346,1.9182,-0.33164,
