"train_bool","path_type","LOS_radius","em2vic_x","em2vic_y","theta_i","current_x","current_y","throttle","mem","step",,,
1,4,10,3.4064,-41.0049,-2.7078,-0.14548,0.071461,3,100,-0.0001,-1e-06,-0.1,

