"t","u","r","y","em_x","em_y",
0,0.055784,2.4906,2.2117,0,0,
0.2,0.055603,2.4897,2.2117,-0.0043827,-0.0080324,
0.4,0.055438,2.4889,2.2117,-0.010558,-0.013662,
0.6,0.055289,2.4881,2.2117,-0.018522,-0.016894,
0.8,0.055155,2.4875,2.2117,-0.028268,-0.017736,
1,0.055035,2.4869,2.2117,-0.039789,-0.016199,
1.2,0.054927,2.4864,2.2118,-0.053074,-0.012299,
1.4,0.054829,2.486,2.2118,-0.068111,-0.0060519,
1.6,0.05474,2.4857,2.212,-0.084885,0.00252,
1.8,0.054656,2.4854,2.2121,-0.10338,0.013393,
2,0.054576,2.4852,2.2123,-0.12358,0.02654,
2.2,0.054497,2.4851,2.2126,-0.14547,0.04193,
2.4,0.054415,2.4851,2.213,-0.16902,0.059531,
2.6,0.054328,2.4851,2.2135,-0.19421,0.079305,
2.8,0.054232,2.4853,2.2141,-0.22103,0.10121,
3,0.054124,2.4854,2.2148,-0.24945,0.12522,
3.2,0.054,2.4857,2.2157,-0.27946,0.15127,
3.4,0.053857,2.486,2.2167,-0.31102,0.17932,
3.6,0.053691,2.4864,2.2179,-0.34412,0.20932,
3.8,0.053499,2.4868,2.2193,-0.37873,0.24122,
4,0.053277,2.4873,2.221,-0.41484,0.27496,
4.2,0.053021,2.4879,2.2228,-0.45243,0.31049,
4.4,0.052727,2.4885,2.2248,-0.49148,0.34774,
4.6,0.052394,2.4891,2.2272,-0.53197,0.38666,
4.8,0.052017,2.4898,2.2297,-0.57389,0.42719,
5,0.051594,2.4905,2.2326,-0.61722,0.46925,
5.2,0.051121,2.4913,2.2357,-0.66194,0.51279,
5.4,0.050598,2.4921,2.2391,-0.70805,0.55774,
5.6,0.05002,2.4929,2.2428,-0.75553,0.60402,
5.8,0.049388,2.4937,2.2468,-0.80437,0.65157,
6,0.048699,2.4945,2.251,-0.85456,0.70032,
6.2,0.047952,2.4954,2.2556,-0.9061,0.7502,
6.4,0.047148,2.4962,2.2605,-0.95897,0.80115,
6.6,0.046285,2.4971,2.2656,-1.0132,0.85308,
6.8,0.045364,2.4979,2.2711,-1.0687,0.90593,
7,0.044386,2.4987,2.2768,-1.1255,0.95962,
7.2,0.043352,2.4995,2.2828,-1.1837,1.0141,
7.4,0.042264,2.5003,2.289,-1.2431,1.0693,
7.6,0.041123,2.5011,2.2955,-1.3038,1.1251,
7.8,0.039932,2.5018,2.3022,-1.3658,1.1816,
8,0.038693,2.5025,2.3091,-1.4291,1.2385,
8.2,0.03741,2.5032,2.3161,-1.4937,1.2959,
8.4,0.036085,2.5038,2.3234,-1.5595,1.3537,
8.6,0.034723,2.5043,2.3307,-1.6265,1.4118,
8.8,0.033327,2.5049,2.3382,-1.6947,1.4702,
9,0.0319,2.5053,2.3458,-1.7642,1.5289,
9.2,0.030447,2.5057,2.3535,-1.8349,1.5877,
9.4,0.028971,2.5061,2.3612,-1.9067,1.6466,
9.6,0.027477,2.5063,2.3689,-1.9797,1.7057,
9.8,0.025968,2.5065,2.3767,-2.0538,1.7648,
10,0.024449,2.5067,2.3844,-2.129,1.8239,
10.2,0.022922,2.5067,2.3921,-2.2054,1.8829,
10.4,0.021393,2.5068,2.3998,-2.2827,1.9419,
10.6,0.019863,2.5067,2.4074,-2.3612,2.0009,
10.8,0.018337,2.5066,2.4149,-2.4406,2.0597,
11,0.016818,2.5063,2.4223,-2.5211,2.1183,
11.2,0.015307,2.5061,2.4295,-2.6024,2.1768,
11.4,0.013808,2.5057,2.4367,-2.6848,2.2352,
11.6,0.012323,2.5053,2.4437,-2.768,2.2933,
11.8,0.010854,2.5048,2.4505,-2.8521,2.3512,
12,0.0094017,2.5042,2.4572,-2.9371,2.4089,
12.2,0.0079686,2.5036,2.4638,-3.0229,2.4664,
12.4,0.0065555,2.5029,2.4701,-3.1094,2.5236,
12.6,0.005163,2.5022,2.4764,-3.1967,2.5805,
12.8,0.0037917,2.5013,2.4824,-3.2848,2.6372,
13,0.0024419,2.5005,2.4882,-3.3736,2.6937,
13.2,0.0011136,2.4995,2.4939,-3.4631,2.7499,
13.4,-0.00019352,2.4985,2.4995,-3.5532,2.8058,
