"t","u","r","y","em_x","em_y",
0,-0.051651,-1.5437,-1.2854,0,0,
0.2,-0.051258,-1.5417,-1.2854,-0.020623,0.035148,
0.4,-0.05088,-1.5398,-1.2854,-0.040403,0.067421,
0.6,-0.050517,-1.538,-1.2854,-0.05934,0.096822,
0.8,-0.050167,-1.5363,-1.2854,-0.077438,0.12336,
1,-0.04983,-1.5346,-1.2855,-0.094701,0.14706,
1.2,-0.049506,-1.533,-1.2855,-0.11113,0.16792,
1.4,-0.049191,-1.5315,-1.2856,-0.12674,0.18597,
1.6,-0.048885,-1.5301,-1.2856,-0.14154,0.20124,
1.8,-0.048586,-1.5287,-1.2858,-0.15553,0.21375,
2,-0.048292,-1.5274,-1.286,-0.16872,0.22353,
2.2,-0.048,-1.5262,-1.2862,-0.18113,0.23061,
2.4,-0.047709,-1.525,-1.2865,-0.19277,0.23504,
2.6,-0.047416,-1.524,-1.2869,-0.20366,0.23685,
2.8,-0.047119,-1.5229,-1.2873,-0.21382,0.23607,
3,-0.046815,-1.522,-1.2879,-0.22325,0.23277,
3.2,-0.046502,-1.5211,-1.2886,-0.23199,0.22697,
3.4,-0.046177,-1.5203,-1.2894,-0.24006,0.21872,
3.6,-0.045838,-1.5195,-1.2903,-0.24747,0.20808,
3.8,-0.045482,-1.5188,-1.2914,-0.25426,0.19509,
4,-0.045108,-1.5181,-1.2926,-0.26046,0.17981,
4.2,-0.044712,-1.5175,-1.294,-0.26609,0.16227,
4.4,-0.044292,-1.5169,-1.2955,-0.27118,0.14254,
4.6,-0.043847,-1.5164,-1.2972,-0.27576,0.12067,
4.8,-0.043374,-1.516,-1.2991,-0.27987,0.096711,
5,-0.042872,-1.5155,-1.3012,-0.28355,0.070711,
5.2,-0.042339,-1.5151,-1.3034,-0.28683,0.042724,
5.4,-0.041774,-1.5147,-1.3059,-0.28974,0.012805,
5.6,-0.041175,-1.5144,-1.3085,-0.29233,-0.018996,
5.8,-0.040541,-1.5141,-1.3114,-0.29463,-0.052625,
6,-0.039873,-1.5138,-1.3144,-0.29669,-0.088033,
6.2,-0.039168,-1.5135,-1.3176,-0.29853,-0.12517,
6.4,-0.038428,-1.5132,-1.3211,-0.30021,-0.16398,
6.6,-0.037652,-1.5129,-1.3247,-0.30176,-0.20442,
6.8,-0.036841,-1.5127,-1.3285,-0.30321,-0.24643,
7,-0.035995,-1.5124,-1.3325,-0.30462,-0.28998,
7.2,-0.035115,-1.5122,-1.3366,-0.30602,-0.335,
7.4,-0.034201,-1.5119,-1.3409,-0.30744,-0.38146,
7.6,-0.033257,-1.5116,-1.3453,-0.30892,-0.4293,
7.8,-0.032282,-1.5113,-1.3499,-0.3105,-0.47848,
8,-0.031278,-1.511,-1.3546,-0.31221,-0.52896,
8.2,-0.030248,-1.5107,-1.3595,-0.31409,-0.58069,
8.4,-0.029193,-1.5103,-1.3644,-0.31615,-0.63362,
8.6,-0.028116,-1.51,-1.3694,-0.31845,-0.68772,
8.8,-0.027019,-1.5096,-1.3745,-0.32099,-0.74294,
9,-0.025904,-1.5091,-1.3796,-0.32381,-0.79924,
9.2,-0.024773,-1.5087,-1.3848,-0.32693,-0.85658,
9.4,-0.023629,-1.5082,-1.39,-0.33037,-0.91491,
9.6,-0.022475,-1.5076,-1.3952,-0.33415,-0.97421,
9.8,-0.021312,-1.507,-1.4005,-0.33828,-1.0344,
10,-0.020144,-1.5064,-1.4057,-0.34279,-1.0955,
10.2,-0.018972,-1.5058,-1.4109,-0.34768,-1.1575,
10.4,-0.017798,-1.5051,-1.4161,-0.35297,-1.2203,
10.6,-0.016625,-1.5043,-1.4212,-0.35866,-1.2838,
10.8,-0.015455,-1.5035,-1.4263,-0.36476,-1.3481,
11,-0.014289,-1.5027,-1.4313,-0.37128,-1.4131,
11.2,-0.013129,-1.5018,-1.4362,-0.37822,-1.4788,
11.4,-0.011977,-1.5009,-1.441,-0.38559,-1.5451,
11.6,-0.010835,-1.5,-1.4458,-0.39337,-1.6121,
11.8,-0.0097023,-1.499,-1.4504,-0.40158,-1.6796,
12,-0.0085816,-1.4979,-1.455,-0.41021,-1.7477,
12.2,-0.0074735,-1.4968,-1.4595,-0.41925,-1.8164,
12.4,-0.0063786,-1.4957,-1.4638,-0.4287,-1.8855,
12.6,-0.0052975,-1.4945,-1.468,-0.43857,-1.9552,
12.8,-0.0042307,-1.4933,-1.4721,-0.44883,-2.0253,
13,-0.0031783,-1.492,-1.4761,-0.45949,-2.0959,
13.2,-0.0021408,-1.4907,-1.48,-0.47053,-2.1669,
