"t","u","r","y","em_x","em_y",
0,0.051421,2.8524,2.5953,0,0,
0.2,0.051198,2.8513,2.5953,-0.015349,-0.0070775,
0.4,0.05099,2.8502,2.5953,-0.03326,-0.012598,
0.6,0.050796,2.8493,2.5953,-0.053726,-0.016563,
0.8,0.050617,2.8484,2.5953,-0.07674,-0.01898,
1,0.05045,2.8476,2.5953,-0.10229,-0.019855,
1.2,0.050295,2.8468,2.5953,-0.13036,-0.019199,
1.4,0.050149,2.8462,2.5954,-0.16093,-0.017022,
1.6,0.050013,2.8456,2.5955,-0.19399,-0.013338,
1.8,0.049882,2.845,2.5956,-0.2295,-0.0081649,
2,0.049756,2.8446,2.5958,-0.26744,-0.0015197,
2.2,0.049632,2.8442,2.5961,-0.30778,0.0065767,
2.4,0.049507,2.8439,2.5964,-0.3505,0.016101,
2.6,0.049379,2.8437,2.5968,-0.39555,0.027029,
2.8,0.049245,2.8435,2.5973,-0.4429,0.039332,
3,0.049103,2.8434,2.5979,-0.49252,0.05298,
3.2,0.048949,2.8434,2.5986,-0.54437,0.067943,
3.4,0.048781,2.8434,2.5995,-0.59841,0.084185,
3.6,0.048596,2.8435,2.6005,-0.6546,0.10167,
3.8,0.04839,2.8436,2.6016,-0.7129,0.12036,
4,0.048161,2.8438,2.603,-0.77326,0.14021,
4.2,0.047906,2.844,2.6045,-0.83566,0.16119,
4.4,0.047622,2.8443,2.6062,-0.90004,0.18324,
4.6,0.047306,2.8446,2.6081,-0.96637,0.20632,
4.8,0.046956,2.8449,2.6102,-1.0346,0.23038,
5,0.04657,2.8453,2.6125,-1.1047,0.25537,
5.2,0.046145,2.8458,2.615,-1.1766,0.28125,
5.4,0.045679,2.8462,2.6178,-1.2503,0.30795,
5.6,0.045171,2.8467,2.6209,-1.3258,0.33543,
5.8,0.044619,2.8472,2.6241,-1.403,0.36363,
6,0.044022,2.8477,2.6276,-1.4818,0.3925,
6.2,0.043378,2.8483,2.6314,-1.5623,0.42197,
6.4,0.042689,2.8488,2.6354,-1.6444,0.452,
6.6,0.041952,2.8493,2.6396,-1.728,0.48252,
6.8,0.041169,2.8499,2.644,-1.8132,0.51349,
7,0.040339,2.8504,2.6487,-1.8998,0.54484,
7.2,0.039464,2.8509,2.6536,-1.9879,0.57652,
7.4,0.038544,2.8514,2.6587,-2.0775,0.60848,
7.6,0.037581,2.8519,2.664,-2.1684,0.64066,
7.8,0.036576,2.8524,2.6695,-2.2607,0.67301,
8,0.035532,2.8528,2.6752,-2.3543,0.70549,
8.2,0.03445,2.8533,2.681,-2.4492,0.73803,
8.4,0.033334,2.8536,2.687,-2.5454,0.77061,
8.6,0.032185,2.854,2.6931,-2.6428,0.80316,
8.8,0.031006,2.8543,2.6993,-2.7414,0.83566,
9,0.0298,2.8545,2.7055,-2.8411,0.86805,
9.2,0.028571,2.8548,2.7119,-2.942,0.9003,
9.4,0.02732,2.8549,2.7183,-3.0439,0.93238,
9.6,0.026052,2.855,2.7248,-3.147,0.96426,
9.8,0.02477,2.8551,2.7313,-3.251,0.99589,
10,0.023476,2.8551,2.7377,-3.3561,1.0273,
10.2,0.022174,2.8551,2.7442,-3.4621,1.0584,
10.4,0.020866,2.855,2.7506,-3.569,1.0891,
10.6,0.019555,2.8548,2.757,-3.6769,1.1196,
10.8,0.018245,2.8546,2.7634,-3.7856,1.1497,
11,0.016937,2.8543,2.7696,-3.8952,1.1794,
11.2,0.015634,2.854,2.7758,-4.0055,1.2088,
11.4,0.014338,2.8536,2.7819,-4.1167,1.2378,
11.6,0.013051,2.8532,2.7879,-4.2285,1.2663,
11.8,0.011775,2.8526,2.7938,-4.3412,1.2945,
12,0.010512,2.8521,2.7995,-4.4544,1.3223,
12.2,0.0092622,2.8515,2.8051,-4.5684,1.3497,
12.4,0.0080277,2.8508,2.8106,-4.683,1.3767,
12.6,0.0068091,2.85,2.816,-4.7982,1.4033,
12.8,0.0056073,2.8492,2.8212,-4.9139,1.4295,
13,0.0044228,2.8484,2.8263,-5.0303,1.4553,
13.2,0.0032558,2.8475,2.8312,-5.1471,1.4807,
13.4,0.0021065,2.8465,2.836,-5.2645,1.5057,
13.6,0.00097488,2.8455,2.8407,-5.3824,1.5303,
13.8,-0.00013935,2.8445,2.8452,-5.5007,1.5545,
14,-0.0012366,2.8434,2.8496,-5.6194,1.5784,
14.2,-0.0023173,2.8422,2.8538,-5.7386,1.6019,
14.4,-0.0033818,2.8411,2.858,-5.8582,1.625,
14.6,-0.0044302,2.8398,2.862,-5.9782,1.6478,
14.8,-0.0054625,2.8385,2.8658,-6.0985,1.6702,
15,-0.0064786,2.8372,2.8696,-6.2192,1.6923,
15.2,-0.007478,2.8358,2.8732,-6.3403,1.7141,
15.4,-0.0084602,2.8344,2.8767,-6.4616,1.7356,
15.6,-0.0094245,2.833,2.8801,-6.5833,1.7567,
15.8,-0.01037,2.8315,2.8834,-6.7052,1.7775,
16,-0.011296,2.83,2.8865,-6.8274,1.798,
16.2,-0.012202,2.8284,2.8894,-6.9499,1.8183,
16.4,-0.013086,2.8268,2.8923,-7.0727,1.8383,
16.6,-0.013947,2.8252,2.895,-7.1956,1.858,
16.8,-0.014783,2.8236,2.8975,-7.3188,1.8774,
17,-0.015594,2.8219,2.8999,-7.4422,1.8967,
17.2,-0.016379,2.8202,2.9021,-7.5658,1.9157,
17.4,-0.017134,2.8185,2.9041,-7.6896,1.9345,
17.6,-0.01786,2.8167,2.906,-7.8136,1.9531,
17.8,-0.018555,2.815,2.9077,-7.9377,1.9716,
18,-0.019217,2.8132,2.9092,-8.062,1.9899,
18.2,-0.019846,2.8114,2.9106,-8.1864,2.0081,
18.4,-0.020438,2.8095,2.9117,-8.311,2.0261,
18.6,-0.020994,2.8077,2.9127,-8.4357,2.0441,
18.8,-0.021513,2.8058,2.9134,-8.5605,2.062,
19,-0.021992,2.804,2.914,-8.6854,2.0799,
19.2,-0.02243,2.8021,2.9143,-8.8104,2.0977,
19.4,-0.022828,2.8003,2.9144,-8.9355,2.1155,
19.6,-0.023184,2.7984,2.9143,-9.0606,2.1333,
19.8,-0.023498,2.7965,2.914,-9.1859,2.1512,
20,-0.023768,2.7947,2.9135,-9.3112,2.1691,
20.2,-0.023995,2.7928,2.9128,-9.4365,2.1871,
20.4,-0.024179,2.791,2.9119,-9.5619,2.2052,
20.6,-0.024318,2.7892,2.9108,-9.6873,2.2235,
20.8,-0.024414,2.7873,2.9094,-9.8127,2.2419,
21,-0.024466,2.7855,2.9079,-9.9381,2.2604,
21.2,-0.024475,2.7838,2.9061,-10.0636,2.2792,
21.4,-0.024441,2.782,2.9042,-10.189,2.2982,
21.6,-0.024366,2.7803,2.9021,-10.3144,2.3174,
21.8,-0.02425,2.7785,2.8998,-10.4399,2.3368,
22,-0.024093,2.7769,2.8973,-10.5652,2.3566,
22.2,-0.023898,2.7752,2.8947,-10.6906,2.3766,
22.4,-0.023665,2.7736,2.8919,-10.8159,2.397,
22.6,-0.023396,2.772,2.8889,-10.9412,2.4177,
22.8,-0.023092,2.7704,2.8859,-11.0664,2.4387,
23,-0.022755,2.7689,2.8827,-11.1916,2.46,
23.2,-0.022386,2.7674,2.8793,-11.3166,2.4818,
23.4,-0.021988,2.7659,2.8759,-11.4417,2.5039,
23.6,-0.021562,2.7645,2.8723,-11.5666,2.5265,
23.8,-0.021109,2.7632,2.8687,-11.6915,2.5494,
24,-0.020632,2.7618,2.865,-11.8162,2.5727,
24.2,-0.020133,2.7606,2.8612,-11.9409,2.5965,
24.4,-0.019613,2.7593,2.8574,-12.0654,2.6207,
24.6,-0.019074,2.7581,2.8535,-12.1899,2.6453,
24.8,-0.018519,2.757,2.8496,-12.3143,2.6704,
25,-0.017948,2.7559,2.8456,-12.4385,2.6959,
25.2,-0.017365,2.7548,2.8416,-12.5626,2.7218,
25.4,-0.01677,2.7538,2.8376,-12.6866,2.7482,
25.6,-0.016166,2.7528,2.8337,-12.8105,2.775,
25.8,-0.015554,2.7519,2.8297,-12.9343,2.8023,
26,-0.014935,2.751,2.8257,-13.0579,2.83,
26.2,-0.014312,2.7502,2.8218,-13.1814,2.8582,
26.4,-0.013685,2.7494,2.8178,-13.3048,2.8867,
26.6,-0.013056,2.7487,2.814,-13.428,2.9158,
26.8,-0.012426,2.748,2.8101,-13.5511,2.9452,
27,-0.011797,2.7473,2.8063,-13.6741,2.9751,
27.2,-0.011169,2.7467,2.8026,-13.797,3.0053,
27.4,-0.010544,2.7462,2.7989,-13.9197,3.036,
27.6,-0.0099231,2.7457,2.7953,-14.0423,3.0671,
27.8,-0.0093062,2.7452,2.7917,-14.1647,3.0986,
28,-0.0086943,2.7447,2.7882,-14.287,3.1304,
28.2,-0.0080887,2.7443,2.7848,-14.4092,3.1627,
28.4,-0.0074897,2.744,2.7814,-14.5313,3.1953,
28.6,-0.0068978,2.7437,2.7782,-14.6532,3.2282,
28.8,-0.0063134,2.7434,2.7749,-14.775,3.2615,
29,-0.0057369,2.7431,2.7718,-14.8967,3.2952,
29.2,-0.0051689,2.7429,2.7688,-15.0182,3.3292,
29.4,-0.0046095,2.7428,2.7658,-15.1397,3.3635,
29.6,-0.0040587,2.7426,2.7629,-15.261,3.3982,
29.8,-0.003517,2.7425,2.7601,-15.3822,3.4331,
30,-0.0029845,2.7424,2.7573,-15.5033,3.4684,
30.2,-0.0024607,2.7424,2.7547,-15.6243,3.5039,
30.4,-0.0019462,2.7424,2.7521,-15.7451,3.5397,
30.6,-0.0014405,2.7424,2.7496,-15.8659,3.5758,
30.8,-0.00094374,2.7424,2.7471,-15.9865,3.6122,
31,-0.00045593,2.7425,2.7448,-16.1071,3.6488,
31.2,2.3519e-05,2.7426,2.7425,-16.2275,3.6856,
31.4,0.00049474,2.7427,2.7402,-16.3479,3.7228,
31.6,0.0009577,2.7429,2.7381,-16.4681,3.7601,
31.8,0.0014128,2.743,2.736,-16.5883,3.7977,
32,0.0018599,2.7432,2.7339,-16.7084,3.8355,
32.2,0.0022996,2.7435,2.732,-16.8283,3.8735,
32.4,0.0027318,2.7437,2.7301,-16.9482,3.9117,
32.6,0.0031564,2.744,2.7282,-17.068,3.9501,
32.8,0.0035734,2.7443,2.7264,-17.1878,3.9887,
33,0.003983,2.7446,2.7247,-17.3074,4.0275,
33.2,0.0043852,2.7449,2.723,-17.427,4.0665,
33.4,0.0047798,2.7452,2.7214,-17.5465,4.1056,
33.6,0.0051666,2.7456,2.7198,-17.6659,4.1449,
33.8,0.0055456,2.746,2.7183,-17.7852,4.1844,
34,0.0059169,2.7464,2.7168,-17.9045,4.2241,
34.2,0.0062799,2.7468,2.7154,-18.0237,4.2638,
34.4,0.006635,2.7472,2.7141,-18.1429,4.3038,
34.6,0.0069815,2.7477,2.7128,-18.262,4.3439,
34.8,0.0073195,2.7482,2.7116,-18.381,4.3841,
35,0.0076487,2.7486,2.7104,-18.5,4.4244,
35.2,0.0079692,2.7491,2.7093,-18.6189,4.4649,
