"t","u","r","y","em_x","em_y",
0,-0.036832,2.3067,2.4908,0,0,
0.2,-0.037162,2.305,2.4908,-0.021277,-0.0010286,
0.4,-0.037502,2.3033,2.4908,-0.04494,-0.00024115,
0.6,-0.037853,2.3016,2.4908,-0.070982,0.0023585,
0.8,-0.038213,2.2998,2.4908,-0.099397,0.0067645,
1,-0.038584,2.2979,2.4908,-0.13017,0.012968,
1.2,-0.038963,2.296,2.4908,-0.16329,0.020959,
1.4,-0.039351,2.294,2.4907,-0.19875,0.030724,
1.6,-0.039745,2.292,2.4907,-0.23651,0.042249,
1.8,-0.040144,2.2899,2.4906,-0.27655,0.055516,
2,-0.040547,2.2878,2.4905,-0.31885,0.070507,
2.2,-0.040953,2.2856,2.4903,-0.36339,0.087201,
2.4,-0.041358,2.2833,2.4901,-0.41012,0.10558,
2.6,-0.041762,2.2811,2.4899,-0.45901,0.12561,
2.8,-0.042162,2.2787,2.4896,-0.51003,0.14729,
3,-0.042556,2.2764,2.4891,-0.56314,0.17057,
3.2,-0.04294,2.2739,2.4886,-0.61829,0.19544,
3.4,-0.043313,2.2715,2.488,-0.67544,0.22187,
3.6,-0.043671,2.269,2.4873,-0.73454,0.24983,
3.8,-0.044012,2.2664,2.4865,-0.79554,0.2793,
4,-0.044332,2.2638,2.4855,-0.8584,0.31026,
4.2,-0.044628,2.2612,2.4844,-0.92305,0.34268,
4.4,-0.044897,2.2586,2.4831,-0.98945,0.37653,
4.6,-0.045136,2.2559,2.4816,-1.0575,0.41179,
4.8,-0.045341,2.2532,2.4799,-1.1273,0.44844,
5,-0.04551,2.2504,2.478,-1.1986,0.48647,
5.2,-0.045638,2.2477,2.4759,-1.2714,0.52584,
5.4,-0.045723,2.2449,2.4735,-1.3456,0.56654,
5.6,-0.045762,2.2421,2.4709,-1.4212,0.60855,
5.8,-0.045752,2.2393,2.4681,-1.4982,0.65186,
6,-0.04569,2.2365,2.465,-1.5764,0.69646,
6.2,-0.045573,2.2337,2.4616,-1.6558,0.74233,
6.4,-0.0454,2.2309,2.4579,-1.7363,0.78945,
6.6,-0.045168,2.2281,2.4539,-1.8179,0.83782,
6.8,-0.044876,2.2253,2.4497,-1.9005,0.88744,
7,-0.044523,2.2225,2.4451,-1.984,0.93828,
7.2,-0.044107,2.2197,2.4403,-2.0683,0.99035,
7.4,-0.043628,2.217,2.4351,-2.1535,1.0436,
7.6,-0.043086,2.2143,2.4297,-2.2393,1.0981,
7.8,-0.04248,2.2116,2.424,-2.3258,1.1539,
8,-0.041812,2.2089,2.418,-2.4129,1.2108,
8.2,-0.041083,2.2063,2.4117,-2.5005,1.2689,
8.4,-0.040293,2.2038,2.4052,-2.5886,1.3282,
8.6,-0.039445,2.2012,2.3985,-2.6771,1.3887,
8.8,-0.038541,2.1988,2.3915,-2.7659,1.4503,
9,-0.037583,2.1964,2.3843,-2.855,1.5132,
9.2,-0.036574,2.194,2.3769,-2.9444,1.5772,
9.4,-0.035517,2.1918,2.3693,-3.0339,1.6423,
9.6,-0.034415,2.1896,2.3616,-3.1235,1.7086,
9.8,-0.033271,2.1874,2.3538,-3.2132,1.7761,
10,-0.032091,2.1854,2.3458,-3.3029,1.8447,
10.2,-0.030876,2.1834,2.3378,-3.3925,1.9143,
10.4,-0.029632,2.1815,2.3296,-3.4821,1.9851,
10.6,-0.028361,2.1796,2.3215,-3.5716,2.057,
10.8,-0.027069,2.1779,2.3132,-3.661,2.1299,
11,-0.025758,2.1762,2.305,-3.7501,2.2039,
11.2,-0.024433,2.1747,2.2968,-3.8391,2.2788,
11.4,-0.023097,2.1732,2.2887,-3.9277,2.3548,
11.6,-0.021755,2.1718,2.2806,-4.0162,2.4318,
11.8,-0.020409,2.1705,2.2725,-4.1043,2.5097,
12,-0.019063,2.1692,2.2646,-4.1921,2.5886,
12.2,-0.017719,2.1681,2.2567,-4.2796,2.6683,
12.4,-0.016381,2.167,2.249,-4.3668,2.749,
12.6,-0.015052,2.1661,2.2413,-4.4536,2.8305,
12.8,-0.013732,2.1652,2.2338,-4.54,2.9128,
13,-0.012426,2.1644,2.2265,-4.626,2.996,
13.2,-0.011135,2.1637,2.2193,-4.7117,3.0799,
13.4,-0.0098593,2.163,2.2123,-4.7969,3.1646,
13.6,-0.0086017,2.1625,2.2055,-4.8818,3.25,
13.8,-0.0073625,2.162,2.1988,-4.9662,3.3361,
14,-0.0061432,2.1616,2.1923,-5.0503,3.4229,
14.2,-0.0049439,2.1612,2.1859,-5.134,3.5104,
14.4,-0.0037655,2.161,2.1798,-5.2172,3.5985,
14.6,-0.0026078,2.1608,2.1738,-5.3001,3.6871,
14.8,-0.0014708,2.1606,2.168,-5.3826,3.7764,
15,-0.00035449,2.1606,2.1624,-5.4647,3.8662,
15.2,0.00074141,2.1606,2.1569,-5.5464,3.9566,
15.4,0.0018178,2.1607,2.1516,-5.6278,4.0475,
15.6,0.0028748,2.1608,2.1464,-5.7088,4.1389,
15.8,0.0039128,2.161,2.1414,-5.7894,4.2307,
16,0.0049321,2.1612,2.1366,-5.8696,4.323,
16.2,0.0059324,2.1615,2.1319,-5.9495,4.4158,
16.4,0.0069134,2.1619,2.1273,-6.0291,4.5089,
16.6,0.007875,2.1623,2.1229,-6.1083,4.6025,
16.8,0.0088165,2.1628,2.1187,-6.1872,4.6965,
17,0.0097373,2.1633,2.1146,-6.2658,4.7908,
17.2,0.010637,2.1639,2.1107,-6.344,4.8855,
17.4,0.011514,2.1645,2.1069,-6.4219,4.9805,
17.6,0.012367,2.1651,2.1033,-6.4996,5.0759,
17.8,0.013197,2.1658,2.0998,-6.577,5.1716,
18,0.014001,2.1665,2.0965,-6.6541,5.2675,
18.2,0.014778,2.1673,2.0934,-6.7309,5.3638,
18.4,0.015528,2.1681,2.0905,-6.8075,5.4602,
18.6,0.016248,2.169,2.0877,-6.8839,5.557,
18.8,0.016939,2.1698,2.0851,-6.96,5.654,
19,0.017598,2.1707,2.0828,-7.0359,5.7511,
19.2,0.018224,2.1717,2.0806,-7.1117,5.8485,
19.4,0.018817,2.1726,2.0785,-7.1873,5.9461,
19.6,0.019375,2.1736,2.0767,-7.2627,6.0439,
19.8,0.019896,2.1746,2.0751,-7.338,6.1418,
20,0.020381,2.1756,2.0737,-7.4132,6.2398,
20.2,0.020828,2.1767,2.0725,-7.4883,6.338,
20.4,0.021236,2.1777,2.0715,-7.5633,6.4363,
20.6,0.021604,2.1788,2.0707,-7.6382,6.5347,
20.8,0.021933,2.1798,2.0702,-7.7131,6.6332,
21,0.02222,2.1809,2.0698,-7.788,6.7318,
21.2,0.022467,2.182,2.0696,-7.8628,6.8304,
21.4,0.022673,2.1831,2.0697,-7.9377,6.929,
21.6,0.022837,2.1841,2.07,-8.0127,7.0277,
21.8,0.022959,2.1852,2.0704,-8.0877,7.1264,
22,0.023041,2.1863,2.0711,-8.1627,7.2252,
22.2,0.023082,2.1874,2.0719,-8.2379,7.3239,
22.4,0.023083,2.1884,2.073,-8.3132,7.4226,
22.6,0.023043,2.1894,2.0742,-8.3886,7.5212,
22.8,0.022965,2.1905,2.0756,-8.4641,7.6198,
23,0.022849,2.1915,2.0772,-8.5398,7.7184,
23.2,0.022695,2.1925,2.079,-8.6157,7.8169,
23.4,0.022505,2.1934,2.0809,-8.6918,7.9153,
23.6,0.02228,2.1944,2.083,-8.7682,8.0136,
23.8,0.022022,2.1953,2.0852,-8.8447,8.1119,
24,0.021731,2.1962,2.0876,-8.9215,8.21,
24.2,0.02141,2.1971,2.09,-8.9985,8.308,
24.4,0.021059,2.1979,2.0926,-9.0758,8.4059,
24.6,0.020681,2.1987,2.0953,-9.1534,8.5036,
24.8,0.020277,2.1995,2.0981,-9.2313,8.6012,
25,0.019849,2.2003,2.101,-9.3094,8.6986,
25.2,0.019398,2.201,2.104,-9.3879,8.7959,
25.4,0.018926,2.2017,2.1071,-9.4667,8.8931,
25.6,0.018435,2.2023,2.1102,-9.5457,8.9901,
25.8,0.017926,2.203,2.1133,-9.6251,9.0868,
26,0.017402,2.2035,2.1165,-9.7049,9.1835,
26.2,0.016864,2.2041,2.1198,-9.7849,9.2799,
26.4,0.016313,2.2046,2.123,-9.8653,9.3762,
26.6,0.015752,2.2051,2.1263,-9.946,9.4722,
26.8,0.015181,2.2055,2.1296,-10.027,9.5681,
