"t","u","r","y","em_x","em_y",
0,-0.084058,2.122,2.5422,0,0,
0.2,-0.083267,2.1259,2.5422,0.038392,0.013099,
0.4,-0.082499,2.1297,2.5422,0.074309,0.027889,
0.6,-0.081755,2.1335,2.5422,0.10776,0.044367,
0.8,-0.081031,2.137,2.5422,0.13874,0.062527,
1,-0.080326,2.1405,2.5421,0.16728,0.082361,
1.2,-0.079636,2.1439,2.542,0.19338,0.10386,
1.4,-0.078958,2.1471,2.5419,0.21706,0.12701,
1.6,-0.078288,2.1502,2.5416,0.23835,0.15181,
1.8,-0.077621,2.1532,2.5413,0.25727,0.17823,
2,-0.076952,2.1561,2.5408,0.27386,0.20627,
2.2,-0.076277,2.1589,2.5402,0.28814,0.23591,
2.4,-0.07559,2.1615,2.5395,0.30015,0.26713,
2.6,-0.074885,2.1641,2.5385,0.30992,0.29992,
2.8,-0.074158,2.1665,2.5373,0.31752,0.33426,
3,-0.073403,2.1689,2.5359,0.32297,0.37014,
3.2,-0.072613,2.1711,2.5342,0.32634,0.40756,
3.4,-0.071785,2.1733,2.5322,0.32767,0.44649,
3.6,-0.070913,2.1753,2.5299,0.32703,0.48692,
3.8,-0.069991,2.1773,2.5273,0.32446,0.52885,
4,-0.069015,2.1792,2.5243,0.32005,0.57227,
4.2,-0.067981,2.181,2.5209,0.31384,0.61717,
4.4,-0.066884,2.1828,2.5172,0.30592,0.66355,
4.6,-0.065723,2.1845,2.5131,0.29635,0.71141,
4.8,-0.064493,2.1861,2.5086,0.2852,0.76074,
5,-0.063193,2.1877,2.5037,0.27256,0.81155,
5.2,-0.061821,2.1893,2.4984,0.25849,0.86382,
5.4,-0.060377,2.1908,2.4926,0.24308,0.91758,
5.6,-0.058859,2.1922,2.4865,0.22641,0.97281,
5.8,-0.057269,2.1937,2.48,0.20855,1.0295,
6,-0.055608,2.1951,2.4732,0.18958,1.0877,
6.2,-0.053877,2.1966,2.4659,0.1696,1.1474,
6.4,-0.052079,2.198,2.4584,0.14867,1.2086,
6.6,-0.050218,2.1994,2.4505,0.12688,1.2712,
6.8,-0.048297,2.2008,2.4423,0.1043,1.3354,
7,-0.04632,2.2023,2.4339,0.081012,1.401,
7.2,-0.044292,2.2038,2.4252,0.057093,1.4681,
7.4,-0.042219,2.2053,2.4164,0.032615,1.5367,
7.6,-0.040105,2.2068,2.4074,0.0076469,1.6067,
7.8,-0.037956,2.2084,2.3982,-0.017743,1.6782,
8,-0.035778,2.2101,2.3889,-0.043489,1.7511,
8.2,-0.033577,2.2117,2.3796,-0.069531,1.8254,
8.4,-0.031358,2.2135,2.3703,-0.09581,1.9012,
8.6,-0.029129,2.2153,2.3609,-0.12227,1.9783,
8.8,-0.026893,2.2171,2.3516,-0.14887,2.0567,
9,-0.024656,2.219,2.3423,-0.17555,2.1365,
9.2,-0.022424,2.221,2.3331,-0.20227,2.2177,
9.4,-0.020201,2.2231,2.3241,-0.22899,2.3,
9.6,-0.017992,2.2252,2.3151,-0.25569,2.3836,
9.8,-0.015799,2.2274,2.3064,-0.28232,2.4685,
10,-0.013627,2.2296,2.2978,-0.30885,2.5545,
10.2,-0.011478,2.2319,2.2893,-0.33527,2.6416,
10.4,-0.0093555,2.2343,2.2811,-0.36155,2.7299,
10.6,-0.0072599,2.2368,2.2731,-0.38766,2.8192,
10.8,-0.0051934,2.2393,2.2653,-0.4136,2.9096,
11,-0.0031561,2.242,2.2577,-0.43935,3.0009,
11.2,-0.0011487,2.2446,2.2504,-0.4649,3.0932,
11.4,0.00082933,2.2474,2.2432,-0.49023,3.1865,
11.6,0.0027785,2.2502,2.2363,-0.51533,3.2806,
11.8,0.0047,2.2531,2.2296,-0.54021,3.3756,
12,0.0065935,2.256,2.2231,-0.56485,3.4715,
12.2,0.008459,2.259,2.2167,-0.58924,3.5681,
12.4,0.010296,2.2621,2.2106,-0.61339,3.6655,
12.6,0.012103,2.2652,2.2047,-0.63729,3.7636,
12.8,0.013878,2.2684,2.199,-0.66093,3.8625,
13,0.015619,2.2717,2.1936,-0.68434,3.962,
13.2,0.017323,2.275,2.1884,-0.70749,4.0622,
13.4,0.018988,2.2784,2.1834,-0.73041,4.163,
13.6,0.02061,2.2818,2.1787,-0.7531,4.2643,
13.8,0.022185,2.2853,2.1743,-0.77558,4.3663,
14,0.02371,2.2888,2.1702,-0.79785,4.4687,
14.2,0.02518,2.2923,2.1664,-0.81993,4.5717,
14.4,0.026591,2.2959,2.163,-0.84184,4.6751,
14.6,0.027939,2.2996,2.1599,-0.8636,4.7789,
14.8,0.029219,2.3032,2.1571,-0.88524,4.8831,
15,0.030427,2.3069,2.1548,-0.90678,4.9877,
15.2,0.031558,2.3107,2.1529,-0.92826,5.0926,
15.4,0.032609,2.3144,2.1514,-0.9497,5.1978,
15.6,0.033575,2.3182,2.1503,-0.97113,5.3033,
15.8,0.034453,2.322,2.1497,-0.9926,5.4089,
16,0.035238,2.3258,2.1496,-1.0141,5.5148,
16.2,0.035929,2.3295,2.1499,-1.0358,5.6208,
16.4,0.036523,2.3333,2.1507,-1.0576,5.7269,
16.6,0.037017,2.3371,2.152,-1.0796,5.8331,
16.8,0.037409,2.3409,2.1538,-1.1018,5.9393,
17,0.037699,2.3446,2.1561,-1.1243,6.0455,
17.2,0.037886,2.3483,2.1589,-1.1471,6.1517,
17.4,0.037971,2.352,2.1621,-1.1702,6.2578,
17.6,0.037953,2.3556,2.1659,-1.1938,6.3638,
17.8,0.037834,2.3592,2.1701,-1.2178,6.4696,
18,0.037617,2.3628,2.1747,-1.2423,6.5753,
18.2,0.037302,2.3663,2.1798,-1.2673,6.6807,
18.4,0.036893,2.3697,2.1852,-1.2928,6.7859,
18.6,0.036395,2.3731,2.1911,-1.3189,6.8908,
