"t","u","r","y","em_x","em_y",
0,0.10277,-3.0521,-3.566,0,0,
0.2,0.10295,-3.0512,2.7172,0.031835,0.012037,
0.4,0.10316,-3.0502,2.7172,0.060939,0.025308,
0.6,0.1034,-3.0489,2.7173,0.087316,0.039811,
0.8,0.10366,-3.0476,2.7173,0.11098,0.055541,
1,0.10394,-3.0461,2.7174,0.13193,0.072492,
1.2,0.10424,-3.0444,2.7175,0.1502,0.090655,
1.4,0.10455,-3.0427,2.7178,0.16579,0.11002,
1.6,0.10485,-3.0407,2.7182,0.17874,0.13057,
1.8,0.10515,-3.0386,2.7188,0.18906,0.15229,
2,0.10543,-3.0364,2.7196,0.19679,0.17517,
2.2,0.10569,-3.0341,2.7207,0.20194,0.19916,
2.4,0.1059,-3.0316,2.722,0.20455,0.22425,
2.6,0.10607,-3.029,2.7238,0.20465,0.2504,
2.8,0.10618,-3.0263,2.726,0.20227,0.27757,
3,0.1062,-3.0234,2.7287,0.19743,0.30572,
3.2,0.10614,-3.0205,2.732,0.19018,0.33478,
3.4,0.10598,-3.0174,2.7359,0.18053,0.3647,
3.6,0.10571,-3.0142,2.7404,0.16853,0.39542,
3.8,0.1053,-3.011,2.7457,0.15419,0.42686,
4,0.10475,-3.0076,2.7518,0.13754,0.45894,
4.2,0.10404,-3.0042,2.7588,0.11862,0.49157,
4.4,0.10317,-3.0007,2.7666,0.097441,0.52464,
4.6,0.10212,-2.9972,2.7754,0.074035,0.55806,
4.8,0.10089,-2.9936,2.7852,0.048426,0.59171,
5,0.099456,-2.99,2.7959,0.020638,0.62546,
5.2,0.097823,-2.9863,2.8077,-0.0093038,0.65921,
5.4,0.095985,-2.9827,2.8206,-0.041372,0.6928,
5.6,0.093938,-2.9791,2.8344,-0.075538,0.72611,
5.8,0.091683,-2.9755,2.8493,-0.11177,0.75899,
6,0.08922,-2.9719,2.8652,-0.15003,0.7913,
6.2,0.086555,-2.9684,2.882,-0.19029,0.82289,
6.4,0.083694,-2.9649,2.8998,-0.2325,0.85363,
6.6,0.080645,-2.9615,2.9184,-0.27662,0.88335,
6.8,0.077417,-2.9583,2.9378,-0.32258,0.91194,
7,0.074025,-2.9551,2.9579,-0.37034,0.93924,
7.2,0.070482,-2.9521,2.9787,-0.41982,0.96513,
7.4,0.066802,-2.9492,3,-0.47096,0.9895,
7.6,0.063003,-2.9464,3.0217,-0.52368,1.0122,
7.8,0.059102,-2.9438,3.0438,-0.57791,1.0332,
8,0.055116,-2.9414,3.0662,-0.63356,1.0523,
8.2,0.051064,-2.9392,3.0887,-0.69054,1.0695,
8.4,0.046962,-2.9371,3.1112,-0.74877,1.0848,
8.6,0.04283,-2.9353,3.1338,-0.80815,1.0979,
8.8,0.038681,-2.9336,-3.127,-0.8686,1.109,
9,0.034534,-2.9322,-3.1048,-0.93003,1.118,
9.2,0.030401,-2.9309,-3.0829,-0.99233,1.1249,
9.4,0.026295,-2.9299,-3.0614,-1.0554,1.1296,
9.6,0.022229,-2.9291,-3.0402,-1.1193,1.1322,
9.8,0.01821,-2.9284,-3.0195,-1.1837,1.1326,
10,0.014249,-2.928,-2.9992,-1.2487,1.131,
10.2,0.010349,-2.9278,-2.9795,-1.3142,1.1273,
10.4,0.0065166,-2.9278,-2.9604,-1.3801,1.1215,
10.6,0.0027529,-2.928,-2.9417,-1.4464,1.1137,
10.8,-0.00094119,-2.9283,-2.9236,-1.513,1.104,
11,-0.0045666,-2.9289,-2.9061,-1.5798,1.0923,
11.2,-0.0081247,-2.9297,-2.889,-1.6467,1.0788,
11.4,-0.011616,-2.9306,-2.8725,-1.7138,1.0634,
11.6,-0.015038,-2.9317,-2.8565,-1.781,1.0463,
11.8,-0.018388,-2.933,-2.8411,-1.8483,1.0274,
12,-0.021661,-2.9345,-2.8262,-1.9156,1.0069,
12.2,-0.02485,-2.9361,-2.8118,-1.9828,0.98471,
12.4,-0.027947,-2.9378,-2.7981,-2.05,0.96099,
12.6,-0.030944,-2.9398,-2.7851,-2.1172,0.93577,
12.8,-0.033831,-2.9418,-2.7727,-2.1842,0.90913,
13,-0.036596,-2.944,-2.7611,-2.2512,0.88114,
13.2,-0.039229,-2.9464,-2.7502,-2.3181,0.85188,
13.4,-0.041717,-2.9488,-2.7402,-2.3849,0.82144,
13.6,-0.044047,-2.9514,-2.7311,-2.4516,0.78992,
13.8,-0.046209,-2.954,-2.723,-2.5182,0.75739,
14,-0.048189,-2.9568,-2.7158,-2.5848,0.72398,
14.2,-0.049977,-2.9596,-2.7097,-2.6514,0.68978,
14.4,-0.051562,-2.9625,-2.7047,-2.7179,0.65491,
14.6,-0.052934,-2.9654,-2.7008,-2.7845,0.61947,
14.8,-0.054086,-2.9684,-2.698,-2.8512,0.58359,
15,-0.055011,-2.9714,-2.6964,-2.918,0.54738,
15.2,-0.055703,-2.9745,-2.696,-2.985,0.51097,
15.4,-0.05616,-2.9775,-2.6967,-3.0521,0.47449,
15.6,-0.05638,-2.9806,-2.6987,-3.1195,0.43804,
15.8,-0.056363,-2.9836,-2.7018,-3.1873,0.40177,
16,-0.056113,-2.9866,-2.706,-3.2553,0.36578,
16.2,-0.055633,-2.9895,-2.7113,-3.3238,0.3302,
16.4,-0.054931,-2.9924,-2.7177,-3.3927,0.29515,
16.6,-0.054014,-2.9952,-2.7251,-3.462,0.26074,
16.8,-0.052894,-2.9979,-2.7335,-3.5319,0.22707,
17,-0.05158,-3.0006,-2.7427,-3.6023,0.19426,
17.2,-0.050086,-3.0031,-2.7527,-3.6732,0.16238,
17.4,-0.048426,-3.0056,-2.7634,-3.7447,0.13154,
17.6,-0.046615,-3.0079,-2.7748,-3.8168,0.10181,
17.8,-0.044666,-3.0101,-2.7867,-3.8895,0.073274,
18,-0.042597,-3.0121,-2.7991,-3.9628,0.045989,
18.2,-0.040422,-3.0141,-2.8119,-4.0366,0.020013,
18.4,-0.038158,-3.0158,-2.8251,-4.111,-0.0046048,
18.6,-0.035818,-3.0175,-2.8384,-4.186,-0.027826,
18.8,-0.033419,-3.019,-2.8519,-4.2616,-0.049619,
19,-0.030973,-3.0203,-2.8655,-4.3376,-0.069961,
19.2,-0.028493,-3.0215,-2.8791,-4.4142,-0.088839,
19.4,-0.025993,-3.0226,-2.8926,-4.4912,-0.10624,
19.6,-0.023483,-3.0235,-2.9061,-4.5687,-0.12218,
19.8,-0.020973,-3.0242,-2.9194,-4.6466,-0.13664,
20,-0.018471,-3.0248,-2.9325,-4.7249,-0.14965,
20.2,-0.015987,-3.0253,-2.9453,-4.8036,-0.16123,
20.4,-0.013525,-3.0256,-2.9579,-4.8827,-0.17139,
20.6,-0.011092,-3.0257,-2.9703,-4.962,-0.18015,
20.8,-0.0086912,-3.0258,-2.9823,-5.0417,-0.18756,
21,-0.0063268,-3.0257,-2.994,-5.1216,-0.19363,
21.2,-0.0040005,-3.0254,-3.0054,-5.2017,-0.1984,
21.4,-0.0017137,-3.025,-3.0165,-5.2821,-0.2019,
21.6,0.00053349,-3.0245,-3.0272,-5.3627,-0.20417,
21.8,0.0027415,-3.0239,-3.0376,-5.4435,-0.20524,
22,0.0049111,-3.0232,-3.0478,-5.5244,-0.20514,
22.2,0.0070426,-3.0223,-3.0576,-5.6055,-0.20391,
22.4,0.0091351,-3.0214,-3.0671,-5.6867,-0.20157,
22.6,0.011188,-3.0203,-3.0763,-5.768,-0.19817,
22.8,0.013198,-3.0192,-3.0851,-5.8494,-0.19374,
23,0.015164,-3.0179,-3.0937,-5.9309,-0.18831,
23.2,0.017081,-3.0165,-3.1019,-6.0125,-0.18191,
23.4,0.018948,-3.0151,-3.1098,-6.0942,-0.1746,
23.6,0.020758,-3.0135,-3.1173,-6.1759,-0.1664,
23.8,0.022509,-3.0119,-3.1244,-6.2576,-0.15736,
24,0.024196,-3.0102,-3.1311,-6.3394,-0.14752,
24.2,0.025812,-3.0084,-3.1374,-6.4212,-0.13694,
24.4,0.027355,-3.0065,3.1399,-6.5031,-0.12565,
24.6,0.028817,-3.0046,3.1345,-6.585,-0.11372,
24.8,0.030195,-3.0026,3.1296,-6.6669,-0.1012,
25,0.031482,-3.0006,3.1252,-6.7488,-0.08814,
25.2,0.032675,-2.9985,3.1213,-6.8307,-0.074604,
25.4,0.033769,-2.9964,3.118,-6.9126,-0.060651,
25.6,0.03476,-2.9942,3.1152,-6.9945,-0.046344,
25.8,0.035643,-2.992,3.1129,-7.0764,-0.031748,
26,0.036415,-2.9898,3.1113,-7.1584,-0.016928,
26.2,0.037075,-2.9876,3.1102,-7.2403,-0.0019515,
26.4,0.037618,-2.9853,3.1097,-7.3223,0.013115,
26.6,0.038045,-2.9831,3.1099,-7.4043,0.028203,
26.8,0.038353,-2.9809,3.1105,-7.4863,0.043245,
27,0.038543,-2.9786,3.1118,-7.5683,0.058175,
27.2,0.038616,-2.9764,3.1137,-7.6503,0.072924,
27.4,0.038572,-2.9743,3.1161,-7.7323,0.08743,
27.6,0.038414,-2.9721,3.119,-7.8144,0.10163,
27.8,0.038143,-2.97,3.1225,-7.8964,0.11545,
28,0.037764,-2.9679,3.1265,-7.9785,0.12885,
28.2,0.03728,-2.9659,3.1309,-8.0606,0.14177,
28.4,0.036696,-2.9639,3.1358,-8.1427,0.15414,
28.6,0.036016,-2.962,3.1411,-8.2249,0.16592,
28.8,0.035245,-2.9601,-3.1364,-8.307,0.17707,
29,0.034391,-2.9584,-3.1303,-8.3891,0.18754,
29.2,0.033457,-2.9566,-3.1239,-8.4713,0.1973,
29.4,0.032452,-2.955,-3.1173,-8.5534,0.2063,
29.6,0.031381,-2.9534,-3.1104,-8.6355,0.21451,
29.8,0.03025,-2.952,-3.1032,-8.7176,0.22192,
30,0.029066,-2.9506,-3.0959,-8.7997,0.22849,
30.2,0.027836,-2.9493,-3.0884,-8.8817,0.23422,
30.4,0.026566,-2.948,-3.0809,-8.9637,0.23907,
30.6,0.025261,-2.9469,-3.0732,-9.0456,0.24305,
30.8,0.023929,-2.9459,-3.0655,-9.1275,0.24614,
31,0.022574,-2.9449,-3.0578,-9.2094,0.24834,
31.2,0.021203,-2.944,-3.0501,-9.2911,0.24966,
31.4,0.019819,-2.9433,-3.0424,-9.3728,0.25008,
31.6,0.018428,-2.9426,-3.0347,-9.4544,0.24963,
31.8,0.017035,-2.942,-3.0272,-9.5359,0.2483,
32,0.015643,-2.9415,-3.0197,-9.6173,0.24611,
32.2,0.014256,-2.941,-3.0123,-9.6986,0.24308,
32.4,0.012877,-2.9407,-3.0051,-9.7798,0.2392,
32.6,0.011509,-2.9404,-2.998,-9.8609,0.23451,
32.8,0.010154,-2.9403,-2.991,-9.9418,0.22901,
33,0.0088145,-2.9402,-2.9842,-10.0227,0.22272,
33.2,0.007492,-2.9401,-2.9776,-10.1034,0.21567,
33.4,0.0061883,-2.9402,-2.9711,-10.1841,0.20788,
33.6,0.004904,-2.9403,-2.9648,-10.2646,0.19936,
33.8,0.0036399,-2.9405,-2.9587,-10.3449,0.19013,
34,0.0023966,-2.9408,-2.9528,-10.4252,0.18022,
34.2,0.0011739,-2.9411,-2.947,-10.5053,0.16965,
34.4,-2.8039e-05,-2.9415,-2.9414,-10.5853,0.15843,
34.6,-0.0012095,-2.942,-2.936,-10.6652,0.14658,
