"t","u","r","y","em_x","em_y",
0,-0.03388,-2.6477,-2.4783,0,0,
0.2,-0.033946,-2.6481,-2.4783,-0.027613,-0.018621,
0.4,-0.034022,-2.6484,-2.4783,-0.057588,-0.039087,
0.6,-0.034108,-2.6489,-2.4783,-0.089921,-0.061395,
0.8,-0.034204,-2.6494,-2.4783,-0.1246,-0.085539,
1,-0.034308,-2.6499,-2.4784,-0.16162,-0.11151,
1.2,-0.034421,-2.6505,-2.4784,-0.20097,-0.1393,
1.4,-0.034541,-2.6511,-2.4784,-0.24262,-0.16889,
1.6,-0.034668,-2.6518,-2.4784,-0.28656,-0.20026,
1.8,-0.034801,-2.6525,-2.4785,-0.33277,-0.2334,
2,-0.034939,-2.6533,-2.4786,-0.38121,-0.2683,
2.2,-0.03508,-2.6541,-2.4787,-0.43187,-0.30491,
2.4,-0.035223,-2.655,-2.4789,-0.48472,-0.34323,
2.6,-0.035367,-2.6559,-2.4791,-0.53971,-0.38321,
2.8,-0.035509,-2.6569,-2.4793,-0.59683,-0.42484,
3,-0.035649,-2.6579,-2.4796,-0.65603,-0.46809,
3.2,-0.035785,-2.6589,-2.48,-0.71728,-0.51291,
3.4,-0.035915,-2.66,-2.4804,-0.78054,-0.55927,
3.6,-0.036037,-2.6611,-2.4809,-0.84578,-0.60715,
3.8,-0.036149,-2.6623,-2.4815,-0.91295,-0.65649,
4,-0.036249,-2.6635,-2.4822,-0.98202,-0.70725,
4.2,-0.036336,-2.6647,-2.483,-1.0529,-0.75941,
4.4,-0.036407,-2.666,-2.4839,-1.1257,-0.81291,
4.6,-0.03646,-2.6672,-2.4849,-1.2002,-0.8677,
4.8,-0.036493,-2.6686,-2.4861,-1.2764,-0.92376,
5,-0.036505,-2.6699,-2.4874,-1.3544,-0.98101,
5.2,-0.036492,-2.6713,-2.4888,-1.434,-1.0394,
5.4,-0.036455,-2.6727,-2.4904,-1.5152,-1.099,
5.6,-0.03639,-2.6741,-2.4921,-1.598,-1.1595,
5.8,-0.036296,-2.6755,-2.494,-1.6824,-1.2211,
6,-0.036172,-2.677,-2.4961,-1.7682,-1.2837,
6.2,-0.036015,-2.6784,-2.4983,-1.8556,-1.3471,
6.4,-0.035826,-2.6799,-2.5007,-1.9444,-1.4115,
6.6,-0.035601,-2.6813,-2.5033,-2.0345,-1.4766,
6.8,-0.035342,-2.6828,-2.5061,-2.1261,-1.5425,
7,-0.035046,-2.6842,-2.509,-2.219,-1.609,
7.2,-0.034714,-2.6857,-2.5121,-2.3132,-1.6763,
7.4,-0.034344,-2.6871,-2.5154,-2.4087,-1.7441,
7.6,-0.033937,-2.6886,-2.5189,-2.5054,-1.8124,
7.8,-0.033492,-2.69,-2.5225,-2.6034,-1.8813,
8,-0.03301,-2.6914,-2.5263,-2.7026,-1.9506,
8.2,-0.032491,-2.6928,-2.5303,-2.8029,-2.0203,
8.4,-0.031937,-2.6941,-2.5345,-2.9044,-2.0904,
8.6,-0.031347,-2.6955,-2.5387,-3.007,-2.1608,
8.8,-0.030722,-2.6968,-2.5432,-3.1107,-2.2314,
9,-0.030065,-2.6981,-2.5477,-3.2154,-2.3022,
9.2,-0.029376,-2.6993,-2.5524,-3.3212,-2.3732,
9.4,-0.028656,-2.7005,-2.5572,-3.4281,-2.4444,
9.6,-0.027908,-2.7017,-2.5621,-3.5359,-2.5156,
9.8,-0.027133,-2.7028,-2.5671,-3.6447,-2.587,
10,-0.026334,-2.7039,-2.5722,-3.7544,-2.6583,
10.2,-0.025512,-2.7049,-2.5773,-3.8651,-2.7296,
10.4,-0.024669,-2.7059,-2.5825,-3.9767,-2.8009,
10.6,-0.023807,-2.7068,-2.5878,-4.0891,-2.8721,
10.8,-0.022929,-2.7077,-2.5931,-4.2024,-2.9432,
11,-0.022036,-2.7086,-2.5984,-4.3166,-3.0141,
11.2,-0.021131,-2.7093,-2.6037,-4.4315,-3.085,
11.4,-0.020217,-2.7101,-2.609,-4.5473,-3.1556,
11.6,-0.019294,-2.7108,-2.6143,-4.6638,-3.2261,
11.8,-0.018365,-2.7114,-2.6196,-4.781,-3.2963,
12,-0.017432,-2.712,-2.6248,-4.899,-3.3664,
12.2,-0.016498,-2.7125,-2.63,-5.0176,-3.4362,
12.4,-0.015563,-2.713,-2.6351,-5.1369,-3.5057,
12.6,-0.014629,-2.7134,-2.6402,-5.2569,-3.575,
12.8,-0.013699,-2.7137,-2.6452,-5.3775,-3.644,
13,-0.012773,-2.714,-2.6502,-5.4988,-3.7127,
13.2,-0.011853,-2.7143,-2.655,-5.6206,-3.7812,
13.4,-0.01094,-2.7145,-2.6598,-5.7429,-3.8493,
13.6,-0.010035,-2.7146,-2.6645,-5.8659,-3.9172,
13.8,-0.00914,-2.7147,-2.669,-5.9893,-3.9848,
14,-0.008255,-2.7148,-2.6735,-6.1133,-4.052,
14.2,-0.0073809,-2.7148,-2.6779,-6.2377,-4.119,
14.4,-0.0065184,-2.7147,-2.6821,-6.3626,-4.1857,
14.6,-0.0056679,-2.7146,-2.6863,-6.4879,-4.2521,
14.8,-0.0048299,-2.7145,-2.6903,-6.6137,-4.3181,
15,-0.0040048,-2.7143,-2.6943,-6.7399,-4.3839,
15.2,-0.0031923,-2.7141,-2.6981,-6.8665,-4.4495,
15.4,-0.0023931,-2.7138,-2.7018,-6.9935,-4.5147,
15.6,-0.0016068,-2.7135,-2.7054,-7.1208,-4.5796,
15.8,-0.0008333,-2.7131,-2.709,-7.2485,-4.6443,
16,-7.2586e-05,-2.7127,-2.7124,-7.3765,-4.7087,
16.2,0.00067584,-2.7123,-2.7157,-7.5049,-4.7729,
16.4,0.0014123,-2.7118,-2.7189,-7.6335,-4.8367,
16.6,0.0021369,-2.7113,-2.722,-7.7625,-4.9004,
16.8,0.00285,-2.7108,-2.725,-7.8917,-4.9637,
17,0.0035518,-2.7102,-2.7279,-8.0212,-5.0269,
17.2,0.0042421,-2.7096,-2.7308,-8.151,-5.0897,
17.4,0.004921,-2.7089,-2.7335,-8.281,-5.1524,
17.6,0.0055882,-2.7082,-2.7362,-8.4113,-5.2148,
17.8,0.0062436,-2.7075,-2.7387,-8.5418,-5.277,
18,0.006887,-2.7068,-2.7412,-8.6725,-5.339,
18.2,0.0075179,-2.706,-2.7436,-8.8034,-5.4008,
18.4,0.0081362,-2.7052,-2.7459,-8.9345,-5.4623,
18.6,0.0087411,-2.7044,-2.7481,-9.0658,-5.5237,
18.8,0.0093325,-2.7035,-2.7502,-9.1973,-5.5849,
19,0.0099096,-2.7027,-2.7522,-9.3289,-5.6459,
19.2,0.010472,-2.7018,-2.7541,-9.4607,-5.7067,
19.4,0.011019,-2.7009,-2.756,-9.5927,-5.7673,
19.6,0.01155,-2.6999,-2.7577,-9.7248,-5.8278,
19.8,0.012065,-2.699,-2.7593,-9.8571,-5.8882,
20,0.012563,-2.698,-2.7608,-9.9895,-5.9484,
20.2,0.013042,-2.697,-2.7622,-10.122,-6.0085,
20.4,0.013504,-2.696,-2.7635,-10.2546,-6.0684,
20.6,0.013946,-2.695,-2.7647,-10.3873,-6.1283,
20.8,0.014369,-2.6939,-2.7658,-10.5202,-6.188,
21,0.014771,-2.6929,-2.7667,-10.6531,-6.2477,
21.2,0.015153,-2.6918,-2.7676,-10.7861,-6.3072,
21.4,0.015514,-2.6908,-2.7683,-10.9192,-6.3667,
21.6,0.015852,-2.6897,-2.7689,-11.0523,-6.4262,
21.8,0.016168,-2.6886,-2.7694,-11.1856,-6.4856,
22,0.016462,-2.6875,-2.7698,-11.3189,-6.545,
22.2,0.016732,-2.6864,-2.7701,-11.4522,-6.6044,
22.4,0.016979,-2.6853,-2.7702,-11.5856,-6.6637,
22.6,0.017202,-2.6842,-2.7702,-11.719,-6.7231,
22.8,0.017401,-2.6831,-2.7701,-11.8524,-6.7825,
23,0.017576,-2.682,-2.7699,-11.9859,-6.8419,
23.2,0.017726,-2.6809,-2.7696,-12.1193,-6.9013,
23.4,0.017852,-2.6798,-2.7691,-12.2528,-6.9608,
23.6,0.017954,-2.6787,-2.7685,-12.3863,-7.0204,
23.8,0.018032,-2.6777,-2.7678,-12.5198,-7.08,
24,0.018085,-2.6766,-2.767,-12.6533,-7.1397,
24.2,0.018114,-2.6755,-2.7661,-12.7868,-7.1996,
24.4,0.01812,-2.6745,-2.7651,-12.9202,-7.2595,
24.6,0.018102,-2.6735,-2.764,-13.0536,-7.3196,
24.8,0.018062,-2.6724,-2.7627,-13.187,-7.3798,
25,0.017999,-2.6714,-2.7614,-13.3204,-7.4401,
25.2,0.017914,-2.6704,-2.76,-13.4537,-7.5006,
25.4,0.017807,-2.6695,-2.7585,-13.5869,-7.5613,
25.6,0.01768,-2.6685,-2.7569,-13.7202,-7.6221,
25.8,0.017532,-2.6676,-2.7552,-13.8533,-7.6831,
26,0.017365,-2.6666,-2.7535,-13.9864,-7.7443,
26.2,0.017179,-2.6657,-2.7516,-14.1194,-7.8057,
