"t","u","r","y","em_x","em_y",
0,-0.080476,-0.70913,-0.30675,0,0,
0.2,-0.079986,-0.70668,-0.30675,-0.007126,-0.026135,
0.4,-0.07952,-0.70435,-0.30675,-0.011394,-0.053175,
0.6,-0.079075,-0.70214,-0.30676,-0.012811,-0.081118,
0.8,-0.078651,-0.70004,-0.30679,-0.011385,-0.10996,
1,-0.078244,-0.69806,-0.30684,-0.0071302,-0.1397,
1.2,-0.077853,-0.6962,-0.30693,-6.4026e-05,-0.17034,
1.4,-0.077473,-0.69445,-0.30708,0.0097926,-0.20185,
1.6,-0.0771,-0.69281,-0.30731,0.022415,-0.23426,
1.8,-0.07673,-0.69128,-0.30763,0.037774,-0.26753,
2,-0.076358,-0.68987,-0.30808,0.055839,-0.30168,
2.2,-0.075966,-0.68849,-0.30866,0.076573,-0.33669,

