"t","u","r","y","em_x","em_y",
0,-0.051496,1.1783,1.4358,0,0,
0.2,-0.052254,1.1745,1.4358,-0.029755,0.027278,
0.4,-0.053028,1.1706,1.4358,-0.059107,0.057526,
0.6,-0.053816,1.1667,1.4358,-0.088056,0.090738,
0.8,-0.054618,1.1627,1.4357,-0.1166,0.1269,
1,-0.055433,1.1586,1.4357,-0.14475,0.16601,
1.2,-0.056259,1.1544,1.4357,-0.1725,0.20804,
1.4,-0.057093,1.1501,1.4356,-0.19985,0.25297,
1.6,-0.057935,1.1458,1.4355,-0.22682,0.30078,
1.8,-0.05878,1.1414,1.4353,-0.25339,0.35143,
2,-0.059626,1.1369,1.4351,-0.27957,0.4049,
2.2,-0.060468,1.1324,1.4348,-0.30536,0.46115,
2.4,-0.061304,1.1278,1.4343,-0.33077,0.52014,
2.6,-0.062128,1.1231,1.4338,-0.35578,0.58182,
2.8,-0.062935,1.1184,1.4331,-0.38041,0.64616,
3,-0.06372,1.1136,1.4322,-0.40465,0.71311,
3.2,-0.064478,1.1087,1.4311,-0.42848,0.78261,
3.4,-0.065201,1.1038,1.4298,-0.45191,0.85462,
3.6,-0.065883,1.0988,1.4282,-0.47492,0.92907,
3.8,-0.066518,1.0937,1.4263,-0.4975,1.0059,
4,-0.067099,1.0886,1.4241,-0.51963,1.0851,
4.2,-0.067618,1.0835,1.4216,-0.54129,1.1665,
4.4,-0.068068,1.0783,1.4187,-0.56247,1.2502,
4.6,-0.068441,1.0731,1.4153,-0.58312,1.336,
4.8,-0.068731,1.0679,1.4115,-0.60322,1.4239,
5,-0.068929,1.0626,1.4072,-0.62274,1.5138,
5.2,-0.069029,1.0573,1.4024,-0.64164,1.6057,
5.4,-0.069025,1.052,1.3971,-0.65987,1.6994,
5.6,-0.068909,1.0467,1.3912,-0.67738,1.7949,
5.8,-0.068676,1.0413,1.3847,-0.69412,1.8922,
6,-0.068322,1.036,1.3776,-0.71005,1.9911,
6.2,-0.067841,1.0307,1.37,-0.7251,2.0916,
6.4,-0.067231,1.0255,1.3616,-0.73921,2.1936,
6.6,-0.06649,1.0202,1.3527,-0.75232,2.297,
6.8,-0.065614,1.0151,1.3431,-0.76438,2.4018,
7,-0.064604,1.0099,1.3329,-0.77531,2.5079,
7.2,-0.063461,1.0048,1.3221,-0.78505,2.6151,
7.4,-0.062186,0.99983,1.3108,-0.79354,2.7235,
7.6,-0.060782,0.99491,1.2988,-0.80072,2.8329,
7.8,-0.059253,0.99007,1.2863,-0.80652,2.9433,
8,-0.057603,0.98532,1.2733,-0.81089,3.0545,
8.2,-0.055839,0.98068,1.2599,-0.81379,3.1665,
8.4,-0.053968,0.97615,1.246,-0.81514,3.2793,
8.6,-0.051996,0.97175,1.2317,-0.81493,3.3926,
8.8,-0.049932,0.96747,1.2171,-0.81309,3.5065,
9,-0.047785,0.96332,1.2022,-0.8096,3.6208,
9.2,-0.045564,0.95932,1.1871,-0.80444,3.7356,
9.4,-0.043279,0.95546,1.1719,-0.79758,3.8506,
9.6,-0.04094,0.95175,1.1564,-0.789,3.9659,
9.8,-0.038555,0.94819,1.141,-0.7787,4.0813,
10,-0.036135,0.94479,1.1255,-0.76667,4.1968,
10.2,-0.033689,0.94155,1.11,-0.75291,4.3124,
10.4,-0.031226,0.93848,1.0946,-0.73745,4.428,
10.6,-0.028755,0.93556,1.0793,-0.72028,4.5434,
10.8,-0.026284,0.93281,1.0642,-0.70143,4.6588,
11,-0.02382,0.93022,1.0493,-0.68093,4.7739,
11.2,-0.021371,0.92779,1.0346,-0.6588,4.8888,
11.4,-0.018942,0.92553,1.0202,-0.63507,5.0035,
11.6,-0.016539,0.92342,1.0061,-0.60979,5.1179,
11.8,-0.014167,0.92147,0.99231,-0.58298,5.2319,
12,-0.011829,0.91968,0.97882,-0.5547,5.3456,
12.2,-0.0095288,0.91804,0.96568,-0.52497,5.4589,
12.4,-0.0072684,0.91654,0.95288,-0.49385,5.5718,
12.6,-0.0050493,0.91519,0.94044,-0.46137,5.6842,
12.8,-0.0028724,0.91399,0.92835,-0.42759,5.7963,
13,-0.0007387,0.91292,0.91661,-0.39254,5.9079,
13.2,0.0013536,0.91199,0.90522,-0.35626,6.019,
13.4,0.003404,0.91119,0.89417,-0.31881,6.1297,
13.6,0.0054147,0.91051,0.88344,-0.28022,6.2399,
13.8,0.0073851,0.90996,0.87304,-0.24052,6.3497,
14,0.0093148,0.90953,0.86296,-0.19977,6.4589,
14.2,0.011203,0.90922,0.85321,-0.158,6.5677,
14.4,0.013048,0.90902,0.84378,-0.11524,6.676,
14.6,0.014849,0.90893,0.83469,-0.071547,6.7838,
14.8,0.016601,0.90895,0.82594,-0.026946,6.8912,
15,0.018304,0.90906,0.81754,0.018518,6.9981,
15.2,0.019953,0.90927,0.80951,0.064807,7.1045,
15.4,0.021545,0.90958,0.80185,0.11188,7.2106,
15.6,0.023076,0.90997,0.79459,0.1597,7.3161,
15.8,0.024542,0.91045,0.78774,0.20822,7.4213,
16,0.02594,0.91101,0.7813,0.2574,7.5261,
16.2,0.027265,0.91164,0.77531,0.3072,7.6305,
