"t","u","r","y","em_x","em_y",
0,-0.10377,1.3465,1.8653,0,0,
0.2,-0.10308,1.3499,1.8653,0.036559,0.0042406,
0.4,-0.10241,1.3532,1.8653,0.072248,0.01135,
0.6,-0.10178,1.3564,1.8653,0.10707,0.021322,
0.8,-0.10116,1.3594,1.8653,0.14102,0.034147,
1,-0.10057,1.3623,1.8652,0.17412,0.049812,
1.2,-0.099993,1.3651,1.865,0.20636,0.068301,
1.4,-0.099426,1.3676,1.8648,0.23776,0.089592,
1.6,-0.098862,1.3701,1.8644,0.26832,0.11366,
1.8,-0.098295,1.3724,1.8639,0.29805,0.14049,
2,-0.097717,1.3746,1.8631,0.32699,0.17004,
2.2,-0.097119,1.3766,1.8622,0.35514,0.20229,
2.4,-0.096493,1.3785,1.8609,0.38253,0.23719,
2.6,-0.095831,1.3802,1.8594,0.40918,0.27472,
2.8,-0.095122,1.3819,1.8575,0.43513,0.31484,
3,-0.094358,1.3834,1.8552,0.46042,0.35752,
3.2,-0.093529,1.3848,1.8524,0.48509,0.4027,
3.4,-0.092626,1.3861,1.8492,0.50919,0.45036,
3.6,-0.091641,1.3873,1.8455,0.53276,0.50046,
3.8,-0.090565,1.3884,1.8412,0.55587,0.55294,
4,-0.08939,1.3894,1.8363,0.57857,0.60778,
4.2,-0.088108,1.3903,1.8308,0.60095,0.66493,
4.4,-0.086715,1.3911,1.8247,0.62307,0.72434,
4.6,-0.085203,1.3919,1.8179,0.64501,0.78599,
4.8,-0.08357,1.3926,1.8104,0.66685,0.84981,
5,-0.08181,1.3932,1.8023,0.68868,0.91577,
5.2,-0.079923,1.3939,1.7935,0.71059,0.98383,
5.4,-0.077907,1.3945,1.784,0.73268,1.0539,
5.6,-0.075763,1.395,1.7738,0.75504,1.1261,
5.8,-0.073493,1.3956,1.7631,0.77776,1.2001,
6,-0.0711,1.3962,1.7517,0.80094,1.2761,
6.2,-0.068588,1.3968,1.7397,0.82468,1.3539,
6.4,-0.065964,1.3974,1.7272,0.84906,1.4335,
6.6,-0.063234,1.398,1.7142,0.87419,1.5149,
6.8,-0.060406,1.3987,1.7007,0.90015,1.598,
7,-0.057489,1.3994,1.6869,0.92702,1.6826,
7.2,-0.054492,1.4002,1.6727,0.95489,1.7689,
7.4,-0.051426,1.4011,1.6582,0.98382,1.8567,
7.6,-0.048301,1.402,1.6435,1.0139,1.9458,
7.8,-0.045129,1.4031,1.6287,1.0451,2.0364,
8,-0.04192,1.4042,1.6138,1.0776,2.1283,
8.2,-0.038684,1.4054,1.5988,1.1114,2.2214,
8.4,-0.035433,1.4068,1.5839,1.1465,2.3157,
8.6,-0.032177,1.4082,1.5691,1.183,2.4111,
8.8,-0.028924,1.4097,1.5544,1.2208,2.5076,
9,-0.025684,1.4114,1.5398,1.2601,2.605,
9.2,-0.022465,1.4132,1.5255,1.3007,2.7034,
9.4,-0.019273,1.4151,1.5114,1.3428,2.8026,
9.6,-0.016115,1.4171,1.4977,1.3862,2.9026,
9.8,-0.012996,1.4192,1.4842,1.4311,3.0034,
10,-0.0099196,1.4215,1.4711,1.4773,3.1048,
10.2,-0.0068889,1.4239,1.4583,1.5249,3.2069,
10.4,-0.0039055,1.4263,1.4459,1.5738,3.3096,
10.6,-0.00097017,1.429,1.4338,1.624,3.4128,
10.8,0.0019173,1.4317,1.4221,1.6755,3.5166,
11,0.0047584,1.4345,1.4107,1.7283,3.6208,
11.2,0.0075537,1.4375,1.3997,1.7823,3.7254,
11.4,0.010303,1.4405,1.389,1.8375,3.8304,
11.6,0.013006,1.4437,1.3787,1.8939,3.9358,
11.8,0.015659,1.447,1.3687,1.9515,4.0415,
12,0.01826,1.4503,1.359,2.0101,4.1475,
12.2,0.020804,1.4538,1.3498,2.0699,4.2538,
12.4,0.023286,1.4574,1.341,2.1306,4.3603,
12.6,0.0257,1.4611,1.3326,2.1924,4.467,
12.8,0.02804,1.4648,1.3246,2.2551,4.5739,
13,0.030298,1.4687,1.3172,2.3188,4.681,
13.2,0.032467,1.4726,1.3103,2.3832,4.7883,
13.4,0.034539,1.4766,1.3039,2.4485,4.8958,
13.6,0.036505,1.4807,1.2982,2.5145,5.0034,
13.8,0.038356,1.4848,1.293,2.5811,5.1112,
14,0.040086,1.489,1.2886,2.6483,5.2191,
14.2,0.041684,1.4933,1.2849,2.7161,5.3272,
14.4,0.043143,1.4976,1.2818,2.7843,5.4355,
14.6,0.044456,1.5019,1.2796,2.8528,5.5439,
14.8,0.045616,1.5062,1.2781,2.9216,5.6526,
15,0.046616,1.5106,1.2775,2.9906,5.7614,
15.2,0.047453,1.515,1.2777,3.0597,5.8705,
15.4,0.048121,1.5193,1.2787,3.1287,5.9797,
15.6,0.048617,1.5237,1.2806,3.1977,6.0893,
15.8,0.04894,1.528,1.2833,3.2665,6.1991,
16,0.049089,1.5323,1.2869,3.335,6.3092,
16.2,0.049064,1.5366,1.2913,3.4032,6.4196,
16.4,0.048868,1.5408,1.2964,3.4709,6.5303,
16.6,0.048503,1.5449,1.3024,3.538,6.6413,
16.8,0.047975,1.549,1.3091,3.6044,6.7527,
17,0.047288,1.553,1.3166,3.6702,6.8644,
17.2,0.046449,1.557,1.3247,3.7351,6.9765,
17.4,0.045466,1.5608,1.3334,3.7991,7.0889,
17.6,0.044348,1.5645,1.3428,3.8622,7.2017,
17.8,0.043104,1.5681,1.3526,3.9242,7.3149,
18,0.041742,1.5716,1.3629,3.9852,7.4284,
18.2,0.040275,1.575,1.3736,4.045,7.5423,
18.4,0.038711,1.5783,1.3847,4.1036,7.6565,
18.6,0.037063,1.5814,1.3961,4.161,7.7711,
18.8,0.03534,1.5844,1.4077,4.2171,7.8859,
19,0.033554,1.5873,1.4195,4.2719,8.0011,
19.2,0.031715,1.59,1.4314,4.3254,8.1166,
19.4,0.029833,1.5926,1.4434,4.3775,8.2323,
19.6,0.027917,1.595,1.4554,4.4283,8.3483,
19.8,0.025977,1.5973,1.4674,4.4778,8.4645,
20,0.024022,1.5995,1.4794,4.5259,8.581,
20.2,0.022059,1.6015,1.4912,4.5726,8.6976,
20.4,0.020095,1.6034,1.5029,4.618,8.8144,
20.6,0.018137,1.6052,1.5145,4.6621,8.9313,
20.8,0.016191,1.6068,1.5258,4.7049,9.0484,
21,0.014262,1.6083,1.537,4.7464,9.1656,
21.2,0.012354,1.6096,1.5479,4.7866,9.2828,
21.4,0.01047,1.6109,1.5585,4.8256,9.4002,
21.6,0.0086147,1.612,1.5689,4.8635,9.5176,
21.8,0.0067889,1.613,1.579,4.9001,9.635,
22,0.0049948,1.6139,1.5889,4.9356,9.7525,
22.2,0.0032339,1.6146,1.5985,4.9699,9.87,
22.4,0.0015058,1.6153,1.6077,5.0032,9.9875,
22.6,-0.00018914,1.6158,1.6168,5.0354,10.1051,
22.8,-0.0018514,1.6163,1.6255,5.0667,10.2226,
23,-0.0034816,1.6166,1.634,5.0969,10.34,
23.2,-0.0050799,1.6169,1.6423,5.1261,10.4575,
23.4,-0.006647,1.617,1.6503,5.1545,10.5749,
23.6,-0.0081819,1.6171,1.658,5.1819,10.6922,
23.8,-0.0096842,1.6171,1.6655,5.2084,10.8096,
24,-0.011152,1.617,1.6727,5.2341,10.9268,
24.2,-0.012585,1.6168,1.6797,5.259,11.044,
24.4,-0.01398,1.6165,1.6864,5.2831,11.1611,
24.6,-0.015337,1.6162,1.6928,5.3065,11.2782,
24.8,-0.016651,1.6158,1.699,5.3291,11.3952,
25,-0.017922,1.6153,1.7049,5.3511,11.5121,
25.2,-0.019146,1.6147,1.7105,5.3723,11.629,
25.4,-0.020321,1.6141,1.7157,5.393,11.7458,
25.6,-0.021445,1.6135,1.7207,5.4131,11.8625,
25.8,-0.022514,1.6127,1.7253,5.4326,11.9792,
26,-0.023526,1.612,1.7296,5.4516,12.0957,
26.2,-0.024478,1.6112,1.7336,5.4702,12.2123,
26.4,-0.025367,1.6103,1.7371,5.4883,12.3287,
26.6,-0.026192,1.6094,1.7404,5.506,12.4452,
26.8,-0.02695,1.6085,1.7432,5.5234,12.5615,
27,-0.027638,1.6075,1.7457,5.5405,12.6779,
27.2,-0.028256,1.6066,1.7478,5.5573,12.7941,
27.4,-0.028801,1.6055,1.7496,5.5739,12.9104,
27.6,-0.029272,1.6045,1.7509,5.5903,13.0267,
